Model,Scaler,Parameters,Mean Accuracy,Mean Recall,Mean Precision,Mean F1 Score
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.47456445993031354,0.5,0.23728222996515677,0.3217556222526248
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.7707317073170732,0.7694819272800393,0.7718807656769957,0.7692760603049893
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.7547038327526133,0.7493532367407504,0.7783799295147011,0.7458923945782963
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.8620209059233449,0.8621607402540205,0.861811913527123,0.8616375082890089
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.7860627177700348,0.782067683809381,0.7366848696847926,0.7505991004655952
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8418118466898955,0.8407013530023271,0.8428650373527911,0.8409418481856342
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8425087108013937,0.840597557271152,0.8445867451642819,0.8413054852222851
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.8682926829268292,0.8671364187363437,0.8685676072165849,0.8675356408531008
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8682926829268294,0.8667217078395542,0.8687944454704997,0.8674239195302539
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8745644599303135,0.8742942955711122,0.8742466241464009,0.8741302322143959
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8752613240418118,0.8748153873825265,0.8750722583062345,0.8747838551510828
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9254355400696864,0.9259684330332144,0.9254852214045286,0.9252651564035667
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8878048780487806,0.8876625726525775,0.8876942056309165,0.8874405188857007
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8891986062717769,0.8889945180024691,0.8891624923617696,0.8888085432380599
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.886411149825784,0.8863872993188172,0.8863584797900346,0.8860518183043007
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9616724738675959,0.9625328616762354,0.9613361962097386,0.9615996990531999
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8912891986062718,0.8911404424171196,0.8913370763037152,0.8909040952502096
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9240418118466899,0.9242598685178048,0.923919989242709,0.9238150702402514
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8898954703832752,0.8897896424708046,0.8899944601390072,0.8895076733705448
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9609756097560975,0.9614353049607436,0.9605451831035431,0.9608758563724573
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8926829268292684,0.8926287434091955,0.8927251921218735,0.8923143703851976
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9554006968641116,0.9559414133658117,0.9551185918905434,0.9552957936778199
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8926829268292684,0.8926287434091955,0.8927251921218735,0.8923143703851976
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.6766550522648084,0.6710866078028834,0.6796834561850271,0.6700552797027397
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.7358885017421603,0.7334478059409645,0.7395379417656084,0.7327302956840226
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.7526132404181185,0.7499693766839701,0.7556265564653373,0.7489823118983185
Logistic Regression,No Scaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8125435540069686,0.8107931385738812,0.8150436309516025,0.8110146920622039
Logistic Regression,No Scaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9101045296167248,0.9094481062109836,0.910194286094858,0.9097735470766276
Logistic Regression,No Scaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8543554006968641,0.8537043178348146,0.8558999870598454,0.8535692216217201
Logistic Regression,No Scaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9226480836236934,0.9222607728938492,0.9227325835356186,0.9223949577055413
Logistic Regression,No Scaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8494773519163763,0.8482739999796889,0.8508086327495828,0.8485028497790411
Logistic Regression,No Scaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
Logistic Regression,No Scaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9066202090592335,0.9062210042045988,0.9065738305886362,0.9062756221881159
Logistic Regression,No Scaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5254355400696864,0.5,0.2627177700348432,0.3443793321253602
