Company,Net_Profit_Margin,ROE,Debt_to_Equity,EBITDA_Margin,free_cash_flow
BSX,0.0580328683080176,0.042169422002868,0.5513020858936543,0.20286773865554422,1266250.0
BWA,0.05262656170612279,0.09611124646920463,0.6096211926705548,0.12298925330401808,648800.0
BXP,0.2035478472068274,0.07236159101624962,1.7649691935345708,0.6546756482959485,1218496.5
CAG,0.061284190334093894,0.08180031831777199,1.0455503617395159,0.14876312449612877,1112560.0
CAH,0.001542002921697118,0.12432052277338324,-2.2856274666186907,0.006507706772951724,2736400.0
CAT,0.1263821454073819,0.438804542513105,2.2402670496488897,0.211428669012734,6788800.0
CBOE,0.14962418787202228,0.1512120374699969,0.4346224255881488,0.2719780802562447,1293320.0
CBRE,0.04042990849243424,0.135143727458203,0.4826731577423729,0.06172432637428256,1197640.8
CCI,0.19578754373869867,0.16988725543663738,3.5375097418488592,0.5736711375942207,1522800.0
CCL,-1.454994824195677,-0.41524039781650196,3.3492684365383854,-0.8014552362370772,-4331200.0
CDNS,0.2399139979644806,0.29536185693679295,0.2248118702066267,0.3321052993844856,1030218.4
CDW,0.04834231533790535,0.8059497111114695,4.960985268452921,0.08662183141183974,1191440.0
CEG,0.036633726880475885,0.0695220618061593,0.6293445172951155,0.19814873912015366,-4695200.0
CF,0.04948086255641766,0.1816707389768319,0.8397612069331085,0.13941455828844987,14972400.0
CHD,0.13143198738639875,0.20767998832156748,0.724809504019934,0.21962650088909197,819975.0
CHRW,0.031087735236876343,0.4027557737378895,1.2453925219312212,0.04713230376425229,659681.0
CHTR,0.08382741094991243,0.26417458368865154,5.421913449145874,0.38085988596768156,5738800.0
CLX,0.05534101246699881,0.6965488724762535,5.760244431574778,0.11873267180383301,723250.0
CL,0.12637795058264822,2.324112185422755,9.125294379560206,0.2217469406743701,2741750.0
CMCSA,0.10375447349009845,0.13536795314946443,1.142464320598895,0.2964419564165448,13483000.0
CME,0.5304220232684822,0.10298373266493721,0.12810941520628374,0.795911832191526,2925780.0
CMG,0.1013642206844055,0.3639972601764324,1.4954861388130982,0.163523852470176,899656.4
CMI,0.06681995169885879,0.18243052518140435,0.6385756582838678,0.13065423193869932,1734600.0
CMS,0.1288252775851864,0.13214990033754168,1.8959216919683208,0.34205396866824017,-861250.0
CNC,0.014144121660903317,0.07652487053419801,0.7728661009177294,0.03482713655320372,4540200.0
CNP,0.06161469819728523,0.05601274317960608,1.7309399570573039,0.33367354601573623,-1719000.0
COO,0.279721354396384,0.12712550919253557,0.3652827134001733,0.2605138649629008,311000.0
COP,0.13044649023524196,0.1886596237677356,0.41914502958819116,0.404751897579066,9586000.0
COST,0.025909258566374226,0.27457867485871656,0.4719523173608082,0.0444407115913988,5816800.0
CPAY,0.2789864618042167,0.30246817042612373,2.0361103437433763,0.5293706059475234,1352692.8
CPB,0.08320196085491144,0.2182087597174574,1.6347264720171502,0.17424295956509744,761600.0
CPT,0.27191184109847527,0.08073348126128202,0.7749106740060163,0.7391228846042658,256849.2
CRL,0.11563004760917943,0.15251606411472843,0.9959419884066009,0.24783837008191903,411847.0
CRM,0.1051705117069078,0.05987993952756345,0.21201942496931575,0.21111006397890303,7329200.0
CRWD,-0.05436156998685846,-0.05975434073004969,0.6104120339101842,0.020088325255761715,689199.6
CSCO,0.20932193780655806,0.26131817621217523,0.34845407430276276,0.3059821088864492,13393600.0
CSGP,0.15233699307779375,0.04958133437121369,0.18034036222914782,0.24189499818334437,431642.5
CSX,0.27429030220729944,0.2817879266559232,1.3981755410785364,0.5313368977287722,3174750.0
CTAS,0.15675797021016502,0.3452631745616974,0.7356564778984576,0.2539084423127815,1362810.0
CTLT,-0.06065987135875589,-0.07233110890979678,1.0125649446336988,0.0872584433565319,-182800.0
CTRA,0.2985378729862149,0.15845711064025803,0.30528387682737834,0.635664168667948,1611500.0
CTSH,0.10814509193212,0.16699919883047956,0.13048509720326057,0.17745578328697437,2195800.0
CTVA,0.06435470205137131,0.041038312591954555,0.0593206951530074,0.16341900472090148,1194400.0
CVS,0.022118301918098434,0.09521561249270678,1.0619855726067642,0.051942844679307855,11658200.0
CZR,-0.1260140110311055,-0.14163816646634605,5.771542214339293,0.23267408078804844,35400.0
DAL,-0.1524148683956033,-1.8465868194578805,9.800599186029359,-0.08703549020799166,-1134250.0
DAY,-0.025265644833078017,-0.011925539146813663,0.4952538226098622,0.07719704459626639,9575.0
DD,0.16994792814316656,0.0840768572885782,0.3536481359041407,0.1834217631289326,246600.0
DECK,0.15925730277331981,0.33704472953292147,0.14095502311294247,0.21981882573826034,604993.8
DE,0.1313969783582308,0.33770107628456497,2.9230945768061583,0.24545449760897803,3751250.0
DGX,0.12238349066984582,0.18564533496952307,0.7662707675323371,0.22142526950536356,1294000.0
DHI,0.14400036784889603,0.24285262075286007,0.31146487933097133,0.18610231546181855,1492725.0
DIS,0.020668054560670272,0.017071553419249756,0.5273211921806856,0.1315972682362416,3901400.0
DLR,0.171208732904217,0.04136057555826622,0.8577209941596078,0.6039317109561138,1675734.25
DLTR,0.018609252459697457,0.053428391359535234,1.296765936008341,0.060038751628367096,725000.0
DOC,0.203004309614606,0.0556993114836859,0.9289444967869331,0.6089767409866759,872690.2
DOV,0.12371174940985764,0.23140182257677447,0.8470220534086734,0.20414665173984023,903008.25
DOW,0.05307034939493539,0.14733088798205565,0.9840330801050484,0.1454868248422484,3883600.0
DPZ,0.11524293597135186,-0.13018182110646742,-1.2772357572936914,0.20076551516119104,489847.0
DRI,0.09209060098804762,0.3992241481257452,2.1637786250810778,0.1523386565686816,939160.0
DTE,0.08640152318056907,0.11057704231818061,1.8497145704315636,0.23433212771289713,-745000.0
DUK,0.09696115740770249,0.050450395648552276,1.4197833631831713,0.4381021015794476,-2660500.0
DVA,0.06410574874024055,0.29592793790266697,4.570282575351506,0.19428339513831897,1261521.25
DVN,0.09215042126168597,0.12812549707360502,0.8044372112345677,0.3291107354563133,2413000.0
DXCM,0.15288094009954106,0.19957040266422504,1.081000981121744,0.19928254796528905,286625.0
D,0.11791544401275995,0.05530356012515099,1.4956120240845217,0.47121421624143434,-3025000.0
EA,0.13447357093751894,0.12241092869705136,0.258003185131071,0.24575951028224446,1745000.0
EBAY,0.4702566090549939,0.7203899924869449,1.5601968725951574,0.2669742392330423,1893400.0
ED,0.11728777072975163,0.08200544008507035,1.227916570063728,0.35169857109019315,-1450200.0
EFX,0.1291584530429695,0.1650533440571732,1.377278078344571,0.3117460706922867,509700.0
EIX,0.05425624184855197,0.049236597288719076,1.759005517919943,0.2971389889543891,-3106400.0
EL,0.0849896455370213,0.21538687979216778,1.442252621606619,0.17629748017729235,1263600.0
EMN,0.08135521074400656,0.13905874881577263,0.9175740437877623,0.17621318308849665,718000.0
EMR,0.30041126583807565,0.2543471807372071,0.635656913794299,0.2331195176027166,1959600.0
ENPH,0.14631993267583449,0.3465799690858692,1.4924998883452345,0.1998330408429428,415337.4
EOG,0.2157638693555363,0.2156908081761983,0.25116225845553863,0.4779412532798772,4557400.0
EPAM,0.10313398935295529,0.153474190718094,0.0844636562072654,0.15906315418486666,480251.4
EQIX,0.0949534843469966,0.06206798315564359,1.3786857766127385,0.4034196986498416,253869.6
EQR,0.35864492618907473,0.08332422890833172,0.7051251279513384,0.8083000355427753,1173199.6
EQT,0.022514122156103232,0.023759151896852237,0.49840095037062443,0.40263186178705634,950904.4
ESS,0.30395023049221886,0.07954723102835588,1.0431180123741002,0.9778435436944533,805885.4
ETN,0.11138947571782135,0.13435972734932908,0.537426293642167,0.18949629511511726,2236250.0
ETR,0.13080704269074545,0.12156439053021839,2.0803862309898875,0.37742803929353197,-2043845.8
ETSY,0.06390570847938928,0.4896073470585245,-0.865023689826751,0.10968817659003233,651327.0
EVRG,0.1351433801140287,0.0801057113888961,1.2547891191969438,0.41609179688606013,-354360.0
EW,0.2478211405131222,0.22709238549121236,0.1231670381630025,0.3106639082235477,908050.0
EXC,0.09637458000583243,0.07280816098699694,1.3524668058855513,0.387479555954389,-3111400.0
EXPD,0.07855968668492312,0.32963525899963925,0.17055010528634856,0.1128889439383938,1038315.2
EXPE,-0.11396736326125417,-0.09066249525349701,2.1907758397954433,0.01624330512922055,766500.0
EXR,0.37854914132563183,0.1534625619974359,1.4898305118758164,0.7329502237809159,1215741.8
FANG,-0.016279822168887258,0.08231091941184102,0.4747555483488419,0.2671354210662877,1547400.0
FAST,0.1547323226652011,0.32672097258910193,0.21512657959978812,0.23209999165069325,893575.0
FCX,0.10840671565548295,0.101708529360466,0.437905638613576,0.37883809119656053,2055800.0
FDS,0.23511017714155846,0.3490845903860773,1.1581127914181002,0.35861777588248805,498501.75
FDX,0.048491689882712866,0.16704467057301237,1.4587129436360928,0.11870495322445629,3149200.0
FE,0.08336642358989413,0.10902276283562638,2.612122834831105,0.3272403556126197,1411750.0
FFIV,0.12947710306155372,0.13739846147738585,0.2547287439217635,0.20838339526690325,555933.75
FICO,0.2588344662106536,-0.9774931222933969,-3.6096593397782257,0.3773875241302877,431818.5
FIS,-0.45265954373351736,-0.18501099327201836,0.635868650516622,0.44318849883083294,3163600.0
FI,0.12490256632867167,0.07170491934114956,0.6804033654858193,0.3849418341298788,3376600.0
FOXA,0.11011985053104918,0.1358966262507541,0.7290958075545403,0.20720517977512895,1633000.0
FOX,0.11011985053104918,0.1358966262507541,0.7290958075545403,0.20720517977512895,1633000.0
FRT,0.2407967516780918,0.08025346930058803,1.4886804209765314,0.6926249196641154,60902.25
FSLR,0.1720949507481453,0.09360569929459576,0.07203676039693117,0.28316880355944896,-344292.4
FTNT,0.19507268461124275,-1.0476503478808314,-0.8158614166240598,0.24344609895556926,1335600.0
FTV,0.1717435639663028,0.09724506281219947,0.41236491907878214,0.28732387308131047,1206300.0
F,0.030981800723413548,0.09516894526096749,3.7071283950878824,0.08184909969713847,8006200.0
GDDY,0.14611353822811146,5.853514467228921,-51.95118493841036,0.12916247841591907,859940.0
GD,0.08315463147402022,0.18126551981216982,0.7150715603471838,0.13212491368256746,3386500.0
GEN,0.24820004937124596,-1.7124506160970943,-6.6643078385844365,0.4476924965192507,1309400.0
GE,0.031131850917275328,0.08737813815569133,1.1467990276283635,0.10460657254761667,3537200.0
GILD,0.12962171409489492,0.16369181242893696,1.315973995536507,0.29667901753020964,8196800.0
GIS,0.131609089206467,0.24439652469297815,1.2177225528210873,0.21055552999982244,2454350.0
GLW,0.06303826362388201,0.06824013977864392,0.6556925882440848,0.24050942185095725,1051000.0
GM,0.06108784123329737,0.14342716814818418,1.8198551790926811,0.1622701252675308,-5232600.0
GNRC,0.09398491947688045,0.16439966847918405,0.6806403293914629,0.17625849887202488,321443.8
GOOGL,0.24697130173680976,0.26470758293269214,0.11228284984518526,0.34248706556328984,60029400.0
GOOG,0.24697130173680976,0.26470758293269214,0.11228284984518526,0.34248706556328984,60029400.0
GPN,0.08982956069079118,0.03232377549415008,0.5445758622963048,0.34970611200591883,1794034.0
GRMN,0.22895954948177893,0.18384871117858542,0.014968615230455251,0.25979372940977485,944383.2
GWW,0.08789854112292726,0.4780229649961289,1.079345711496904,0.142376731172367,1067750.0
HAL,0.039914708733168144,0.09440777008714245,1.4159497531299734,0.13427126630858321,1588400.0
HAS,-0.07665452309509874,-0.29986103978167467,1.8648275424527962,0.07497813940709708,605460.0
HCA,0.0899136994765409,-12.422144729886806,-89.36279091748295,0.2094510845869023,5096200.0
HD,0.10221784034012918,6.740936653897519,22.77054452051345,0.16582256961765357,15320200.0
HES,-0.06784021031407321,-0.004511407227468761,1.2025258362233364,0.3512268200608438,333000.0
HII,0.06173666244269158,0.22712343902600987,0.9354339780516812,0.11366338048957467,533800.0
HLT,0.054266996268873435,-0.498066389204761,-8.013460509130411,0.17461093579900253,1128000.0
HOLX,0.2521186745348538,0.30336447160536123,0.7714795754661776,0.40348791824271524,1446475.0
HON,0.15136939848185063,0.3027840095620437,1.216913029705024,0.24148477893112874,4946400.0
HPE,0.05505927419097674,0.07723703749409945,0.771658409182002,0.1663589366066792,1803400.0
HPQ,0.06332430865427643,-2.1514999842982165,-5.538149451954522,0.09272471651732374,3941800.0
HRL,0.07705816146688005,0.12309659020120933,0.38717764528003007,0.12192683800113643,813321.2
HSIC,0.039046052466998875,0.0998681529630647,0.33768053551223515,0.07475873128420647,486016.2
HST,-0.010062781293690815,0.03945942622168112,0.7945336262162087,0.23283167786975456,331600.0
HSY,0.1627612453490629,0.5311455475172968,1.710988288653126,0.2448020344875777,1517907.2
HUBB,0.11452145508617995,0.22863765911983122,0.7364261514992558,0.18700956695606602,577600.0
HWM,0.07452800108923836,0.11601775799523596,1.2084843844684543,0.18587517120273378,303500.0
IBM,0.0874489327935809,0.24455534322734823,2.786582170458103,0.19092396597946584,11394750.0
ICE,0.25990204604700645,0.10838887434784886,0.7946043840736183,0.5206769889971531,2922600.0
IDXX,0.2197727120969733,0.920918906065368,1.5533842368396011,0.31196973942903294,583302.25
IEX,0.1743339032068168,0.17303179528290075,0.46196496517635105,0.2781340112182003,553340.0
IFF,-0.09737071245986291,-0.07355350361496707,0.6729266279009245,0.03222002202419331,675200.0
INCY,0.09880883688049585,0.07117746889517194,0.011550108461524485,0.13678135673572084,291618.0
INTC,0.13914857439875297,0.1138257982444705,0.4257990039188707,0.33309929912579206,-1188400.0
INTU,0.18124361699405628,0.1648965174577815,0.36575535538517323,0.28347885600121536,4167800.0
INVH,0.16195558494704013,0.03726847851681099,0.8348311849138413,0.6038301058414515,779411.6
IPG,0.08261770202126892,0.2381576227709786,1.3485779471271049,0.15278359999174912,1066060.0
IP,0.04553015925268887,0.10342402469979846,0.9044971055165332,0.12677766763206214,1293200.0
IQV,0.07088527636356698,0.17019104550836367,2.1605922028309723,0.20428638025786255,1711600.0
IRM,0.07300734637700908,0.4709901639643369,19.144803494009544,0.3428760322568598,27626.6
IR,0.08670990355030286,0.058228240264141896,0.34848560701036374,0.2037469874200864,952860.0
ISRG,0.2566506312606063,0.13713880643687057,0.007609220171711032,0.32292258369100935,1004140.0
ITW,0.1839275192853122,0.8639276041776409,2.5309048498283677,0.2777656802686431,2536200.0
IT,0.13240381603183005,1.8064801561694048,7.43559126996062,0.23266917192731057,1029502.75
IVZ,0.08553137876416392,0.034524415129970044,0.5663904031795531,0.27121762770934493,932850.0
JBHT,0.05724182656168658,0.21193628505056253,0.4102411181704383,0.13187560420662117,196822.0
JCI,0.057439787191563785,0.0806909830499656,0.4621109356257798,0.11516673221053349,1650400.0
JKHY,0.1770159072219387,0.2364417773060242,0.10313766208811326,0.32696404947735713,292669.0
JNPR,0.060353634860552376,0.06840118886804045,0.4226336277022301,0.12217516732211357,465440.0
J,0.038250275256561626,0.08781523660773563,0.5325445181663195,0.07475112210612891,692379.8
KEYS,0.1825765324775293,0.2309186611866044,0.5139431828799457,0.2874833417005223,1054500.0
KHC,0.06437569922481662,0.03441879186983145,0.45461807865964915,0.1751417988014332,3245000.0
KIM,0.4206648958236704,0.07290249324194413,0.8091483641584254,0.8347410656274175,816597.4
KKR,0.21564764125407754,0.05044751075087735,0.784776715666591,0.7818840878449133,-2495856.6
KMB,0.0995993425854672,2.395607878674479,10.349545441059732,0.17307864312651478,2217000.0
KMI,0.11221542816754145,0.0576786564859465,1.024375580278603,0.41149247739760764,3748600.0
KMX,0.025085992090157088,0.12641766329065987,3.444524545243275,0.06400826841185041,-281423.4
KO,0.23452919151701973,0.38893101108192896,1.6908250715973416,0.35677695657160846,9652000.0
KR,0.015837689469452597,0.22504313736953324,2.001709625598168,0.0489802776908257,2717800.0
KVUE,0.08077043550268839,0.07644054370300003,0.23032076104591523,0.23150250781941145,2014000.0
K,0.09146633891306358,0.2996981241483839,1.9098178343348235,0.15287518326645685,1190000.0
LDOS,0.03871882856469415,0.12866438644860861,1.2889265024396053,0.08897349956890607,1053800.0
LEN,0.12970233645211526,0.16924653346884433,0.28905530426290127,0.17567656442231866,3718515.5
LHX,0.06957344921092465,0.06655288107014376,0.4618442954026617,0.15767221153180294,1961000.0
LH,0.09409523422544942,0.1245048901803465,0.6745452689662893,0.17799567373788552,1538940.0
LIN,0.132257832507954,0.09642123275066154,0.4076473962831514,0.32386370854879043,5469250.0
LKQ,0.06916584999968586,0.1572319942195436,0.7778911900142267,0.1263602310593128,1024400.0
LLY,0.2021001826729223,0.7073777443407406,2.113760471492953,0.29804943793335,1535660.0
LMT,0.0965473322777193,0.8306027568138358,1.805992625689991,0.14570961939037508,6685600.0
LNT,0.1709629471297628,0.10552237098881379,1.3320063491347889,0.4300354293362097,710800.0
LOW,0.0768852505163651,0.3339101690000721,1.7014538347374701,0.13547687757812435,7613500.0
LRCX,0.2613973778479334,0.5813262468008362,0.7016481710389721,0.3294634843891693,3796255.0
LUV,-0.046441895688405,-0.02890092743159257,1.0751504568959742,0.03181431106246838,-424800.0
LW,0.10969865609760683,0.6114996839707476,4.239444625390402,0.19331721005669938,75820.0
LYB,0.07132437904171576,0.26169230984553626,1.3139524579384951,0.13269266274307734,3478400.0
LYV,-0.252527965276861,-3.4654589620286322,20.722979829263178,-0.11243567598010469,672262.75
MAA,0.25046647975147146,0.07972190889703258,0.7296079199641613,0.6231430479659636,559209.2
MAR,0.08354279391416786,1.3151234776078415,12.315690465425837,0.14299528576622247,1987600.0
MA,0.4472219866967329,1.421745952205571,2.0642453930766242,0.5930750315847299,9430200.0
MCHP,0.19512242159826101,0.22760510120579996,1.2161002981618227,0.4217511044089024,2413720.0
MCK,0.00193730601263605,-2.0068352674192083,-1.8055419144973648,0.007330370611280754,4007000.0
MCO,0.308212793530938,0.9944157090269756,4.237544466585751,0.47406515081963285,1676500.0
MDLZ,0.12342587057237249,0.13960431598004636,0.7549993751207464,0.19374523673750996,3297000.0
MDT,0.1266470004726942,0.07744091016499523,0.4841219078090198,0.2626036064263031,5157600.0
META,0.3010116805394074,0.2737897155164854,0.16296227486255632,0.43629952050779836,35001600.0
MGM,0.03209613967979832,0.13143168484802148,4.218917765271453,0.2230006515290838,670830.4
MHK,0.015176509080864164,0.01690407609159245,0.37401264057028916,0.08920534801338857,692338.4
MKC,0.11463926600436372,0.1604788090304689,1.1289063135120505,0.19129030456356966,719640.0
MKTX,0.3663576809249702,0.24641288486274063,0.07996641234416743,0.565168145789642,276189.6
MLM,0.18215083413498345,0.15956507649224175,0.6787815199281076,0.3358008847835915,655720.0
MMC,0.15155327317270664,0.29062876130899534,1.2833593891622583,0.26511465135915274,3322000.0
MMM,0.07287919597758741,-0.05818392898032099,1.8355388057935103,0.151397055329148,5342500.0
MOH,0.028792496325772507,0.2744255228424159,0.8510398922194775,0.04829544699602149,1531500.0
MOS,0.10022822047716062,0.12583818471507016,0.38127302226766846,0.20125591100792423,1093740.0
MO,0.2510935997311404,-0.9552449366645837,-5.459981251447049,0.41888139007197805,8383000.0
MPC,0.027159394406969274,0.18130356577907242,0.8985822372015783,0.060908112060969424,7504400.0
MPWR,0.21812578093392462,0.2225301339022833,0.0024016168838053124,0.26460012425697277,363426.6
MRK,0.18179359774994203,0.2634149206571025,0.9202076918199961,0.2833154106152861,10496400.0
MRNA,-0.6938915909754941,0.039122211015798325,0.07643035265688572,-0.524926257165738,2414400.0
MRO,0.04948086255641766,0.1816707389768319,0.8397612069331085,0.13941455828844987,14972400.0
MSCI,0.38789444777750665,-2.0538328286924497,-11.294392194583054,0.6020026700011879,952765.25
MSFT,0.35839252028998125,0.3995122296123971,0.3426114250945482,0.5186885061096784,65776800.0
MSI,0.14834290894766708,-4.80603482382154,-27.341741247598936,0.25232094653150383,1721800.0
MTCH,0.11703300042341196,-9.177750862104432,-58.76246752937212,0.23842029856697272,724569.0
MTD,0.208505830084879,9.220714715736156,20.70569975880651,0.30297806164470176,786108.8
MU,0.0343938347810562,0.04187600520917696,0.20380544650695348,0.37652901304124514,-371600.0
NCLH,-2.634737731592421,-8.82876080806807,63.288989158265345,-1.1693224902268748,-2260531.25
NDAQ,0.17341371597331484,0.14751798183987913,0.9625684896078106,0.31214793756791315,1322600.0
NDSN,0.17420009943329523,0.19565439216757502,0.560298025634531,0.28240835759614663,519361.8
NEE,0.21477458308158592,0.09692948891597875,1.2232632876350547,0.5192685489974409,882200.0
NEM,-0.0077175771571114495,-0.003850380717862531,0.3016772375565118,0.22368382622089414,1608200.0
NFLX,0.1462981254033575,0.262806781590829,0.960571402855346,0.6356528794186133,2585364.0
NI,0.09612648853269629,0.0629103020290168,1.4721879031497154,0.3654630463434859,-767200.0
NKE,0.11699783313778017,0.4003207282644057,0.8813446349604875,0.151525470876929,5470250.0
NOC,0.11728800410610916,0.32552308410217695,1.1517125101469332,0.19258594696205578,2150750.0
NRG,0.041736845361622865,0.28548583659084825,3.4065876541016262,0.12209506944531978,241250.0
NSC,0.20588626854869876,0.17764116735723037,1.1305685384665303,0.42860917451602465,1742800.0
NTAP,0.16061934242233952,1.0554381148607894,3.0073349624835184,0.23341592668571876,1193200.0
NUE,0.13355492892916604,0.28000912508619613,0.37898587241573656,0.21704930339977185,4696094.0
NVDA,0.3181391513324892,0.3782435543116076,0.42397479448633135,0.39226732754488164,10913750.0
NVR,0.15050649790969584,0.40558944522789026,0.3868475148900374,0.19417500358784143,1392511.2
NWSA,0.03261768510938941,0.0359507014474621,0.4412366023328742,0.13337764568033234,699800.0
NWS,0.03261768510938941,0.0359507014474621,0.4412366023328742,0.13337764568033234,699800.0
NXPI,0.1492244329904997,0.2385728647594581,1.2707013451131701,0.3419830419465906,2320000.0
ODFL,0.19890287023092945,0.28786049630449395,0.025838145746580075,0.3197365343634618,774683.0
OKE,0.0973696301378605,0.1941752037979715,2.0214819416579544,0.2239943243573835,1520671.75
OMC,0.08784101985179223,0.3053872460666371,1.6247585447254607,0.16093217571822463,1293240.0
ON,0.18716040309198687,0.24417963200259019,0.6399236571519837,0.3186365484534584,905600.0
ORCL,0.21393291742150433,2.3482844303838704,19.857791288077664,0.39269810285900186,10065600.0
ORLY,0.1516586373982037,-5.394855351845726,-12.947477782348184,0.23315555191532833,2352813.8
OTIS,0.08717048155421371,-0.31678293625520876,-1.9335611550367586,0.15875892324829508,1456250.0
OXY,-0.04147821860472467,-0.01544773978965539,1.1966772897207503,0.36062509451781555,6227600.0
O,0.2129114845056747,0.028175165028812132,0.6844909876969296,0.8777496824140698,2242571.6
