Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,3744667.0,27871.0,3716796.0,238077.0,3478719.0,-796425.0,-8889.0,2673405.0,-4331.0,2635416.0,2635416.0,2.56,2.55,1033683.33,1034405.99,842499.0,265948.0,2635416.0,2642337.98,24336.0,820761.0,-796425.0,3494166.0,3498888.0,27871.0,4722.0,2635416.0,-8762.0,-8762.0,3507650.0,0.0,-1840.02,29074163.25,11666961.75,17407201.5,27659382.5,17178418.75,583224.75,17178418.75,10096576.25,27659382.5,17178418.75,11064188.5,10034185.25,792852.7825,792852.7825,2286947.0,-2109367.0,-569165.0,347208.0,4507.0,767233.0,-7794.0,1106368.0,1094977.0,-1050000.0,-5341.0,2279153.0
12/31/2023,3611988.0,27089.0,3584899.0,240051.0,3344848.0,-794086.0,-2281.0,2548481.0,-6141.0,2513540.0,2513540.0,2.48,2.47,1014513.2,1015776.7,842499.0,267140.0,2513540.0,2519873.43,23970.0,818056.0,-794086.0,3366537.0,3370835.0,27089.0,4298.0,2513540.0,-8017.0,-8017.0,3378852.0,0.0,-1683.57,44059841.0,18402067.0,25657774.0,41980056.0,25255931.0,904397.0,25255931.0,18098811.0,41980056.0,25255931.0,17628522.0,16201551.0,1042702.76,1042702.76,2181009.0,-2899095.0,1031790.0,522574.0,4915.0,762610.0,-4035.0,2480105.0,419148.0,-250000.0,-4966.0,2176974.0
12/31/2022,2600697.0,22602.0,2578095.0,945645.0,1632450.0,-530423.0,37116.0,1139143.0,2876.0,1117635.0,1117635.0,1.27,1.27,877508.39,879675.85,842499.0,968247.0,1117635.0,1140220.04,9530.0,539953.0,-530423.0,1679096.0,1682278.0,22602.0,3182.0,1117635.0,-22653.0,-22653.0,1704931.0,0.0,-67.96,37575826.0,15285713.0,22290113.0,35673312.0,21933637.0,829298.0,21933637.0,16599710.0,35673312.0,21933637.0,14568973.0,13530742.0,963096.56,963096.56,1943396.0,-9304014.0,6829937.0,208933.0,3024.0,466806.0,-1876.0,3219101.0,5600000.0,-600000.0,-6156.0,1941520.0
12/31/2021,1509568.0,20762.0,1488806.0,44467.0,1444339.0,-392270.0,-26024.0,1026045.0,2887.0,1013851.0,1013851.0,1.8,1.76,564467.36,577066.29,842499.0,65229.0,1013851.0,1039822.95,120.0,392390.0,-392270.0,1418435.0,1421526.0,20762.0,3091.0,1013851.0,-26024.0,-26024.0,1447550.0,0.0,-52.05,17597373.0,5410199.0,12187174.0,16802791.0,12108268.0,297321.0,12108268.0,3056412.0,16802791.0,12108268.0,4991844.0,3954909.0,628942.09,628942.09,896350.0,41449.0,-514178.0,739614.0,1790.0,323219.0,-2505.0,2385779.0,2417381.5,-2100000.0,-1734.0,893845.0
12/31/2020,1225574.0,33425.0,1192149.0,278909.0,913240.0,-301810.0,285609.0,897039.0,831.0,891674.0,891674.0,1.76,1.75,506140.64,510908.76,842499.0,312334.0,891674.0,939369.26,6795.0,308605.0,-301810.0,1205644.0,1209375.0,33425.0,3731.0,891674.0,-47743.0,-47743.0,1257118.0,0.0,-47.74,17063613.0,7569868.0,9493745.0,16181371.0,9415839.0,301883.0,9415839.0,2631372.0,16181371.0,9415839.0,7067415.0,6449539.0,536669.72,536669.72,883640.0,-4548759.0,2879219.0,315993.0,561.0,262464.0,-2768.0,1539748.0,2555401.0,-537538.0,-207.0,880872.0
12/31/2019,2538498.8,26349.8,2512149.0,349429.8,2162719.2,-563002.8,57106.2,1656822.6,-775.6,1634423.2,1634423.2,1.9740000000000002,1.9599999999999997,799262.584,803566.718,842499.0,375779.6,1634423.2,1656324.732,12950.2,575953.0,-563002.8,2232775.6,2236580.4,26349.8,3804.8,1634423.2,-22639.8,-22639.8,2259220.2,0.0,-738.268,29074163.25,11666961.75,17407201.5,27659382.5,17178418.75,583224.75,17178418.75,10096576.25,27659382.5,17178418.75,11064188.5,10034185.25,792852.7825,792852.7825,1638268.4,-3763957.2,1931520.6,426864.4,2959.4,516466.4,-3795.6,2146220.2,2417381.5,-907507.6,-3680.8,1634472.8
