Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,6551000.0,5015000.0,1536000.0,1114000.0,422000.0,-317000.0,340000.0,445000.0,110000.0,335000.0,335000.0,1.6,1.58,209000.0,212000.0,452000.0,6129000.0,335000.0,20325.84,15000.0,332000.0,-317000.0,777000.0,1041000.0,4751000.0,264000.0,335000.0,418000.0,418000.0,623000.0,0.0,103325.84,8228500.0,8716000.0,-487500.0,4647250.0,-487500.0,137750.0,-1729500.0,470500.0,4990000.0,-1729500.0,5503500.0,4485500.0,213652.76750000002,213652.76750000002,918000.0,126000.0,-473000.0,1360000.0,30000.0,303000.0,-254000.0,1500000.0,-1288000.0,-1418000.0,664000.0
6/30/2024,6551000.0,5015000.0,1536000.0,1114000.0,422000.0,-317000.0,340000.0,445000.0,110000.0,335000.0,335000.0,3.1599999999999997,3.1060000000000003,228000.0,230600.0,452000.0,6129000.0,335000.0,20325.84,15000.0,332000.0,-317000.0,777000.0,1041000.0,4751000.0,264000.0,335000.0,418000.0,418000.0,623000.0,0.0,103325.84,7739000.0,9230000.0,-1491000.0,3704000.0,-1491000.0,137750.0,-2710000.0,233000.0,4183000.0,-2710000.0,5674000.0,4316000.0,209988.54,209988.54,918000.0,126000.0,-473000.0,1360000.0,30000.0,303000.0,-254000.0,1500000.0,-1288000.0,-1418000.0,664000.0
6/30/2023,7384000.0,6033000.0,1351000.0,1291000.0,60000.0,-303000.0,-253000.0,-496000.0,33000.0,-529000.0,-529000.0,-2.56,-2.56,207000.0,207000.0,-342000.0,7324000.0,-529000.0,-353040.0,10000.0,313000.0,-303000.0,-183000.0,330000.0,5523000.0,513000.0,-529000.0,-212000.0,-212000.0,542000.0,0.0,-36040.0,7556000.0,8755000.0,-1199000.0,4189000.0,-1199000.0,384000.0,-2436000.0,313000.0,4252000.0,-2436000.0,5451000.0,4665000.0,207389.38,207389.38,942000.0,217000.0,-988000.0,788000.0,32000.0,327000.0,-316000.0,1600000.0,-1578000.0,-408000.0,626000.0
6/30/2022,11661000.0,8192000.0,3469000.0,1511000.0,1958000.0,-247000.0,-32000.0,1679000.0,30000.0,1649000.0,1649000.0,7.5,7.36,220000.0,224000.0,1955000.0,9703000.0,1649000.0,1651946.4,2000.0,249000.0,-247000.0,1928000.0,2379000.0,7752000.0,451000.0,1649000.0,-3000.0,-3000.0,2382000.0,0.0,-53.6,8944000.0,8835000.0,109000.0,5171000.0,109000.0,50000.0,-1137000.0,478000.0,5755000.0,-1137000.0,5696000.0,5031000.0,209850.17,209850.17,1657000.0,-352000.0,-1899000.0,617000.0,33000.0,244000.0,-381000.0,1200000.0,-701000.0,-1799000.0,1276000.0
6/30/2021,10681000.0,7764000.0,2917000.0,1417000.0,1500000.0,-218000.0,66000.0,1348000.0,34000.0,1314000.0,1314000.0,5.43,5.36,242000.0,245000.0,1492000.0,9181000.0,1314000.0,1321798.22,2000.0,220000.0,-218000.0,1568000.0,1965000.0,7379000.0,397000.0,1314000.0,-8000.0,-8000.0,1973000.0,0.0,-201.78,8675000.0,8044000.0,631000.0,5525000.0,631000.0,54000.0,-635000.0,858000.0,5770000.0,-635000.0,5193000.0,3930000.0,227382.98,227382.98,1626000.0,-466000.0,-1673000.0,1211000.0,44000.0,184000.0,-498000.0,1000000.0,-33000.0,-2047000.0,1128000.0
6/30/2020,8565600.0,6403800.0,2161800.0,1289400.0,872400.0,-280400.0,92200.0,684200.0,63400.0,620800.0,620800.0,3.83,3.79,262000.0,265000.0,801800.0,7693200.0,620800.0,532271.26,8800.0,289200.0,-280400.0,973400.0,1351200.0,6031200.0,377800.0,620800.0,122600.0,122600.0,1228600.0,0.0,34071.259999999995,8228500.0,8716000.0,-487500.0,4647250.0,-487500.0,63000.0,-1729500.0,470500.0,4990000.0,-1729500.0,5503500.0,4485500.0,213652.76750000002,213652.76750000002,1212200.0,-69800.0,-1101200.0,1067200.0,33800.0,272200.0,-340600.0,1360000.0,-977600.0,-1418000.0,871600.0
