Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,3190000.0,1779400.0,1410600.0,717400.0,693200.0,-42800.0,85300.0,735700.0,155900.0,580400.0,580400.0,7.65,7.65,75650.0,75900.0,684000.0,2496800.0,580400.0,517273.75,42800.0,-42800.0,778500.0,937600.0,1779400.0,159100.0,580400.0,80100.0,80100.0,857500.0,0.0,16973.75,5177175.0,2196125.0,2981050.0,4238125.0,2981000.0,115075.0,-147050.0,1064475.0,4238300.0,-147050.0,1372375.0,545850.0,90069.54000000001,75874.63249999999,14194.9075,717800.0,-95500.0,-370900.0,708400.0,181200.0,48700.0,-77600.0,26000.0,414725.0,-175000.0,-23200.0,640200.0
12/31/2023,3273900.0,1827000.0,1446900.0,703500.0,743400.0,-51700.0,68600.0,760300.0,164700.0,596100.0,596100.0,7.87,7.85,75600.0,75900.0,732500.0,2530500.0,596100.0,538314.6,51700.0,-51700.0,812000.0,964100.0,1827000.0,152100.0,596100.0,73800.0,73800.0,890300.0,0.0,16014.6,5865200.0,2324000.0,3541200.0,4866500.0,3541400.0,120100.0,-308700.0,946000.0,4867100.0,-308700.0,1445800.0,791400.0,90073.41,75728.59,14344.82,716700.0,-283800.0,-344700.0,534300.0,199500.0,50800.0,-89900.0,21500.0,100000.0,-250000.0,-24200.0,626800.0
12/31/2022,3181900.0,1755000.0,1426900.0,652700.0,774200.0,-40700.0,15900.0,749400.0,162700.0,586900.0,586900.0,7.74,7.71,75700.0,76000.0,751400.0,2407700.0,586900.0,577504.0,40700.0,-40700.0,790100.0,909800.0,1755000.0,119700.0,586900.0,12000.0,12000.0,897800.0,0.0,2604.0,5511900.0,2472300.0,3039600.0,4508000.0,3039300.0,118200.0,-546600.0,855700.0,4508000.0,-546600.0,1586900.0,1038500.0,90064.99,75613.96,14451.03,557400.0,-917200.0,-37800.0,430200.0,175600.0,37100.0,-68000.0,14100.0,410400.0,-135000.0,-148100.0,489400.0
12/31/2021,2764800.0,1540300.0,1224500.0,578200.0,646300.0,-41000.0,-25500.0,579800.0,130500.0,449400.0,449400.0,5.91,5.88,76000.0,76400.0,637000.0,2118500.0,449400.0,456606.78,41000.0,-41000.0,620800.0,723800.0,1540300.0,103000.0,449400.0,-9300.0,-9300.0,733100.0,0.0,-2093.22,4917200.0,2114100.0,2803100.0,3993400.0,2803100.0,111000.0,38100.0,1198000.0,3993400.0,38100.0,1301300.0,334900.0,90068.0,76195.44,13872.56,565300.0,-698100.0,-9500.0,855400.0,118200.0,36000.0,-72700.0,13600.0,499400.0,-350100.0,-79525.0,492600.0
12/31/2020,2351600.0,1324200.0,1027400.0,494900.0,532500.0,-44800.0,-17400.0,470300.0,92500.0,377800.0,377800.0,4.98,4.94,75741.0,76400.0,520700.0,1819100.0,377800.0,387275.4,44800.0,-44800.0,515100.0,598600.0,1324200.0,83500.0,377800.0,-11800.0,-11800.0,610400.0,0.0,-2324.6,4414400.0,1874100.0,2540300.0,3584600.0,2540200.0,111000.0,229000.0,1258200.0,3584700.0,229000.0,1155500.0,18600.0,90071.76,75960.54,14111.22,569300.0,-172600.0,-42600.0,1025900.0,87200.0,35200.0,-51600.0,18800.0,649100.0,-450400.0,-122600.0,517700.0
12/31/2019,2952440.0,1645180.0,1307260.0,629340.0,677920.0,-44200.0,25380.0,659100.0,141260.0,518120.0,518120.0,6.83,6.806,75738.2,76120.0,665120.0,2274520.0,518120.0,495394.9060000001,44200.0,-44200.0,703300.0,826780.0,1645180.0,123480.0,518120.0,28960.0,28960.0,797820.0,0.0,6234.906,5177175.0,2196125.0,2981050.0,4238125.0,2981000.0,115075.0,-147050.0,1064475.0,4238300.0,-147050.0,1372375.0,545850.0,90069.54000000001,75874.63249999999,14194.9075,625300.0,-433440.0,-161100.0,710840.0,152340.0,41560.0,-71960.0,18800.0,414725.0,-272100.0,-79525.0,553340.0
