Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"2,703,459.00","484,491.00","2,218,968.00","772,924.00","1,446,044.00","-161,291.00","136,665.00","1,421,418.00","235,667.00","1,185,751.00","1,185,751.00",14.97,14.93,"79,124.50","79,435.00","1,446,044.00","1,257,415.00","1,185,751.00","1,185,751.00","25,872.00","187,163.00","-161,291.00","1,608,581.00","1,794,255.00","460,459.00","185,674.00","1,185,751.00",--,--,"1,794,255.00",0.00,--,,,,,,,,,,,,,,,,"1,329,469.00","-850,406.00","-817,738.00","453,654.00","215,124.00","182,384.00","-94,372.00","336,875.00","-343,438.00","-330,480.00","1,235,097.00"
12/31/2023,"2,528,920.00","446,581.00","2,082,339.00","697,730.00","1,384,609.00","-152,200.00","136,652.00","1,369,061.00","220,469.00","1,148,592.00","1,148,592.00",14.45,14.39,"79,462.00","79,843.00","1,384,609.00","1,144,311.00","1,148,592.00","1,148,592.00","34,479.00","186,679.00","-152,200.00","1,555,740.00","1,714,959.00","422,800.00","159,219.00","1,148,592.00",--,--,"1,714,959.00",0.00,--,"5,518,219.00","6,257,983.00","-739,764.00","3,757,062.00","-739,764.00","120,134.00","-4,583,690.00","-98,872.00","3,767,964.00","-4,583,690.00","4,627,862.00","4,049,913.00","133,817.33","79,091.21","54,726.12","1,236,029.00","-819,378.00","-953,931.00","461,693.00","240,479.00","182,313.00","-90,851.00",--,"-8,750.00","-504,188.00","1,145,178.00"
12/31/2022,"2,248,598.00","404,341.00","1,844,257.00","636,617.00","1,207,640.00","-159,802.00","-3,997.00","1,043,841.00","173,268.00","870,573.00","870,573.00",10.78,10.72,"80,746.00","81,215.00","1,207,640.00","1,040,958.00","870,573.00","870,573.00","11,769.00","171,571.00","-159,802.00","1,215,412.00","1,357,908.00","379,817.00","142,496.00","870,573.00",--,--,"1,357,908.00",0.00,--,"4,997,535.00","6,005,460.00","-1,007,925.00","3,495,308.00","-1,007,925.00","131,575.00","-3,796,112.00","497,447.00","3,504,021.00","-3,796,112.00","4,643,521.00","3,518,750.00","133,623.01","79,959.99","53,663.02","1,095,369.00","-79,335.00","-1,425,380.00","993,564.00","180,686.00","165,116.00","-72,895.00","355,000.00","-7,188.00","-1,397,506.00","1,022,474.00"
12/31/2021,"2,043,544.00","358,684.00","1,684,860.00","596,122.00","1,088,738.00","-158,117.00","-72,485.00","858,136.00","132,153.00","725,983.00","725,983.00",8.80,8.70,"82,508.00","83,479.00","1,072,725.00","954,806.00","725,983.00","739,530.00","1,497.00","159,614.00","-158,117.00","1,017,750.00","1,151,875.00","318,039.00","134,125.00","725,983.00","-16,013.00","-16,013.00","1,167,888.00",0.00,"-2,466.00","5,506,703.00","5,670,170.00","-163,467.00","3,997,955.00","-163,467.00","150,029.00","-2,993,194.00","892,473.00","3,997,955.00","-2,993,194.00","4,311,451.00","2,739,973.00","133,162.18","82,439.45","50,722.73","936,069.00","-1,035,713.00","229,505.00","1,421,449.00","222,620.00","151,335.00","-52,794.00","1,803,750.00","-1,051,810.00","-198,374.00","883,275.00"
12/31/2020,"1,695,390.00","291,704.00","1,403,686.00","518,922.00","884,764.00","-151,294.00","-47,245.00","686,225.00","84,403.00","601,822.00","601,822.00",7.19,7.12,"83,716.00","84,517.00","884,764.00","810,626.00","601,822.00","601,822.00","5,030.00","156,324.00","-151,294.00","842,549.00","953,344.00","267,655.00","110,795.00","601,822.00",--,--,"953,344.00",0.00,--,"4,198,647.00","4,641,881.00","-443,234.00","2,923,543.00","-443,234.00","152,342.00","-2,244,004.00","903,829.00","2,923,543.00","-2,244,004.00","3,519,119.00","2,066,256.00","132,829.18","82,573.41","50,255.77","811,109.00","-241,791.00","-779,038.00","1,300,521.00","113,646.00","163,391.00","-50,975.00","1,405,000.00","-1,142,382.00","-778,519.00","760,134.00"
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
