Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"36,449,000.00","13,167,000.00","23,282,000.00","10,580,000.00","12,702,000.00","-1,162,000.00",--,"11,540,000.00","2,761,000.00","479,000.00","8,779,000.00","8,779,000.00",5.65,5.65,"1,553,000.00","1,554,500.00","12,748,000.00","23,747,000.00","8,804,000.00","8,804,000.00",--,"1,627,000.00","-1,162,000.00","13,167,000.00","14,777,000.00","13,167,000.00","1,610,000.00","8,804,000.00",--,--,"14,777,000.00",0.00,--,,,,,,,,,,,,,,,"11,590,000.00","-3,054,000.00","-7,059,000.00","4,989,000.00",--,--,"-1,469,000.00","8,785,000.00","-3,754,000.00",--,"10,121,000.00"
12/31/2023,"35,174,000.00","12,893,000.00","22,281,000.00","10,105,000.00","12,176,000.00","-1,061,000.00","-665,000.00","10,450,000.00","2,339,000.00","157,000.00","7,791,000.00","7,791,000.00",5.02,5.02,"1,552,000.00","1,553,000.00","11,556,000.00","22,998,000.00","7,813,000.00","8,329,040.00","465,000.00","1,526,000.00","-1,061,000.00","11,976,000.00","13,374,000.00","12,893,000.00","1,398,000.00","7,813,000.00","-665,000.00","-665,000.00","14,039,000.00",0.00,"-148,960.00","65,304,000.00","74,750,000.00","-9,446,000.00","30,018,000.00","-11,225,000.00","-37,868,000.00","-6,628,000.00","36,684,000.00","-37,868,000.00","47,909,000.00","44,849,000.00","2,109,316.33","1,552,424.53","556,891.80","9,204,000.00","-3,598,000.00","-5,582,000.00","3,146,000.00","2,952,000.00","1,342,000.00","-1,321,000.00","11,855,000.00","-8,153,000.00",--,"7,883,000.00"
12/31/2022,"31,762,000.00","11,402,000.00","20,360,000.00","8,138,000.00","12,222,000.00","-588,000.00",--,"11,634,000.00","2,244,000.00","137,000.00","9,024,000.00","9,024,000.00",5.82,5.81,"1,550,000.00","1,552,000.00","12,246,000.00","19,540,000.00","9,048,000.00","9,048,000.00","180,000.00","768,000.00","-588,000.00","12,402,000.00","13,479,000.00","11,402,000.00","1,077,000.00","9,048,000.00",--,--,"13,479,000.00",0.00,--,"61,681,000.00","67,992,000.00","-6,311,000.00","25,918,000.00","-8,957,000.00","-35,344,000.00","-7,717,000.00","34,166,000.00","-35,344,000.00","43,123,000.00","39,916,000.00","2,109,316.33","1,550,217.71","559,098.62","10,803,000.00","-15,679,000.00","3,806,000.00","3,217,000.00","2,751,000.00","717,000.00","-1,077,000.00","21,695,000.00","-7,519,000.00","-209,000.00","9,726,000.00"
12/31/2021,"31,405,000.00","10,030,000.00","21,375,000.00","8,515,000.00","12,860,000.00","-628,000.00",--,"12,232,000.00","2,671,000.00","149,000.00","9,083,000.00","9,083,000.00",5.83,5.83,"1,558,000.00","1,559,000.00","12,975,000.00","18,545,000.00","9,109,000.00","9,109,000.00","109,000.00","737,000.00","-628,000.00","12,969,000.00","13,967,000.00","10,030,000.00","998,000.00","9,109,000.00",--,--,"13,967,000.00",0.00,--,"41,290,000.00","49,498,000.00","-8,208,000.00","14,677,000.00","-10,106,000.00","-19,604,000.00","-1,538,000.00","17,700,000.00","-19,604,000.00","27,806,000.00","23,310,000.00","2,109,316.33","1,550,169.99","559,146.34","11,967,000.00","-2,358,000.00","-11,977,000.00","4,500,000.00","2,936,000.00","716,000.00","-748,000.00",--,"-3,042,000.00","-775,000.00","11,219,000.00"
12/31/2020,"28,694,000.00","9,569,000.00","19,125,000.00","7,554,000.00","11,571,000.00","-618,000.00",--,"10,953,000.00","2,377,000.00","16,000.00","8,036,000.00","8,036,000.00",5.16,5.16,"1,557,000.00","1,558,000.00","11,668,000.00","17,123,000.00","8,056,000.00","8,056,000.00","110,000.00","728,000.00","-618,000.00","11,681,000.00","12,662,000.00","8,661,000.00","981,000.00","8,056,000.00",--,--,"12,662,000.00",0.00,--,"44,815,000.00","55,446,000.00","-10,631,000.00","15,601,000.00","-12,567,000.00","-20,550,000.00","1,877,000.00","18,969,000.00","-20,550,000.00","31,536,000.00","24,256,000.00","2,109,316.33","1,557,373.73","551,942.60","9,812,000.00","-1,154,000.00","-8,496,000.00","7,285,000.00","2,785,000.00","728,000.00","-602,000.00","3,758,000.00","-4,114,000.00",--,"9,210,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
