Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"55,000,000.00","20,485,000.00","34,515,000.00","20,794,000.00","13,721,000.00","-1,735,000.00","-4,920,000.00","7,066,000.00","1,716,000.00","5,298,000.00","5,298,000.00",3.00,2.99,"1,768,500.00","1,772,500.00","12,272,000.00","41,279,000.00","5,339,000.00","6,495,920.46","770,000.00","2,505,000.00","-1,735,000.00","9,571,000.00","18,087,000.00","20,485,000.00","8,516,000.00","5,339,000.00","-1,528,000.00","-1,528,000.00","19,615,000.00",0.00,"-371,079.54",,,,,,,,,,,,,,,"18,638,000.00","-11,859,000.00","-2,388,000.00","13,150,000.00",--,"2,750,000.00","-858,000.00","19,971,000.00","-10,252,000.00","-1,340,000.00","17,780,000.00"
12/31/2023,"54,318,000.00","20,415,000.00","33,903,000.00","20,368,000.00","13,535,000.00","-1,684,000.00","-5,601,000.00","6,250,000.00","1,377,000.00","4,820,000.00","4,820,000.00",2.75,2.72,"1,765,940.73","1,773,000.00","12,757,000.00","40,783,000.00","4,863,000.00","5,583,720.00","540,000.00","2,224,000.00","-1,684,000.00","8,474,000.00","17,172,000.00","20,415,000.00","8,698,000.00","4,863,000.00","-924,000.00","-924,000.00","18,096,000.00",0.00,"-203,280.00","134,711,000.00","124,314,000.00","10,397,000.00","62,554,000.00","10,360,000.00","-77,543,000.00","-4,839,000.00","69,745,000.00","-77,543,000.00","59,385,000.00","46,571,000.00","1,823,046.09","1,765,940.73","57,105.35","22,839,000.00","-2,009,000.00","-17,222,000.00","12,814,000.00","4,702,000.00","2,469,000.00","-777,000.00",--,"-4,149,000.00","-1,972,000.00","22,062,000.00"
12/31/2022,"58,054,000.00","17,414,000.00","40,640,000.00","21,826,000.00","18,814,000.00","-2,044,000.00","-3,293,000.00","13,477,000.00","1,632,000.00","11,782,000.00","11,782,000.00",6.69,6.63,"1,769,181.29","1,778,000.00","18,117,000.00","39,240,000.00","11,836,000.00","12,578,755.00","186,000.00","2,230,000.00","-2,044,000.00","15,707,000.00","24,174,000.00","17,414,000.00","8,467,000.00","11,836,000.00","-845,000.00","-845,000.00","25,019,000.00",0.00,"-102,245.00","138,805,000.00","121,518,000.00","17,287,000.00","76,389,000.00","17,254,000.00","-82,341,000.00","-1,075,000.00","80,525,000.00","-82,341,000.00","63,271,000.00","54,070,000.00","1,813,770.29","1,769,181.29","44,589.00","24,943,000.00","-623,000.00","-24,803,000.00","9,201,000.00","2,988,000.00","2,546,000.00","-695,000.00","2,000,000.00","-14,433,000.00","-1,487,000.00","24,248,000.00"
12/31/2021,"56,197,000.00","17,446,000.00","38,751,000.00","19,703,000.00","19,048,000.00","-2,384,000.00","-3,675,000.00","12,989,000.00","1,440,000.00","11,468,000.00","11,468,000.00",6.53,6.45,"1,768,337.70","1,777,000.00","17,924,000.00","37,149,000.00","11,542,000.00","12,586,575.00","39,000.00","2,423,000.00","-2,384,000.00","15,412,000.00","23,933,000.00","17,446,000.00","8,521,000.00","11,542,000.00","-1,175,000.00","-1,175,000.00","25,108,000.00",0.00,"-130,425.00","146,529,000.00","131,093,000.00","15,436,000.00","79,597,000.00","15,408,000.00","-92,922,000.00","-7,266,000.00","92,092,000.00","-92,922,000.00","76,684,000.00","66,938,000.00","1,803,195.29","1,768,337.70","34,857.60","22,777,000.00","-2,344,000.00","-19,039,000.00","9,746,000.00","3,648,000.00","2,712,000.00","-787,000.00","1,000,000.00","-9,414,000.00","-934,000.00","21,990,000.00"
12/31/2020,"45,804,000.00","15,387,000.00","30,417,000.00","17,678,000.00","12,739,000.00","-2,280,000.00","-7,061,000.00","3,398,000.00","-1,224,000.00","4,556,000.00","4,556,000.00",2.62,2.62,"1,765,132.82","1,765,132.82","11,363,000.00","33,065,000.00","4,616,000.00","5,672,310.00","174,000.00","2,454,000.00","-2,280,000.00","5,852,000.00","12,323,000.00","15,387,000.00","6,471,000.00","4,616,000.00","-1,447,000.00","-1,447,000.00","13,770,000.00",0.00,"-390,690.00","150,565,000.00","137,468,000.00","13,097,000.00","90,630,000.00","13,076,000.00","-102,924,000.00","-4,488,000.00","99,132,000.00","-102,924,000.00","86,056,000.00","77,607,000.00","1,792,140.76","1,765,132.82","27,007.95","17,588,000.00","-37,557,000.00","-11,501,000.00","8,449,000.00","1,674,000.00","2,619,000.00","-798,000.00","3,000,000.00","-5,683,000.00","-978,000.00","16,790,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
