Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Interest Expense,Net Interest Income,Net Income from Continuing & Discontinued Operation,Normalized Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,18147117.0,14708579.0,3438538.0,654181.0,2784357.0,-57907.0,-98719.0,2627731.0,601719.0,2013504.0,2013504.0,12.6,12.54,160531.0,161328.5,2562184.0,15362760.0,57907.0,-57907.0,2013504.0,2013504.0,2685638.0,3137083.0,14288689.0,451445.0,2013504.0,-19409.0,-19409.0,3137083.0,0.0,-3707.12,12716300.0,5815367.75,6900932.25,9823905.5,6911707.0,6152760.25,4433641.5,9999252.75,6152760.25,3087545.75,1677098.25,267429.6675,184716.61000000002,82713.055,2716117.0,-1689855.0,-1671598.0,835526.0,631622.0,102152.0,-1866782.0,1604503.0,-1645123.0,-1325123.0,849335.0
12/31/2023,18795316.0,14749433.0,4045883.0,622669.0,3423214.0,-76484.0,-127787.0,3218943.0,751611.0,2450882.0,2450882.0,14.72,14.64,166552.0,167431.0,3151181.0,15372102.0,76484.0,-76484.0,2450882.0,2450882.0,3295427.0,3733231.0,14345677.0,437804.0,2450882.0,-19409.0,-19409.0,3733231.0,0.0,-3707.12,14908420.0,6068893.0,8839527.0,11477735.0,8866666.0,8131436.0,4455530.0,11937722.0,8131436.0,3071056.0,1670169.0,268112.99,160018.1,108094.89,3519928.0,-1970249.0,-1777134.0,1406464.0,642667.0,103165.0,-1657905.0,1365664.0,-1367553.0,-1452203.0,1862023.0
12/31/2022,22260774.0,16142943.0,6117831.0,573458.0,5544373.0,-91538.0,-431766.0,5021069.0,1141577.0,3862674.0,3862674.0,21.06,20.92,183393.0,184622.0,5091822.0,16716401.0,91538.0,-91538.0,3862674.0,3862674.0,5112607.0,5496809.0,15786578.0,384202.0,3862674.0,-19409.0,-19409.0,5496809.0,0.0,-3707.12,14159984.0,6064179.0,8095805.0,11143598.0,8130357.0,7360783.0,5605722.0,11200932.0,7360783.0,3070575.0,1442158.0,267762.49,172936.16,94826.33,4460403.0,-1879269.0,-2196584.0,1633919.0,1063844.0,100994.0,-908902.0,1465257.0,-1507475.0,-1800905.0,3551501.0
12/31/2021,18408850.0,13046426.0,5362424.0,673208.0,4689216.0,-57209.0,-422937.0,4209070.0,962256.0,3214066.0,3214066.0,15.67,15.56,205115.0,206615.0,4301105.0,13719634.0,57209.0,-57209.0,3214066.0,3214066.0,4266279.0,4613932.0,12728005.0,347653.0,3214066.0,-19409.0,-19409.0,4613932.0,0.0,-3707.12,12531234.0,6211063.0,6320171.0,9313343.0,6304641.0,5555461.0,4673654.0,9410517.0,5555461.0,3105876.0,1862008.0,267224.62,194997.92,72226.7,2204136.0,-999420.0,-1329469.0,1249369.0,737157.0,103374.0,-1006239.0,1516556.0,-1522002.0,-1060632.0,1197897.0
12/31/2020,9601482.0,8166754.0,1434728.0,506449.0,928279.0,-94877.0,-127924.0,705478.0,134650.0,550822.0,550822.0,2.61,2.59,211140.0,212345.0,847142.0,8673203.0,94877.0,-94877.0,550822.0,566523.88,800355.0,1126144.0,7869964.0,325789.0,550822.0,-19409.0,-19409.0,1145553.0,0.0,-3707.12,9265562.0,4917336.0,4348226.0,7360946.0,4345164.0,3563361.0,2999660.0,7447840.0,3563361.0,3102676.0,1734058.0,266618.57,210914.26,55704.3,987032.0,-993259.0,-7048.0,1374122.0,50417.0,111591.0,-1198055.0,2523356.0,-2177527.0,-106529.0,-211023.0
12/31/2019,17442707.8,13362827.0,4079880.8,605993.0,3473887.8,-75603.0,-241826.6,3156458.2,718362.6,2418389.6,2418389.6,13.331999999999999,13.25,185346.2,186468.3,3190686.8,13968820.0,75603.0,-75603.0,2418389.6,2421529.9760000003,3232061.2,3621439.8,13003782.6,389378.6,2418389.6,-19409.0,-19409.0,3625321.6,0.0,-3707.12,12716300.0,5815367.75,6900932.25,9823905.5,6911707.0,6152760.25,4433641.5,9999252.75,6152760.25,3087545.75,1677098.25,267429.6675,184716.61000000002,82713.055,2777523.2,-1506410.4,-1396366.6,1299880.0,625141.4,104255.2,-1327576.6,1695067.2,-1643936.0,-1149078.4,1449946.6
