Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Interest Income,Interest Expense,Net Interest Income,Net Income from Continuing & Discontinued Operation,Normalized Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,10450000.0,4073000.0,6377000.0,2717000.0,3660000.0,-1245000.0,1403000.0,3818000.0,868000.0,2822000.0,2822000.0,2.32,2.31,1217882.5,1222115.0,3789000.0,6790000.0,33666.666666666664,1324000.0,-1245000.0,2825000.0,2284096.39,5142000.0,7280000.0,4073000.0,2138000.0,2835000.0,713000.0,713000.0,6567000.0,0.0,162096.39,48209250.0,33804250.0,14405000.0,33870750.0,35000.0,11734750.0,25000.0,4319250.0,-930750.0,35575000.0,4284250.0,23865250.0,22809250.0,1251624.6675,1215624.6675,36000.0,5560000.0,-4659000.0,-1397000.0,55000.0,-2541000.0,7000.0,3352000.0,-2894000.0,-69500.0,3019000.0
12/31/2023,10907000.0,4106000.0,6801000.0,2619000.0,4182000.0,-1157000.0,1380000.0,4405000.0,1005000.0,3176000.0,3176000.0,2.61,2.6,1217784.0,1222715.0,4311000.0,6725000.0,79000.0,1236000.0,-1157000.0,3179000.0,2741879.68,5641000.0,7712000.0,4106000.0,2071000.0,3276000.0,692000.0,692000.0,7020000.0,0.0,157879.68,52627000.0,37736000.0,14891000.0,35778000.0,35000.0,12367000.0,24000.0,4809000.0,-1317000.0,38805000.0,4774000.0,26462000.0,24288000.0,1255498.67,1216498.67,39000.0,5938000.0,-3891000.0,-49000.0,2150000.0,-2567000.0,6000.0,2755000.0,-634000.0,-130000.0,3371000.0
12/31/2022,10965000.0,5466000.0,5499000.0,2481000.0,3018000.0,-1132000.0,656000.0,2542000.0,425000.0,2046000.0,2046000.0,1.68,1.67,1218362.0,1222672.0,3018000.0,7947000.0,15000.0,1147000.0,-1132000.0,2049000.0,2048167.19,3689000.0,5698000.0,5466000.0,2009000.0,2049000.0,1000.0,1000.0,5697000.0,0.0,167.19,48433000.0,34388000.0,14045000.0,33412000.0,35000.0,11450000.0,25000.0,4122000.0,-1093000.0,34354000.0,4087000.0,22929000.0,22752000.0,1253000.0,1218000.0,35000.0,4889000.0,-3375000.0,-3042000.0,152000.0,-2283000.0,54000.0,1755000.0,-2876000.0,-9000.0,2606000.0
12/31/2021,10627000.0,5874000.0,4753000.0,2122000.0,2631000.0,-1172000.0,614000.0,2073000.0,511000.0,1514000.0,1514000.0,1.25,1.24,1215221.0,1218215.0,2631000.0,7996000.0,7000.0,1179000.0,-1172000.0,1517000.0,1517000.0,3252000.0,5094000.0,5874000.0,1842000.0,1517000.0,-250.0,-250.0,5094000.0,0.0,-20282.777499999997,47612000.0,33511000.0,14101000.0,33073000.0,35000.0,11388000.0,23000.0,4021000.0,-423000.0,35063000.0,3986000.0,23698000.0,21995000.0,1250000.0,1215000.0,35000.0,3945000.0,-1465000.0,-942000.0,1680000.0,-1247000.0,9000.0,2155000.0,-894000.0,-69500.0,2698000.0
12/31/2020,7719000.0,3334000.0,4385000.0,1814000.0,2571000.0,-1172000.0,-1122000.0,277000.0,79000.0,208000.0,208000.0,0.17,0.17,1213631.0,1215165.0,2202000.0,5148000.0,33666.666666666664,1172000.0,-1172000.0,211000.0,1216725.63,1449000.0,3170000.0,3334000.0,1721000.0,211000.0,-1407000.0,-1407000.0,4577000.0,0.0,-401274.37,44165000.0,29582000.0,14583000.0,33220000.0,35000.0,11734000.0,28000.0,4325000.0,-890000.0,34078000.0,4290000.0,22372000.0,22202000.0,1248000.0,1213000.0,35000.0,3496000.0,-1558000.0,-2085000.0,142000.0,-1275000.0,9000.0,3899000.0,-3841000.0,-69500.0,2221000.0
12/31/2019,10133600.0,4570600.0,5563000.0,2350600.0,3212400.0,-1175600.0,586200.0,2623000.0,577600.0,1953200.0,1953200.0,1.6059999999999999,1.598,1216576.1,1220176.4,3190200.0,6921200.0,33666.666666666664,1211600.0,-1175600.0,1956200.0,1961573.7780000002,3834600.0,5790800.0,4570600.0,1956200.0,1977600.0,-250.0,-250.0,5791000.0,0.0,-20282.777499999997,48209250.0,33804250.0,14405000.0,33870750.0,35000.0,11734750.0,25000.0,4319250.0,-930750.0,35575000.0,4284250.0,23865250.0,22809250.0,1251624.6675,1215624.6675,36000.0,4765600.0,-2989600.0,-1503000.0,835800.0,-1982600.0,17000.0,2783200.0,-2227800.0,-69500.0,2783000.0
