Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,7531000.0,5928000.0,1603000.0,578000.0,1025000.0,-203000.0,-172750.0,849000.0,104000.0,745000.0,745000.0,1.02,1.02,730121.5,730716.5,1097000.0,6506000.0,745000.0,681819.79,75000.0,278000.0,-203000.0,1127000.0,1626000.0,5928000.0,499000.0,745000.0,72000.0,72000.0,1554000.0,0.0,8819.79,17071500.0,6950750.0,10120750.0,15011750.0,10120750.0,22750.0,10120750.0,1342750.0,15294750.0,10120750.0,5196750.0,3894250.0,739308.1475,739308.1475,1367000.0,90000.0,-1555000.0,997000.0,83000.0,282000.0,-749000.0,249000.0,-1207000.0,-145000.0,618000.0
12/31/2023,7674000.0,5992000.0,1682000.0,555000.0,1127000.0,-204000.0,14000.0,937000.0,98000.0,839000.0,839000.0,1.15,1.15,731654.0,732222.0,1186000.0,6547000.0,839000.0,786195.0,76000.0,280000.0,-204000.0,1217000.0,1717000.0,5992000.0,500000.0,839000.0,59000.0,59000.0,1658000.0,0.0,6195.0,16983000.0,6747000.0,10236000.0,15305000.0,10236000.0,19000.0,10236000.0,1525000.0,15305000.0,10236000.0,5088000.0,3905000.0,729753.0,729753.0,1433000.0,-508000.0,-1342000.0,1164000.0,63000.0,283000.0,-680000.0,992000.0,-978000.0,-131000.0,753000.0
12/31/2022,10184000.0,6564000.0,3620000.0,521000.0,3099000.0,-245000.0,-549000.0,2305000.0,425000.0,1880000.0,1880000.0,2.53,2.53,741904.0,742953.0,3080000.0,7085000.0,1880000.0,2120720.0,25000.0,270000.0,-245000.0,2575000.0,3055000.0,6564000.0,480000.0,1880000.0,-295000.0,-295000.0,3350000.0,0.0,-54280.0,17340000.0,6591000.0,10749000.0,14820000.0,10749000.0,22000.0,10749000.0,1006000.0,15802000.0,10749000.0,5075000.0,3472000.0,732794.0,732794.0,2832000.0,-759000.0,-2491000.0,1581000.0,566000.0,283000.0,-763000.0,881000.0,-1203000.0,-543000.0,2069000.0
12/31/2021,10201000.0,6103000.0,4098000.0,521000.0,3577000.0,-308000.0,47000.0,3316000.0,709000.0,2607000.0,2607000.0,3.48,3.47,749496.0,750983.0,3643000.0,6624000.0,2607000.0,2584206.0,5000.0,313000.0,-308000.0,3629000.0,4106000.0,6103000.0,477000.0,2607000.0,29000.0,29000.0,4077000.0,0.0,6206.0,17652000.0,6885000.0,10767000.0,15866000.0,10767000.0,24000.0,10767000.0,2181000.0,15866000.0,10767000.0,5123000.0,3220000.0,747301.0,747301.0,3159000.0,-325000.0,-1330000.0,1999000.0,609000.0,315000.0,-590000.0,851000.0,-375000.0,-100000.0,2569000.0
12/31/2020,7532000.0,5447000.0,2085000.0,462000.0,1623000.0,-438000.0,-203000.0,982000.0,185000.0,797000.0,797000.0,1.07,1.07,746931.0,747899.0,1710000.0,5909000.0,797000.0,726356.0,5000.0,443000.0,-438000.0,1425000.0,1897000.0,5447000.0,472000.0,797000.0,87000.0,87000.0,1810000.0,0.0,16356.0,16311000.0,7580000.0,8731000.0,14056000.0,8731000.0,26000.0,8731000.0,659000.0,14206000.0,8731000.0,5501000.0,4980000.0,747384.59,747384.59,1529000.0,185000.0,-1358000.0,495000.0,176000.0,365000.0,-706000.0,1282000.0,-2272000.0,-229750.0,823000.0
12/31/2019,8624400.0,6006800.0,2617600.0,527400.0,2090200.0,-279600.0,-172750.0,1677800.0,304200.0,1373600.0,1373600.0,1.85,1.848,740021.3,740954.7,2143200.0,6534200.0,1373600.0,1379859.358,37200.0,316800.0,-279600.0,1994600.0,2480200.0,6006800.0,485600.0,1373600.0,-9600.0,-9600.0,2489800.0,0.0,-3340.642,17071500.0,6950750.0,10120750.0,15011750.0,10120750.0,22750.0,10120750.0,1342750.0,15294750.0,10120750.0,5196750.0,3894250.0,739308.1475,739308.1475,2064000.0,-263400.0,-1615200.0,1247200.0,299400.0,305600.0,-697600.0,851000.0,-1207000.0,-229750.0,1366400.0
