Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,17059591.0,9156861.0,7902730.0,6143535.0,1759195.0,-440824.0,-159308.0,1159063.0,-14962.0,880074.0,-194.0,880074.0,2.65,2.62,341526.75,345042.5,1673314.0,15300396.0,879125.0,923094.03,440824.0,-440824.0,1599887.0,2395549.0,9156861.0,795662.0,879125.0,-55657.0,-55657.0,2451206.0,0.0,-11687.97,41363701.0,33337016.75,8026684.25,14785544.5,5304517.5,17727826.5,-1271294.5,3122829.75,15357162.75,-1271294.5,27780471.75,5391539.75,413439.8225,413439.8225,2433527.0,-1040567.0,-2798547.0,2524552.0,293460.0,413426.0,-948838.0,658777.5,1250000.0,-1535600.0,-2104035.0,1484689.0
12/31/2023,16164249.0,8553562.0,7610687.0,6027184.0,1583503.0,-460293.0,349553.0,1472763.0,157839.0,1144308.0,-194.0,1144308.0,3.22,3.19,354926.0,358627.0,1891497.0,14580746.0,1142180.0,811682.49,460293.0,-460293.0,1933056.0,2747184.0,8553562.0,814128.0,1142180.0,370098.0,370098.0,2377086.0,0.0,39600.49,42368548.0,38001047.0,4367501.0,10154980.0,3811170.0,25211618.0,-3079106.0,1784525.0,10154980.0,-3079106.0,31555428.0,3415977.0,326550.14,326550.14,2690777.0,-714175.0,-5004631.0,3014896.0,344397.0,452160.0,-931813.0,658777.5,2284800.0,-1285600.0,-2291917.0,1758964.0
12/31/2022,13127485.0,6652983.0,6474502.0,8187785.0,-1713283.0,-594954.0,3212036.0,903799.0,697068.0,1441205.0,-194.0,1441205.0,3.52,3.49,409201.0,412993.0,1439372.0,14840768.0,1473093.0,-1144072.72,594954.0,-594954.0,1498753.0,4980803.0,6652983.0,3482050.0,1473093.0,3312868.0,3312868.0,1667935.0,0.0,695702.28,45692206.0,40323733.0,5368473.0,12264346.0,4831529.0,25275700.0,-1749035.0,3638800.0,13550819.0,-1749035.0,33994990.0,2807397.0,379087.52,379087.52,1756462.0,2118181.0,-3024302.0,6036388.0,22955.0,573629.0,-765067.0,658777.5,2284800.0,-1070340.0,-2775217.0,991395.0
12/31/2021,9680140.0,5030609.0,4649531.0,4080626.0,568905.0,-799593.0,1692492.0,1461804.0,253415.0,1176072.0,-194.0,1176072.0,2.44,2.41,481930.0,487356.0,2278699.0,9111235.0,1254370.0,-89481.02,799593.0,-799593.0,2261397.0,3412007.0,5030609.0,1150610.0,1254370.0,1624971.0,1624971.0,1787036.0,0.0,281119.98,40899116.0,29774803.0,11124313.0,17841442.0,6070645.0,11921835.0,-1026737.0,2973918.0,18841442.0,-1026737.0,24692632.0,8067738.0,453803.76,453803.76,1373423.0,1543645.0,-2814095.0,5203059.0,43018.0,705680.0,-490697.0,792851.0,749775.0,-1184588.75,-1753509.0,882726.0
12/31/2020,5162082.0,3452711.0,1709371.0,3793037.0,-2083666.0,-676380.0,1248567.0,-1511479.0,-191572.0,-997204.0,-194.0,-997204.0,-2.02,-2.02,494152.0,494152.0,-642434.0,7245748.0,-1032724.0,-2253507.99,676380.0,-676380.0,-835099.0,375457.0,3452711.0,1210556.0,-1032724.0,1398378.0,1398378.0,-1022921.0,0.0,177594.01,36494934.0,25248484.0,11246450.0,18881410.0,6504726.0,8502153.0,769700.0,4094076.0,18881410.0,769700.0,20878837.0,7275047.0,494317.87,494317.87,-1493043.0,2159304.0,2103427.0,5101637.0,8543.0,639718.0,-270579.0,524704.0,4854625.0,-846815.0,-353720.0,-1763622.0
12/31/2019,12238709.4,6569345.2,5669364.2,5646433.4,22930.8,-594408.8,1268668.0,697190.0,180357.6,728891.0,-194.0,728891.0,1.9620000000000002,1.9380000000000002,416347.15,419634.1,1328089.6,12215778.6,743208.8,-350457.042,594408.8,-594408.8,1291598.8,2782200.0,6569345.2,1490601.2,743208.8,1330131.6,1330131.6,1452068.4,0.0,236465.758,41363701.0,33337016.75,8026684.25,14785544.5,5304517.5,17727826.5,-1271294.5,3122829.75,15357162.75,-1271294.5,27780471.75,5391539.75,413439.8225,413439.8225,1352229.2,813277.6,-2307629.6,4376106.4,142474.6,556922.6,-681398.8,658777.5,2284800.0,-1184588.75,-1855679.6,670830.4
