Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"665,035,000.00","501,249,000.00","163,786,000.00","135,549,000.00","28,237,000.00","-2,251,000.00","-4,305,000.00","21,681,000.00","5,342,000.00","15,552,000.00","15,552,000.00",1.93,1.92,"8,060,000.00","8,094,500.00","28,237,000.00","636,798,000.00","15,552,000.00","15,552,000.00","519,000.00","2,770,000.00","-2,251,000.00","24,451,000.00","36,893,000.00","501,249,000.00","12,442,000.00","15,552,000.00",--,--,"36,893,000.00",0.00,--,,,,,,,,,,,,,,,"33,882,000.00","-21,506,000.00","-17,050,000.00","9,297,000.00",--,--,"-21,897,000.00",--,"-2,971,000.00","-3,680,000.00","11,985,000.00"
1/31/2024,"648,125,000.00","490,142,000.00","157,983,000.00","130,971,000.00","27,012,000.00","-2,137,000.00","-3,027,000.00","21,848,000.00","5,578,000.00","15,511,000.00","15,511,000.00",1.92,1.91,"8,076,000.00","8,109,000.00","27,012,000.00","621,113,000.00","15,511,000.00","15,511,000.00","546,000.00","2,683,000.00","-2,137,000.00","24,531,000.00","36,384,000.00","490,142,000.00","11,853,000.00","15,511,000.00",--,--,"36,384,000.00",0.00,--,"252,399,000.00","161,828,000.00","90,571,000.00","119,993,000.00","83,861,000.00","20,864,000.00","55,748,000.00","-15,538,000.00","124,318,000.00","55,748,000.00","61,321,000.00","30,590,000.00","8,054,000.00","8,054,000.00","35,726,000.00","-21,287,000.00","-13,414,000.00","9,935,000.00","5,879,000.00","2,519,000.00","-20,606,000.00","4,967,000.00","-4,217,000.00","-2,779,000.00","15,120,000.00"
1/31/2023,"611,289,000.00","463,721,000.00","147,568,000.00","127,140,000.00","20,428,000.00","-1,874,000.00","-1,538,000.00","17,016,000.00","5,724,000.00","11,680,000.00","11,680,000.00",1.43,1.42,"8,172,000.00","8,202,000.00","20,428,000.00","590,861,000.00","11,680,000.00","11,680,000.00","254,000.00","2,128,000.00","-1,874,000.00","19,144,000.00","30,089,000.00","463,721,000.00","10,945,000.00","11,680,000.00",--,--,"30,089,000.00",0.00,--,"243,197,000.00","159,206,000.00","83,991,000.00","111,342,000.00","76,693,000.00","19,711,000.00","48,519,000.00","-16,543,000.00","115,905,000.00","48,519,000.00","58,923,000.00","30,587,000.00","8,100,000.00","8,100,000.00","28,841,000.00","-17,722,000.00","-17,039,000.00","8,841,000.00","3,310,000.00","2,051,000.00","-16,857,000.00","5,041,000.00","-2,689,000.00","-9,920,000.00","11,984,000.00"
1/31/2022,"572,754,000.00","429,000,000.00","143,754,000.00","117,812,000.00","25,942,000.00","-1,836,000.00","-5,410,000.00","18,696,000.00","4,756,000.00","13,673,000.00","13,673,000.00",1.63,1.62,"8,376,000.00","8,415,000.00","25,942,000.00","546,812,000.00","13,673,000.00","15,470,860.00","158,000.00","1,994,000.00","-1,836,000.00","20,690,000.00","31,348,000.00","429,000,000.00","10,658,000.00","13,673,000.00","-2,410,000.00","-2,410,000.00","33,758,000.00",0.00,"-612,140.00","244,860,000.00","152,969,000.00","91,891,000.00","118,117,000.00","83,253,000.00","19,246,000.00","54,239,000.00","-6,309,000.00","121,330,000.00","54,239,000.00","57,323,000.00","23,317,000.00","8,283,000.00","8,283,000.00","24,181,000.00","-6,015,000.00","-22,828,000.00","14,834,000.00","5,918,000.00","2,237,000.00","-13,106,000.00","6,945,000.00","-13,010,000.00","-9,787,000.00","11,075,000.00"
1/31/2021,"559,151,000.00","420,315,000.00","138,836,000.00","116,288,000.00","22,548,000.00","-2,194,000.00","210,000.00","20,564,000.00","6,858,000.00","13,510,000.00","13,510,000.00",1.59,1.58,"8,493,000.00","8,541,000.00","22,548,000.00","536,603,000.00","13,510,000.00","13,510,000.00","121,000.00","2,315,000.00","-2,194,000.00","22,879,000.00","34,031,000.00","420,315,000.00","11,152,000.00","13,510,000.00",--,--,"34,031,000.00",0.00,--,"252,496,000.00","164,965,000.00","87,531,000.00","122,119,000.00","80,925,000.00","18,713,000.00","51,942,000.00","-2,578,000.00","125,458,000.00","51,942,000.00","63,246,000.00","26,792,000.00","8,463,000.00","8,463,000.00","36,074,000.00","-10,071,000.00","-16,117,000.00","17,788,000.00","5,271,000.00","2,216,000.00","-10,264,000.00",--,"-5,382,000.00","-2,625,000.00","25,810,000.00"
1/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
