Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Rent Expense Supplemental,Total Expenses,Interest Expense,Net Interest Income,Net Income from Continuing & Discontinued Operation,Normalized Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,60117000.0,49222000.0,10895000.0,4952000.0,5943000.0,-798000.0,546000.0,5691000.0,1204000.0,4487000.0,4487000.0,7.02,6.97,639500.0,645500.0,6187000.0,3419000.0,54174000.0,798000.0,-798000.0,4487000.0,4061243.54,6489000.0,6489000.0,49222000.0,2189500.0,4487000.0,540000.0,540000.0,5949000.0,0.0,114243.54,72596750.0,66819750.0,5777000.0,28353250.0,5777000.0,7239250.0,-9972750.0,-8156750.0,30567250.0,-9972750.0,32029500.0,19228500.0,650886.1425000001,640715.685,10170.4575,6478000.0,-2112000.0,-2683000.0,4507000.0,1177500.0,-5373000.0,2306000.0,-3234000.0,-1185500.0,1105000.0
12/31/2023,58048000.0,47954000.0,10094000.0,4817000.0,5277000.0,-834000.0,1165000.0,5608000.0,999000.0,4609000.0,4609000.0,7.21,7.17,639000.0,643000.0,5521000.0,3095000.0,52771000.0,834000.0,-834000.0,4609000.0,3622600.0,6442000.0,8783000.0,47954000.0,2341000.0,4609000.0,1200000.0,1200000.0,7583000.0,0.0,213600.0,73644000.0,62539000.0,11105000.0,28176000.0,11105000.0,7227000.0,-4631000.0,-16149000.0,31159000.0,-4631000.0,27281000.0,17313000.0,654671.19,643446.95,11224.25,6464000.0,-3148000.0,-3394000.0,3395000.0,1164000.0,-5323000.0,2306000.0,-4071000.0,-1185500.0,1141000.0
12/31/2022,50582000.0,43330000.0,7252000.0,3299000.0,3953000.0,-1029000.0,-1010000.0,1914000.0,596000.0,1318000.0,1318000.0,2.07,2.06,638000.0,641000.0,3661000.0,2689000.0,46629000.0,1029000.0,-1029000.0,1318000.0,1925504.0,2943000.0,5050000.0,43330000.0,2107000.0,1318000.0,-883000.0,-883000.0,5933000.0,0.0,-275496.0,72288000.0,65706000.0,6582000.0,27253000.0,6582000.0,7580000.0,-9163000.0,-12929000.0,29612000.0,-9163000.0,30610000.0,19764000.0,651800.79,641265.75,10535.03,6363000.0,-6924000.0,-4535000.0,3473000.0,1261000.0,-6366000.0,2306000.0,-4475000.0,-1185500.0,-3000.0
12/31/2021,29899000.0,30186000.0,-287000.0,-2624000.0,2337000.0,-1279000.0,-660000.0,398000.0,118000.0,280000.0,280000.0,0.44,0.44,636000.0,641000.0,1886000.0,2449000.0,27562000.0,1279000.0,-1279000.0,280000.0,464626.0,1677000.0,3675000.0,30186000.0,1998000.0,280000.0,-263000.0,-263000.0,3938000.0,0.0,-78374.0,72459000.0,68572000.0,3887000.0,29025000.0,3887000.0,7759000.0,-11867000.0,-5026000.0,30807000.0,-11867000.0,34679000.0,18987000.0,649720.39,639967.52,9752.87,3264000.0,-898000.0,-3852000.0,8569000.0,1524000.0,-3247000.0,2306000.0,-5834000.0,-1185500.0,17000.0
12/31/2020,17095000.0,23416000.0,-6321000.0,-2071000.0,-4250000.0,-929000.0,-10408000.0,-15587000.0,-3202000.0,-12385000.0,-12385000.0,-19.49,-19.49,636000.0,636000.0,-12469000.0,2232000.0,21345000.0,929000.0,-929000.0,-12385000.0,-3827620.0,-14658000.0,-12346000.0,23416000.0,2312000.0,-12385000.0,-10764000.0,-10764000.0,-1582000.0,0.0,-2206620.0,71996000.0,70462000.0,1534000.0,28959000.0,1534000.0,6391000.0,-14230000.0,1477000.0,30691000.0,-14230000.0,35548000.0,20850000.0,647352.2,638182.52,9169.68,-3793000.0,-9238000.0,19356000.0,10055000.0,761000.0,-1899000.0,2306000.0,-8559000.0,-344000.0,-5692000.0
12/31/2019,43148200.0,38821600.0,4326600.0,1674600.0,2652000.0,-973800.0,-2073400.0,-395200.0,-57000.0,-338200.0,-338200.0,-0.5499999999999993,-0.5699999999999996,637700.0,641300.0,957200.0,2776800.0,40496200.0,973800.0,-973800.0,-338200.0,1249270.7079999999,578600.0,2330200.0,38821600.0,2189500.0,-338200.0,-2034000.0,-2034000.0,4364200.0,0.0,-446529.292,72596750.0,66819750.0,5777000.0,28353250.0,5777000.0,7239250.0,-9972750.0,-8156750.0,30567250.0,-9972750.0,32029500.0,19228500.0,650886.1425000001,640715.685,10170.4575,3755200.0,-4464000.0,978400.0,5999800.0,1177500.0,-4441600.0,2306000.0,-5234600.0,-2027000.0,-686400.0
