Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,19929606.0,12801816.0,7127790.0,3242177.0,3885613.0,-491495.0,200597.0,3594603.0,749667.0,2844215.0,2844215.0,22.13,21.84,128507.35,130239.74,16043993.0,2844215.0,2804983.77,15000.0,506495.0,-491495.0,4101098.0,5028229.0,12801816.0,927131.0,2844215.0,49597.0,49597.0,4978632.0,0.0,10365.77,26386864.25,16463673.75,9923190.5,17984093.5,9911294.5,-5053256.75,1822936.75,20207437.0,-5053256.75,10296142.5,9754611.25,181046.13,128658.47249999999,52387.6575,3384329.0,-298588.0,-3114899.0,422027.0,851899.0,491423.0,-400112.0,383286.0,-2384805.0,-332055.0,2984217.0
6/30/2024,19929606.0,12801816.0,7127790.0,3242177.0,3885613.0,-491495.0,200597.0,3594603.0,749667.0,2844215.0,2844215.0,14.306000000000001,14.122,128566.59199999999,130211.456,16043993.0,2844215.0,2804983.77,15000.0,506495.0,-491495.0,4101098.0,5028229.0,12801816.0,927131.0,2844215.0,49597.0,49597.0,4978632.0,0.0,10365.77,29297842.0,17216949.0,12080893.0,19229006.0,12071972.0,-6251642.0,-514685.0,22632071.0,-6251642.0,10560099.0,10138072.0,181046.13,128603.97,52442.16,3384329.0,-298588.0,-3114899.0,422027.0,851899.0,491423.0,-400112.0,383286.0,-2384805.0,-332055.0,2984217.0
6/30/2023,19065194.0,12635892.0,6429302.0,3287103.0,3142199.0,-527894.0,65526.0,2679664.0,596128.0,2082936.0,2082936.0,16.23,16.04,128367.84,129822.09,15922995.0,2082936.0,2140098.77,46000.0,573894.0,-527894.0,3253558.0,4071687.0,12635892.0,818129.0,2082936.0,-73474.0,-73474.0,4145161.0,0.0,-16311.23,29964472.0,19626193.0,10338279.0,19123172.0,10326888.0,-8752320.0,-901141.0,22886347.0,-8752320.0,12559459.0,12084277.0,181046.13,128433.08,52613.05,2979930.0,-8176812.0,-971036.0,475182.0,411440.0,464701.0,-380747.0,2381036.0,-2340566.0,-297323.0,2599183.0
6/30/2022,15861608.0,10550309.0,5311299.0,2504061.0,2807238.0,-255252.0,-937760.0,1614226.0,298040.0,1315605.0,1315605.0,10.24,10.09,128539.39,130355.94,13054370.0,1315605.0,1309801.39,10000.0,255252.0,-255252.0,1869478.0,2441242.0,10550309.0,571764.0,1315605.0,7121.0,7121.0,2434121.0,0.0,1317.39,25943943.0,17084023.0,8859920.0,18603836.0,8848011.0,-2027888.0,6187326.0,20328146.0,-2027888.0,11480135.0,10944336.0,181046.13,128451.17,52594.96,2441730.0,-418837.0,3915636.0,6647876.0,549223.0,240313.0,-230044.0,5020082.0,-18737.0,-460056.0,2211686.0
6/30/2021,14347640.0,9604522.0,4743118.0,2432407.0,2310711.0,-243036.0,179332.0,2246957.0,500096.0,1746100.0,1746100.0,13.54,13.35,128999.88,130834.48,12036929.0,1746100.0,1652602.04,7000.0,250036.0,-243036.0,2496993.0,3092383.0,9604522.0,595390.0,1746100.0,120332.0,120332.0,2972051.0,0.0,26834.04,20341200.0,11927530.0,8413670.0,14980360.0,8398307.0,-3181177.0,2520247.0,14983184.0,-3181177.0,6584877.0,5851760.0,181046.13,129145.67,51900.46,2575001.0,-13.0,-2623339.0,733117.0,485885.0,236979.0,-209957.0,1213.0,-1211748.0,-218818.0,2365044.0
6/30/2020,17826730.8,11678871.0,6147859.8,2941585.0,3206274.8,-401834.4,-58341.6,2746010.6,578719.6,2166614.2,2166614.2,9.39,9.29,128418.5,129805.03,14620456.0,2166614.2,2142493.9480000003,18600.0,418434.4,-401834.4,3164445.0,3932354.0,11678871.0,767909.0,2166614.2,30634.6,30634.6,3901719.4,0.0,6514.348,26386864.25,16463673.75,9923190.5,17984093.5,9911294.5,-5053256.75,1822936.75,20207437.0,-5053256.75,10296142.5,9754611.25,181046.13,128658.47249999999,52387.6575,2953063.8,-1838567.6,-1181707.4,1740045.8,630069.2,384967.8,-324194.4,1633780.6,-1668132.2,-328061.4,2628869.4
