Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Expenses,Interest Income,Interest Expense,Net Interest Income,Net Income from Continuing & Discontinued Operation,Normalized Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,32694520.0,26662767.0,6031753.0,1393394.0,4638359.0,84506.0,26830.0,4749695.0,984503.0,3402906.0,33.0,3402939.0,13.92,13.88,244499.5,245009.0,28056161.0,317311.0,232805.0,84506.0,3416963.0,3416963.0,4982500.0,6232224.0,26662767.0,1249724.0,3416963.0,-259185.66666666666,-259185.66666666666,6232224.0,0.0,-67075.33666666666,28442043.75,11559715.0,16882328.75,21755090.0,16040095.5,173507.0,10753099.75,9164058.75,22006320.25,10753099.75,6139731.75,2049055.0,380154.0,268263.0,111891.0,5929265.0,-2717100.0,-3090679.0,4644714.0,-2628305.0,13995.5,1175519.6666666667,-10000.0,-2178518.0,3300960.0
12/31/2023,34713501.0,26899107.0,7814394.0,1584052.0,6230342.0,29632.0,12783.0,6272757.0,1359966.0,4507855.0,49.0,4507904.0,18.05,18.0,249773.0,250412.0,28483159.0,275586.0,245954.0,29632.0,4524801.0,4524801.0,6518711.0,7687026.0,26899107.0,1168315.0,4524801.0,-259185.66666666666,-259185.66666666666,7687026.0,0.0,-67075.33666666666,35340499.0,13216745.0,22123754.0,27400618.0,20940634.0,202991.0,13863772.0,11791349.0,27579829.0,13863772.0,6842186.0,255897.0,380154.0,244902.0,135252.0,7111931.0,-2496431.0,-2592811.0,6386792.0,-2214157.0,13995.5,1175519.6666666667,-10000.0,-1553933.0,4897774.0
12/31/2022,41512467.0,29009187.0,12503280.0,1997178.0,10506102.0,-170216.0,-91042.0,10244844.0,2165204.0,7576165.0,115.0,7576280.0,28.88,28.79,262348.0,263176.0,31006365.0,48695.0,218911.0,-170216.0,7607337.0,7687591.96,10463755.0,11525389.0,29009187.0,1061634.0,7607337.0,-101756.0,-101756.0,11627145.0,0.0,-21501.04,32479210.0,12909304.0,19569906.0,24839995.0,18414694.0,206968.0,11172369.0,10361940.0,24899076.0,11172369.0,6691350.0,2203530.0,380154.0,253493.0,126661.0,10072054.0,-5702709.0,-2510863.0,4361220.0,-1947897.0,13995.5,2091934.0,-1111000.0,-2762568.0,8124157.0
12/31/2021,36483939.0,25458525.0,11025414.0,1706609.0,9318805.0,-158854.0,40907.0,9200858.0,2078488.0,6795150.0,121.0,6795271.0,23.23,23.16,292491.0,293390.0,27165134.0,4267.0,163121.0,-158854.0,6827461.0,6875579.83,9363979.0,10228542.0,25458525.0,864563.0,6827461.0,-62161.0,-62161.0,10290703.0,0.0,-14042.17,25823072.0,11219278.0,14603794.0,18798746.0,14016389.0,193731.0,10085286.0,7642144.0,19507469.0,10085286.0,5684811.0,3126222.0,380154.0,272412.0,107742.0,6230776.0,-2873852.0,-3602879.0,2508658.0,-1621989.0,13995.5,196990.0,-307037.5,-3276088.0,4608787.0
12/31/2020,20139658.0,17911708.0,2227950.0,615041.0,1612909.0,-153198.0,-624173.0,835538.0,-490.0,717114.0,-3.0,717114.0,2.37,2.36,303168.0,303271.0,18526749.0,13415.0,166613.0,-153198.0,721470.0,1169427.2,1002151.0,1787617.0,17911708.0,785466.0,721470.0,-613640.0,-613640.0,2401257.0,0.0,-165682.8,20125394.0,8893533.0,11231861.0,15981001.0,10788665.0,90338.0,7890972.0,6860802.0,16038907.0,7890972.0,5340580.0,2610571.0,380154.0,302245.0,77909.0,2696877.0,-1764294.0,285854.0,2754929.0,-1543219.0,11846.0,1237635.0,-97150.0,-39499.0,1153658.0
12/31/2019,33108817.0,25188258.8,7920558.2,1459254.8,6461303.4,-73626.0,-126939.0,6260738.4,1317534.2,4599838.0,63.0,4599901.6,17.29,17.238,270455.9,271051.6,26647513.6,131854.8,205480.8,-73626.0,4619606.4,4734872.597999999,6466219.2,7492159.6,25188258.8,1025940.4,4619606.4,-259185.66666666666,-259185.66666666666,7647671.0,0.0,-67075.33666666666,28442043.75,11559715.0,16882328.75,21755090.0,16040095.5,173507.0,10753099.75,9164058.75,22006320.25,10753099.75,6139731.75,2049055.0,380154.0,268263.0,111891.0,6408180.6,-3110877.2,-2302275.6,4131262.6,-1991113.4,16145.0,1175519.6666666667,-307037.5,-1962121.2,4417067.2
