Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"20,280,000.00","12,984,000.00","7,296,000.00","4,344,000.00","2,952,000.00","-214,000.00","-68,000.00","2,670,000.00","583,000.00","227,000.00","2,287,000.00","2,287,000.00",6.77,6.76,"337,450.00","338,550.00","2,952,000.00","17,328,000.00","2,287,000.00","2,287,000.00","69,000.00","283,000.00","-214,000.00","2,953,000.00","3,702,000.00","12,984,000.00","749,000.00","2,287,000.00",--,--,"3,702,000.00",0.00,--,,,,,,,,,,,,,,,,"3,601,000.00","-719,000.00","-2,220,000.00","1,242,000.00",--,--,"-729,000.00","6,000.00","-125,000.00","-365,000.00","2,872,000.00"
12/31/2023,"20,431,000.00","13,399,000.00","7,032,000.00","4,030,000.00","3,002,000.00","-227,000.00","-754,000.00","2,021,000.00","453,000.00","196,000.00","1,764,000.00","1,764,000.00",5.22,5.21,"337,800.00","338,800.00","2,344,000.00","17,429,000.00","1,764,000.00","2,274,608.00","66,000.00","293,000.00","-227,000.00","2,314,000.00","3,067,000.00","13,399,000.00","753,000.00","1,764,000.00","-658,000.00","-658,000.00","3,725,000.00",0.00,"-147,392.00","17,344,000.00","16,276,000.00","1,068,000.00","8,332,000.00","915,000.00","130,000.00","-1,367,000.00","-1,227,000.00","8,899,000.00","-1,367,000.00","8,114,000.00","6,891,000.00","378,597.00","336,998.00","41,599.00","3,542,000.00","-418,000.00","-2,374,000.00","1,093,000.00","648,000.00","277,000.00","-766,000.00","363,000.00","-475,000.00","-320,000.00","2,776,000.00"
12/31/2022,"20,175,000.00","13,956,000.00","6,219,000.00","3,538,000.00","2,681,000.00","-268,000.00","-73,000.00","2,340,000.00","495,000.00","116,000.00","1,934,000.00","1,934,000.00",5.73,5.73,"337,521.82","338,300.00","2,681,000.00","17,494,000.00","1,934,000.00","1,934,000.00","14,000.00","282,000.00","-268,000.00","2,622,000.00","3,376,000.00","13,956,000.00","754,000.00","1,934,000.00",--,--,"3,376,000.00",0.00,--,"17,970,000.00","17,270,000.00","700,000.00","8,125,000.00","547,000.00","127,000.00","-2,378,000.00","-1,605,000.00","8,969,000.00","-2,378,000.00","8,549,000.00","7,995,000.00","378,600.00","337,500.00","41,100.00","2,733,000.00","-785,000.00","-1,760,000.00","427,000.00","468,000.00","270,000.00","-876,000.00",--,"-312,000.00","-100,000.00","1,857,000.00"
12/31/2021,"19,440,000.00","13,452,000.00","5,988,000.00","3,427,000.00","2,561,000.00","-250,000.00","-86,000.00","2,225,000.00","479,000.00","98,000.00","1,814,000.00","1,814,000.00",5.38,5.35,"336,800.00","338,800.00","2,561,000.00","16,879,000.00","1,814,000.00","1,814,000.00","6,000.00","256,000.00","-250,000.00","2,481,000.00","3,247,000.00","13,452,000.00","766,000.00","1,814,000.00",--,--,"3,247,000.00",0.00,--,"17,837,000.00","17,100,000.00","737,000.00","8,655,000.00","514,000.00","130,000.00","-2,136,000.00","-1,184,000.00","9,088,000.00","-2,136,000.00","8,704,000.00","8,304,000.00","378,600.00","336,800.00","41,800.00","2,730,000.00","-1,056,000.00","-1,696,000.00","270,000.00","492,000.00","243,000.00","-1,007,000.00","605,000.00","-269,000.00","-400,000.00","1,723,000.00"
12/31/2020,"19,140,000.00","12,318,000.00","6,822,000.00","3,578,000.00","3,244,000.00","-244,000.00","-70,000.00","2,930,000.00","676,000.00","142,000.00","2,352,000.00","2,352,000.00",6.90,6.87,"340,869.57","342,500.00","3,244,000.00","15,896,000.00","2,352,000.00","2,352,000.00","8,000.00","252,000.00","-244,000.00","3,182,000.00","3,978,000.00","12,318,000.00","796,000.00","2,352,000.00",--,--,"3,978,000.00",0.00,--,"17,523,000.00","16,654,000.00","869,000.00","8,504,000.00","626,000.00","133,000.00","-2,101,000.00","-1,269,000.00","8,990,000.00","-2,101,000.00","8,497,000.00","8,061,000.00","378,600.00","338,700.00","39,900.00","3,729,000.00","-2,305,000.00","-1,567,000.00","303,000.00","533,000.00","245,000.00","-1,217,000.00","1,845,000.00","-854,000.00","-700,000.00","2,512,000.00"
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
