Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"2,772,384.00","815,807.00","1,956,577.00","1,614,304.00","342,273.00",--,537.00,"364,767.00","77,642.00","287,125.00","6,316.00","293,441.00",2.40,2.15,"119,240.37","136,271.41","342,273.00","2,430,111.00","287,125.00","294,192.00",--,--,--,"301,203.00","400,341.00","815,807.00","99,138.00","287,125.00","-8,978.00","-8,978.00","409,319.00",0.00,"-1,911.00",,,,,,,,,,,,,,,"733,705.00","-58,338.00","-758,554.00","763,666.00","48,693.00",--,"-43,454.00",--,"-6,214.00","-698,657.00","690,251.00"
12/31/2023,"2,748,377.00","828,675.00","1,919,702.00","1,571,770.00","347,932.00","21,957.00","-77,069.00","292,820.00","-14,748.00","307,568.00","6,336.00","313,904.00",2.51,2.24,"122,503.37","140,145.41","279,841.00","2,400,445.00","307,568.00","368,452.51","35,999.00","14,042.00","21,957.00","306,862.00","398,185.00","828,675.00","91,323.00","307,568.00","-77,069.00","-77,069.00","475,254.00",0.00,"-16,184.49","2,685,400.00","3,229,115.00","-543,715.00","1,740,102.00","-543,715.00","105,699.00","-1,139,232.00","859,665.00","1,740,102.00","-1,139,232.00","2,389,516.00","1,369,494.00","119,068.88","119,068.88","705,513.00","-73,307.00","-656,533.00","914,323.00","42,676.00","9,315.00","-39,908.00",--,"-6,368.00","-576,968.00","665,605.00"
12/31/2022,"2,566,111.00","744,592.00","1,821,519.00","1,435,057.00","386,462.00","-3,212.00","-1,045,228.00","-661,978.00","32,310.00","-694,288.00",--,"-694,288.00",-5.48,-5.48,"126,778.63","126,778.63","-658,560.00","2,179,649.00","-694,288.00","131,442.12","10,956.00","14,168.00","-3,212.00","-647,810.00","-551,108.00","744,592.00","96,702.00","-694,288.00","-1,045,228.00","-1,045,228.00","494,120.00",0.00,"-219,497.88","2,634,961.00","3,182,235.00","-547,274.00","1,732,366.00","-547,274.00","110,430.00","-1,220,404.00","881,988.00","1,732,366.00","-1,220,404.00","2,390,070.00","1,358,362.00","125,054.28","125,054.28","683,612.00","-30,024.00","-506,484.00","926,619.00","41,679.00","9,534.00","-37,199.00",--,"-6,351.00","-425,727.00","646,413.00"
12/31/2021,"2,329,114.00","654,512.00","1,674,602.00","1,208,870.00","465,732.00","-7,748.00","13,670.00","471,654.00","-21,853.00","493,507.00","4,900.00","498,407.00",3.88,3.40,"127,224.97","146,683.32","465,732.00","1,863,382.00","493,507.00","483,527.90","2,137.00","9,885.00","-7,748.00","481,539.00","555,806.00","654,512.00","74,267.00","493,507.00","13,670.00","13,670.00","542,136.00",0.00,"3,690.90","3,831,809.00","3,203,190.00","628,619.00","2,904,037.00","628,619.00","112,701.00","-1,349,615.00","725,913.00","2,904,037.00","-1,349,615.00","2,388,119.00","1,495,222.00","127,022.12","127,022.12","651,551.00","-1,557,969.00","452,749.00","785,537.00","94,160.00","6,054.00","-30,107.00","1,000,000.00","-52,764.00","-302,774.00","621,444.00"
12/31/2020,"1,725,625.00","464,745.00","1,260,880.00","836,871.00","424,009.00","-34,923.00","-23,377.00","365,709.00","16,463.00","349,246.00","17,880.00","367,126.00",2.88,2.69,"121,251.59","136,414.59","424,009.00","1,301,616.00","349,246.00","371,571.04","7,102.00","42,025.00","-34,923.00","407,734.00","465,923.00","464,745.00","58,189.00","349,246.00","-23,377.00","-23,377.00","489,300.00",0.00,"-1,051.97","2,404,489.00","1,662,065.00","742,424.00","1,804,723.00","742,424.00","53,516.00","414,165.00","1,440,117.00","1,804,723.00","414,165.00","1,115,815.00",--,"125,835.93","125,835.93","678,956.00","-11,379.00","119,282.00","1,249,440.00","8,535.00","3,405.00","-7,110.00","650,000.00","-146,379.00","-268,653.00","671,846.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"341,833.00",--,--,--,--,--,--,--,--,--,--,--,--,--
