Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,19202600.0,10476700.0,8725900.0,3744700.0,4981200.0,-120100.0,11200.0,4872300.0,1120300.0,3752000.0,3752000.0,9.14,9.1,410600.0,412200.0,14221400.0,3752000.0,3743376.0,241300.0,361400.0,-120100.0,5233700.0,5795600.0,10476700.0,561900.0,3752000.0,11200.0,11200.0,5784400.0,0.0,2576.0,54293600.0,50055575.0,4238025.0,7226125.0,4238025.0,348150.0,599350.0,539675.0,7388800.0,599350.0,3498925.0,898675.0,638725.0,415000.0,223725.0,4157600.0,-1389000.0,-1431700.0,10086000.0,1185200.0,353900.0,-563400.0,1981500.0,-900.0,-1231700.0,3594200.0
6/30/2024,19202600.0,10476700.0,8725900.0,3744700.0,4981200.0,-120100.0,11200.0,4872300.0,1120300.0,3752000.0,3752000.0,7.252000000000001,7.216000000000001,420040.0,421960.0,14221400.0,3752000.0,3743376.0,241300.0,361400.0,-120100.0,5233700.0,5795600.0,10476700.0,561900.0,3752000.0,11200.0,11200.0,5784400.0,0.0,2576.0,54362700.0,49815100.0,4547600.0,7538900.0,4547600.0,328600.0,858000.0,462500.0,7924300.0,858000.0,3705300.0,463300.0,638700.0,408100.0,230600.0,4157600.0,-1389000.0,-1431700.0,10086000.0,1185200.0,353900.0,-563400.0,1981500.0,-900.0,-1231700.0,3594200.0
6/30/2023,18012200.0,9953400.0,8058800.0,3500600.0,4558200.0,-103800.0,-16800.0,4437600.0,1025600.0,3412000.0,3412000.0,8.25,8.21,413700.0,415700.0,13454000.0,3412000.0,3424919.2,149500.0,253300.0,-103800.0,4690900.0,5240200.0,9953400.0,549300.0,3412000.0,-16800.0,-16800.0,5257000.0,0.0,-3880.8,50971000.0,47461900.0,3509100.0,6498100.0,3509100.0,349900.0,-173900.0,-597000.0,6603500.0,-173900.0,3444300.0,1010900.0,638700.0,412100.0,226600.0,4207600.0,-2517300.0,-15680700.0,8771500.0,1080700.0,246500.0,-571600.0,1981500.0,-1000.0,-1121400.0,3636000.0
6/30/2022,16498300.0,9461900.0,7036400.0,3171500.0,3864900.0,-40900.0,-19900.0,3804100.0,855200.0,2948900.0,2948900.0,7.04,7.0,418800.0,421100.0,12633400.0,2948900.0,2964322.5,41000.0,81900.0,-40900.0,3886000.0,4401100.0,9461900.0,515100.0,2948900.0,-19900.0,-19900.0,4421000.0,0.0,-4477.5,63068200.0,59842900.0,3225300.0,6212400.0,3225300.0,370900.0,-408300.0,-353800.0,6348800.0,-408300.0,3494400.0,1687200.0,638800.0,416100.0,222700.0,3099500.0,-7014400.0,13653400.0,22783000.0,856800.0,74800.0,-553400.0,1981500.0,-900.0,-1969400.0,2546100.0
6/30/2021,15005400.0,8640300.0,6365100.0,3040500.0,3324600.0,-23200.0,59800.0,3361200.0,762700.0,2598500.0,2598500.0,6.1,6.07,426300.0,428100.0,11680800.0,2598500.0,2597572.3,36500.0,59700.0,-23200.0,3420900.0,3931600.0,8640300.0,510700.0,2598500.0,1200.0,1200.0,3930400.0,0.0,272.3,48772500.0,43102400.0,5670100.0,8655100.0,5670100.0,343200.0,2121600.0,2647000.0,8678600.0,2121600.0,3351700.0,433300.0,638700.0,423700.0,215000.0,3093300.0,-3515000.0,6437500.0,13143200.0,973700.0,53100.0,-505900.0,1981500.0,-1001800.0,-1372300.0,2587400.0
6/30/2020,17584220.0,9801800.0,7782420.0,3440400.0,4342020.0,-81620.0,9100.0,4269500.0,976820.0,3292680.0,3292680.0,5.73,5.7,430800.0,432700.0,13242200.0,3292680.0,3294713.2,141920.0,223540.0,-81620.0,4493040.0,5032820.0,9801800.0,539780.0,3292680.0,-2620.0,-2620.0,5035440.0,0.0,-586.8,54293600.0,50055575.0,4238025.0,7226125.0,4238025.0,348150.0,599350.0,539675.0,7388800.0,599350.0,3498925.0,898675.0,638725.0,415000.0,223725.0,3743120.0,-3164940.0,309360.0,12973940.0,1056320.0,216440.0,-551540.0,1981500.0,-201100.0,-1385300.0,3191580.0
