Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,3927051.0,1574103.0,2352948.0,1667897.0,685051.0,64344.0,-18663.0,730732.0,103394.0,-8318.5,628813.0,628813.0,4.14,4.03,151558.0,155763.0,675629.0,3242000.0,628813.0,636901.85,89862.0,23956.0,64344.0,754688.0,1365614.0,1106145.0,610926.0,628813.0,-9422.0,-9422.0,1375036.0,0.0,-1333.15,8526560.0,4091897.0,4434663.0,6861253.25,4434663.0,910021.0,1691977.75,1105241.25,6861253.25,1691977.75,3336611.25,1946228.5,159405.305,157737.38999999998,4607.5225,1531470.0,-1918261.0,541442.0,454042.0,121836.0,13124.0,-668797.0,1247388.0,-20000.0,-421346.0,862673.0
12/31/2023,3811920.0,1511063.0,2300857.0,1597439.0,703418.0,27485.0,-78376.0,652527.0,106373.0,1475.0,547629.0,547629.0,3.59,3.52,152510.0,155397.0,637338.0,3108502.0,547629.0,602937.96,45194.0,17709.0,27485.0,670236.0,1241012.0,1072855.0,570776.0,547629.0,-66080.0,-66080.0,1307092.0,0.0,-10771.04,9900037.0,5302882.0,4597155.0,8135384.0,4597155.0,997750.0,1210542.0,968817.0,8135384.0,1210542.0,4535979.0,3048761.0,151232.91,151232.91,7806.16,1348439.0,-1848238.0,443379.0,490470.0,134478.0,6328.0,-730040.0,1337388.0,-90000.0,-654046.0,618399.0
12/31/2022,3616654.0,1383819.0,2232835.0,1521795.0,711040.0,-7838.0,-45199.0,658003.0,126696.0,-7635.0,523672.0,523672.0,3.29,3.26,159089.0,160467.0,676274.0,2905614.0,523672.0,551728.16,3258.0,11096.0,-7838.0,669099.0,1261853.0,930273.0,592754.0,523672.0,-34766.0,-34766.0,1296619.0,0.0,-6709.84,8303400.0,3943213.0,4360187.0,6645445.0,4360187.0,889359.0,1154633.0,1150694.0,6645445.0,1154633.0,3174617.0,1742921.0,156494.82,156494.82,4607.5225,1274676.0,-622310.0,-634177.0,543022.0,183900.0,6158.0,-458302.0,125000.0,-125000.0,-608010.0,816374.0
12/31/2021,3461223.0,1268956.0,2192267.0,1385065.0,807202.0,-56712.0,-22269.0,728221.0,62571.0,-14008.0,651642.0,651642.0,4.01,3.93,162665.0,165804.0,783148.0,2654021.0,651642.0,673627.36,15620.0,72332.0,-56712.0,800553.0,1351185.0,848277.0,550632.0,651642.0,-24054.0,-24054.0,1375239.0,0.0,-2068.64,8138673.0,3608659.0,4530014.0,6506181.0,4530014.0,882770.0,2060535.0,1130093.0,6506181.0,2060535.0,2858937.0,1439442.0,165220.9,160512.11,4708.79,1404563.0,-646899.0,-562003.0,537751.0,100533.0,5750.0,-545230.0,903258.6666666666,-78333.33333333333,-522255.0,859333.0
12/31/2020,3198149.0,1132672.0,2065477.0,1363803.0,701674.0,-39998.0,-45594.0,616082.0,45922.0,-13106.0,557054.0,557054.0,3.43,3.37,162490.0,165213.0,658534.0,2496475.0,557054.0,596958.5,29122.0,69120.0,-39998.0,685202.0,1163591.0,779194.0,478389.0,557054.0,-43140.0,-43140.0,1206731.0,0.0,-3235.5,7764130.0,3512834.0,4251296.0,6158003.0,4251296.0,870205.0,2342201.0,1171361.0,6158003.0,2342201.0,2776912.0,1553790.0,164672.59,162709.72,1962.87,1215000.0,-1042974.0,-223641.0,353466.0,79163.0,5954.0,-731872.0,903258.6666666666,-78333.33333333333,-193588.0,483128.0
12/31/2019,3602999.4,1374122.6,2228876.8,1507199.8,721677.0,-2543.8,-42020.2,677113.0,88991.2,-8318.5,581762.0,581762.0,3.692,3.622,157662.4,160528.8,686184.6,2881322.4,581762.0,612430.7660000001,36611.2,38842.6,-2543.8,715955.6,1276651.0,947348.8,560695.4,581762.0,-35492.4,-35492.4,1312143.4,0.0,-4823.634,8526560.0,4091897.0,4434663.0,6861253.25,4434663.0,910021.0,1691977.75,1105241.25,6861253.25,1691977.75,3336611.25,1946228.5,159405.305,157737.38999999998,3952.27,1354829.6,-1215736.4,-87000.0,475750.2,123982.0,7462.8,-626848.2,903258.6666666666,-78333.33333333333,-479849.0,727981.4
