Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,11390000.0,8979800.0,2410200.0,1083600.0,1326600.0,-138700.0,-12400.0,1175500.0,145000.0,1027600.0,1027600.0,8.57,8.51,119900.0,120800.0,1314200.0,10063400.0,1027600.0,1041374.8,4500.0,143200.0,-138700.0,1318700.0,1778600.0,8979800.0,459900.0,1030500.0,-12400.0,-12400.0,1791000.0,0.0,-1525.2,10589100.0,8225275.0,2363825.0,3416700.0,2363825.0,4003325.0,268825.0,-738675.0,3438400.0,268825.0,5077900.0,705150.0,123660.64749999999,123660.64749999999,1611900.0,-1324600.0,-483400.0,220100.0,53200.0,66875.0,-628300.0,43600.0,1186800.0,-619900.0,-453900.0,983600.0
5/31/2024,11390000.0,8979800.0,2410200.0,1083600.0,1326600.0,-138700.0,-12400.0,1175500.0,145000.0,1027600.0,1027600.0,8.57,8.51,119900.0,120800.0,1314200.0,10063400.0,1027600.0,1041374.8,4500.0,143200.0,-138700.0,1318700.0,1778600.0,8979800.0,459900.0,1030500.0,-12400.0,-12400.0,1791000.0,0.0,-1525.2,11323000.0,9080500.0,2242500.0,3664700.0,2242500.0,3918800.0,-388400.0,-1369700.0,3751500.0,-388400.0,5427800.0,1314200.0,118862.95,118862.95,1611900.0,-1324600.0,-483400.0,220100.0,53200.0,66875.0,-628300.0,43600.0,1186800.0,-619900.0,-453900.0,983600.0
5/31/2023,10487800.0,8404400.0,2083400.0,892200.0,1191200.0,-81300.0,10600.0,1120500.0,137000.0,981900.0,981900.0,8.06,7.99,121900.0,122900.0,1201800.0,9296600.0,981900.0,974193.2,7800.0,89100.0,-81300.0,1209600.0,1597400.0,8404400.0,387800.0,983500.0,10600.0,10600.0,1586800.0,0.0,1293.2,10241500.0,8040000.0,2201500.0,3131800.0,2201500.0,3863600.0,279500.0,-939700.0,3131800.0,279500.0,4793900.0,562500.0,121070.61,121070.61,1545600.0,-568400.0,-1033100.0,416200.0,47400.0,82400.0,-594300.0,35400.0,1186800.0,-19800.0,-458700.0,951300.0
5/31/2022,9630000.0,7635000.0,1995000.0,834800.0,1160200.0,-68700.0,2000.0,1093500.0,138800.0,952800.0,952800.0,7.46,7.39,127800.0,129000.0,1162200.0,8469800.0,952800.0,952953.86,1900.0,70600.0,-68700.0,1164100.0,1532500.0,7635000.0,368400.0,954700.0,2000.0,2000.0,1530500.0,0.0,253.86,10135800.0,7937600.0,2198200.0,3127200.0,2198200.0,3958300.0,281700.0,-668100.0,3127200.0,281700.0,4887300.0,508400.0,123946.31,123946.31,1256100.0,-389000.0,-1609700.0,472100.0,102600.0,65000.0,-402500.0,40200.0,1186800.0,-12900.0,-1071300.0,853600.0
5/31/2021,7196100.0,5702600.0,1493500.0,838200.0,655300.0,-63500.0,-15300.0,576500.0,-55900.0,629300.0,629300.0,4.83,4.77,130400.0,131800.0,648700.0,6540800.0,629300.0,637218.0,1700.0,65200.0,-63500.0,641700.0,992600.0,5702600.0,350900.0,632400.0,-6600.0,-6600.0,999200.0,0.0,-1782.0,10656100.0,7843000.0,2813100.0,3743100.0,2813100.0,4272600.0,902500.0,22800.0,3743100.0,902500.0,5202600.0,705150.0,130762.72,130762.72,1194000.0,-263700.0,-478900.0,1214700.0,62500.0,62500.0,-270300.0,46200.0,1186800.0,-277100.0,-45400.0,923700.0
5/31/2020,10018780.0,7940320.0,2078460.0,946480.0,1131980.0,-98180.0,-5500.0,1028300.0,101980.0,923840.0,923840.0,7.498,7.434,123980.0,125060.0,1128220.0,8886800.0,923840.0,929422.932,4080.0,102260.0,-98180.0,1130560.0,1535940.0,7940320.0,405380.0,926320.0,-3760.0,-3760.0,1539700.0,0.0,-657.068,10589100.0,8225275.0,2363825.0,3416700.0,2363825.0,4003325.0,268825.0,-738675.0,3438400.0,268825.0,5077900.0,435500.0,123660.64749999999,123660.64749999999,1443900.0,-774060.0,-817700.0,508640.0,300.0,57600.0,-504740.0,41800.0,1186800.0,-309920.0,-496640.0,939160.0
