Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Interest Income,Interest Expense,Net Interest Income,Net Income from Continuing & Discontinued Operation,Normalized Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,5109800.0,2484200.0,2625600.0,1295500.0,1330100.0,-300.0,22900.0,1352700.0,295100.0,900.0,1033100.0,1033100.0,19.59,19.25,52750.0,53700.0,1330100.0,3779700.0,49400.0,49700.0,-300.0,1033100.0,1040605.7,1402400.0,1501100.0,2484200.0,98700.0,1033100.0,-9600.0,-9600.0,1510700.0,0.0,-2094.3,6958675.0,2546850.0,4411825.0,5573200.0,4389850.0,62400.0,3052700.0,2274250.0,5652875.0,3052700.0,1325425.0,397500.0,67441.265,53307.0875,14134.1775,1232100.0,-287700.0,-576400.0,1239300.0,306900.0,44200.0,-91200.0,81150.0,489900.0,-250000.0,-230300.0,1140900.0
12/31/2023,5108300.0,2488700.0,2619600.0,1309200.0,1310400.0,-9700.0,27300.0,1328000.0,293400.0,900.0,1011100.0,1011100.0,19.11,18.76,52900.0,53900.0,1310400.0,3797900.0,40200.0,49900.0,-9700.0,1011100.0,1019669.0,1377900.0,1477200.0,2488700.0,99300.0,1011100.0,-11000.0,-11000.0,1488200.0,0.0,-2431.0,7544900.0,2451500.0,5093400.0,6255900.0,5071300.0,78400.0,3705000.0,2710400.0,6271500.0,3705000.0,1278600.0,198700.0,67451.0,52694.02,14756.98,1154200.0,-331800.0,-572900.0,1001500.0,300900.0,44500.0,-95000.0,81150.0,489900.0,-250000.0,-294700.0,1059200.0
12/31/2022,4842500.0,2395400.0,2447100.0,1239900.0,1207200.0,-34100.0,29500.0,1202600.0,268700.0,900.0,911700.0,911700.0,17.14,16.82,53200.0,54200.0,1207200.0,3635300.0,13000.0,47100.0,-34100.0,911700.0,917527.5,1249700.0,1349900.0,2395400.0,100200.0,911700.0,-7500.0,-7500.0,1357400.0,0.0,-1672.5,6972800.0,2469300.0,4503500.0,5665100.0,4481300.0,64100.0,3160400.0,2397300.0,5682300.0,3160400.0,1265100.0,443800.0,67444.97,53002.58,14442.39,675200.0,-206200.0,-485000.0,757200.0,261200.0,44700.0,-84200.0,55000.0,489900.0,-250000.0,-198100.0,591000.0
12/31/2021,4601700.0,2218900.0,2382800.0,1259300.0,1123500.0,-51000.0,14400.0,1086900.0,247000.0,1500.0,820500.0,820500.0,15.22,14.92,53900.0,55000.0,1123500.0,3478200.0,2100.0,53100.0,-51000.0,820500.0,822200.6,1140000.0,1244800.0,2218900.0,104800.0,820500.0,-2200.0,-2200.0,1247000.0,0.0,-499.4,6759700.0,2555900.0,4203800.0,5364800.0,4181900.0,53800.0,2763700.0,2071200.0,5382200.0,2763700.0,1254100.0,420300.0,67438.13,53429.65,14008.48,966600.0,-290400.0,-818800.0,780000.0,249000.0,55900.0,-70100.0,162400.0,489900.0,-250000.0,-431300.0,896500.0
12/31/2020,3942200.0,1945100.0,1997100.0,1116600.0,880500.0,-52300.0,7000.0,835200.0,189100.0,300.0,627000.0,627000.0,11.55,11.44,54300.0,54800.0,880500.0,3061700.0,1700.0,54000.0,-52300.0,627000.0,630018.6,889200.0,985900.0,1945100.0,96700.0,627000.0,-3900.0,-3900.0,989800.0,0.0,-881.4,6557300.0,2710700.0,3846600.0,5007000.0,3824900.0,53300.0,2581700.0,1918100.0,5275500.0,2581700.0,1503900.0,527200.0,67430.96,54102.1,13328.86,1008600.0,-187800.0,-84300.0,923400.0,188400.0,49800.0,-65600.0,55800.0,489900.0,-250000.0,-174300.0,943000.0
12/31/2019,4720900.0,2306460.0,2414440.0,1244100.0,1170340.0,-29480.0,20220.0,1161080.0,258660.0,900.0,880680.0,880680.0,16.522,16.238,53410.0,54320.0,1170340.0,3550560.0,21280.0,50760.0,-29480.0,880680.0,886004.28,1211840.0,1311780.0,2306460.0,99940.0,880680.0,-6840.0,-6840.0,1318620.0,0.0,-1515.7199999999998,6958675.0,2546850.0,4411825.0,5573200.0,4389850.0,62400.0,3052700.0,2274250.0,5652875.0,3052700.0,1325425.0,397500.0,67441.265,53307.0875,14134.1775,1007340.0,-260780.0,-507480.0,940280.0,261280.0,47820.0,-81220.0,51400.0,489900.0,-250000.0,-265740.0,926120.0
