Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,27805000.0,6751000.0,21054000.0,11409000.0,9645000.0,-976000.0,-7132000.0,1538000.0,505000.0,1054000.0,1054000.0,0.84,0.82,1247000.0,1251500.0,2557000.0,18160000.0,1054000.0,5813994.15,976000.0,-976000.0,2514000.0,5270000.0,6751000.0,2756000.0,1054000.0,-7087000.0,-7087000.0,12357000.0,0.0,-2327005.85,65413750.0,44603000.0,20810750.0,45828500.0,20836000.0,-17913000.0,3942750.0,47914500.0,-17913000.0,27078500.0,21370500.0,1250260.475,1250260.475,7468000.0,-3470000.0,-6932000.0,2770000.0,3068500.0,932000.0,-572000.0,260000.0,5082000.0,-4101000.0,-950000.0,6896000.0
12/31/2023,27116000.0,6498000.0,20618000.0,11808000.0,8810000.0,-944000.0,-1007000.0,6859000.0,1247000.0,5665000.0,5665000.0,4.54,4.5,1248000.0,1258000.0,7605000.0,18306000.0,5665000.0,6650690.0,944000.0,-944000.0,7803000.0,10496000.0,6498000.0,2693000.0,5665000.0,-1205000.0,-1205000.0,11701000.0,0.0,-219310.0,62125000.0,39376000.0,22749000.0,46022000.0,22833000.0,-11935000.0,4805000.0,47820000.0,-11935000.0,24987000.0,18902000.0,1246041.9,1246041.9,8006000.0,-2265000.0,-5125000.0,6085000.0,3990000.0,891000.0,-585000.0,232000.0,1980000.0,-2250000.0,-1000000.0,7421000.0
12/31/2022,27281000.0,5657000.0,21624000.0,10650000.0,10974000.0,-935000.0,-4225000.0,5814000.0,1248000.0,4592000.0,4592000.0,3.66,3.64,1255000.0,1262000.0,7330000.0,16307000.0,4592000.0,7452540.0,935000.0,-935000.0,6749000.0,8852000.0,5657000.0,2103000.0,4592000.0,-3644000.0,-3644000.0,12496000.0,0.0,-783460.0,63171000.0,41962000.0,21209000.0,44197000.0,21240000.0,-15967000.0,3205000.0,46470000.0,-15967000.0,25230000.0,19818000.0,1247000.0,1247000.0,9072000.0,-2466000.0,-6469000.0,5412000.0,3136000.0,907000.0,-728000.0,309000.0,5082000.0,-1500000.0,-1396000.0,8344000.0
12/31/2021,27305000.0,6601000.0,20704000.0,9847000.0,10857000.0,-1001000.0,-1578000.0,8278000.0,2077000.0,6225000.0,6225000.0,4.96,4.93,1256000.0,1262000.0,9918000.0,16448000.0,6225000.0,6928311.0,1001000.0,-1001000.0,9279000.0,11329000.0,6601000.0,2050000.0,6225000.0,-939000.0,-939000.0,12268000.0,0.0,-235689.0,67952000.0,46888000.0,21064000.0,46248000.0,21069000.0,-20718000.0,3162000.0,47764000.0,-20718000.0,26695000.0,21357000.0,1254000.0,1254000.0,11384000.0,-3131000.0,-8877000.0,5338000.0,2509000.0,979000.0,-579000.0,169000.0,5082000.0,-4750000.0,-546000.0,10805000.0
12/31/2020,24689000.0,4572000.0,20117000.0,10190000.0,9927000.0,-984000.0,-7274000.0,1669000.0,1580000.0,123000.0,123000.0,0.1,0.1,1257000.0,1263000.0,4071000.0,14762000.0,123000.0,4397880.0,984000.0,-984000.0,2653000.0,4133000.0,4572000.0,1480000.0,123000.0,-5856000.0,-5856000.0,9989000.0,0.0,-1581120.0,68407000.0,50186000.0,18221000.0,46847000.0,18202000.0,-23032000.0,4599000.0,49604000.0,-23032000.0,31402000.0,25405000.0,1254000.0,1254000.0,8168000.0,-14615000.0,770000.0,5997000.0,2639000.0,951000.0,-650000.0,256000.0,8184000.0,-2500000.0,-1583000.0,7518000.0
12/31/2019,26839200.0,6015800.0,20823400.0,10780800.0,10042600.0,-968000.0,-4243200.0,4831600.0,1331400.0,3531800.0,3531800.0,2.82,2.798,1252600.0,1259300.0,6296200.0,16796600.0,3531800.0,6248683.029999999,968000.0,-968000.0,5799600.0,8016000.0,6015800.0,2216400.0,3531800.0,-3746200.0,-3746200.0,11762200.0,0.0,-1029316.97,65413750.0,44603000.0,20810750.0,45828500.0,20836000.0,-17913000.0,3942750.0,47914500.0,-17913000.0,27078500.0,21370500.0,1250260.475,1250260.475,8819600.0,-5189400.0,-5326600.0,5120400.0,3068500.0,932000.0,-622800.0,245200.0,5082000.0,-3020200.0,-1095000.0,8196800.0
