Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,4005013.0,2413284.0,1591729.0,1225872.0,365857.0,-69078.0,-172261.0,124518.0,150846.0,-26328.0,-26328.0,-0.28,-0.28,96796.5,97057.25,144443.0,3639156.0,-26328.0,148589.06,12066.0,69078.0,-69078.0,193596.0,509667.0,2413284.0,316071.0,-26328.0,-221414.0,-221414.0,731081.0,0.0,-46496.94,6994270.0,2833817.75,4160452.25,6007200.5,4160452.25,898756.5,1566734.75,6116963.0,898756.5,1956510.75,904389.0,103326.75,103326.75,869385.0,-149712.0,-383914.0,1080187.0,96851.25,65502.5,-125993.0,36423.0,852910.0,-84970.0,-424967.0,743392.0
3/31/2024,3769506.0,2281011.0,1488495.0,1175380.0,313115.0,-69245.0,-170310.0,73560.0,143882.0,-70322.0,-70322.0,-0.72,-0.72,97557.0,97557.0,91701.0,3456391.0,-70322.0,104595.06,12066.0,69245.0,-69245.0,142805.0,463738.0,2281011.0,320933.0,-70322.0,-221414.0,-221414.0,685152.0,0.0,-46496.94,6554635.0,2998263.0,3556372.0,5105644.0,3556372.0,512388.0,1215947.0,5544384.0,512388.0,1988012.0,958754.0,95798.0,95798.0,833189.0,-136470.0,-459574.0,1049258.0,103059.0,55270.0,-127230.0,36918.0,852910.0,-58309.0,-400054.0,705959.0
3/31/2023,3569399.0,2272457.0,1296942.0,1101363.0,195579.0,-68463.0,-2487.0,124629.0,21477.0,103152.0,103152.0,1.03,1.0,98649.0,103019.0,183168.0,3373820.0,103152.0,113428.31,12066.0,68463.0,-68463.0,193092.0,531940.0,2272457.0,338848.0,103152.0,-12411.0,-12411.0,544351.0,0.0,-2134.69,6691903.0,2789109.0,3902794.0,5950867.0,3902794.0,604278.0,1474031.0,5951177.0,604278.0,2048383.0,1239626.0,98649.0,98649.0,843231.0,-153409.0,-853353.0,808943.0,105788.0,66115.0,-158953.0,32507.0,852910.0,-357193.25,-861751.0,684278.0
3/31/2022,4645714.0,2359546.0,2286168.0,1012099.0,1274069.0,-63326.0,-29659.0,1181084.0,147731.0,1033353.0,1033353.0,9.53,9.26,106303.0,111546.0,1226069.0,3371645.0,1033353.0,1075349.12,12066.0,63326.0,-63326.0,1244410.0,1605825.0,2359546.0,361415.0,1033353.0,-48000.0,-48000.0,1653825.0,0.0,-6003.88,7509072.0,2955854.0,4553218.0,6600316.0,4553218.0,1102798.0,1774738.0,6600316.0,1102798.0,2047098.0,1074506.0,106303.0,106303.0,1049243.0,-595956.0,-875510.0,972805.0,125322.0,59393.0,-213466.0,38303.0,499070.0,-197500.0,-1152287.0,835777.0
3/31/2021,4015307.0,2131741.0,1883566.0,976939.0,906627.0,-75198.0,-24049.0,807380.0,73769.0,733611.0,733611.0,6.48,6.32,112557.0,116016.0,906627.0,3108680.0,733611.0,733611.0,12066.0,75198.0,-75198.0,882578.0,1338682.0,2131741.0,456104.0,733611.0,-125809.75,-125809.75,1338682.0,0.0,-25283.112500000003,7221470.0,2592045.0,4629425.0,6371975.0,4629425.0,1375562.0,1802223.0,6371975.0,1375562.0,1742550.0,344670.0,112557.0,112557.0,1301853.0,-218658.0,-401923.0,1398309.0,53236.0,81232.0,-186960.0,42598.0,1206750.0,-1087994.0,-515084.0,1114893.0
3/31/2020,4000987.8,2291607.8,1709380.0,1098330.6,611049.4,-69062.0,-79753.2,462234.2,107541.0,354693.2,354693.2,3.2079999999999997,3.116,102372.5,105039.05,510401.6,3389938.4,354693.2,435114.50999999995,12066.0,69062.0,-69062.0,531296.2,889970.4,2291607.8,358674.2,354693.2,-125809.75,-125809.75,990618.2,0.0,-25283.112500000003,6994270.0,2833817.75,4160452.25,6007200.5,4160452.25,898756.5,1566734.75,6116963.0,898756.5,1956510.75,904389.0,103326.75,103326.75,979380.2,-250841.0,-594854.8,1061900.4,96851.25,65502.5,-162520.4,37349.8,852910.0,-357193.25,-670828.6,816859.8
