Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,23630000.0,13479000.0,10151000.0,4485000.0,5666000.0,-508000.0,256000.0,5414000.0,1347000.0,4011000.0,4011000.0,8.14,8.06,492500.0,498000.0,5666000.0,17964000.0,4011000.0,4009497.6,103000.0,611000.0,-508000.0,6025000.0,6756000.0,13479000.0,731000.0,4011000.0,2000.0,2000.0,6754000.0,0.0,497.6,39895250.0,28995000.0,10900250.0,21906000.0,10706000.0,2107000.0,-8292000.0,1572250.0,22511250.0,-8292000.0,13912250.0,9645000.0,560641.64,499513.74500000005,61127.895000000004,4027000.0,-1699000.0,-1730000.0,13333000.0,1273000.0,549000.0,-398000.0,246000.0,2955000.0,-2013000.0,-1182000.0,3629000.0
12/31/2023,22736000.0,13099000.0,9637000.0,4355000.0,5282000.0,-500000.0,244000.0,5026000.0,1224000.0,3756000.0,3756000.0,7.6,7.53,494000.0,499000.0,5282000.0,17454000.0,3756000.0,3752215.0,78000.0,578000.0,-500000.0,5604000.0,6317000.0,13099000.0,713000.0,3756000.0,5000.0,5000.0,6312000.0,0.0,1215.0,48030000.0,35660000.0,12370000.0,24035000.0,12191000.0,1973000.0,-7670000.0,1953000.0,25654000.0,-7670000.0,15436000.0,10105000.0,560641.64,492006.14,68635.5,4258000.0,-1417000.0,-1119000.0,14152000.0,1119000.0,499000.0,-416000.0,199000.0,2315000.0,-412000.0,-1150000.0,3842000.0
12/31/2022,20720000.0,12071000.0,8649000.0,4369000.0,4280000.0,-454000.0,256000.0,4082000.0,995000.0,3050000.0,3050000.0,6.11,6.04,499000.0,505000.0,4280000.0,16440000.0,3050000.0,3034124.0,15000.0,469000.0,-454000.0,4551000.0,5270000.0,12071000.0,719000.0,3050000.0,21000.0,21000.0,5249000.0,0.0,5124.0,44114000.0,33365000.0,10749000.0,21747000.0,10520000.0,1977000.0,-8268000.0,1127000.0,22015000.0,-8268000.0,13472000.0,10053000.0,560641.64,494785.73,65855.91,3465000.0,-850000.0,-1046000.0,12102000.0,1049000.0,431000.0,-470000.0,126000.0,984000.0,-365000.0,-1950000.0,2995000.0
12/31/2021,19820000.0,11425000.0,8395000.0,4083000.0,4312000.0,-442000.0,338000.0,4208000.0,1034000.0,3143000.0,3143000.0,6.2,6.13,507000.0,513000.0,4312000.0,15508000.0,3143000.0,3097006.0,2000.0,444000.0,-442000.0,4652000.0,5399000.0,11425000.0,747000.0,3143000.0,61000.0,61000.0,5338000.0,0.0,15006.0,34388000.0,23166000.0,11222000.0,21942000.0,11009000.0,2212000.0,-8118000.0,1610000.0,21959000.0,-8118000.0,13162000.0,9198000.0,560641.64,503536.02,57105.62,3516000.0,-1164000.0,-1297000.0,11374000.0,1069000.0,441000.0,-406000.0,161000.0,743000.0,-1016000.0,-1159000.0,3110000.0
12/31/2020,17224000.0,10129000.0,7095000.0,4029000.0,3066000.0,-508000.0,235000.0,2793000.0,747000.0,2016000.0,2016000.0,3.98,3.94,506000.0,512000.0,3066000.0,14158000.0,2016000.0,2032126.0,7000.0,515000.0,-508000.0,3308000.0,4049000.0,10129000.0,741000.0,2016000.0,-22000.0,-22000.0,4071000.0,0.0,-5874.0,33049000.0,23789000.0,9260000.0,19900000.0,9104000.0,2266000.0,-9112000.0,1599000.0,20417000.0,-9112000.0,13579000.0,9224000.0,560641.64,507727.09,52914.55,3382000.0,-793000.0,-925000.0,10674000.0,1127500.0,480000.0,-348000.0,132000.0,1737000.0,-2515000.0,-132000.0,3034000.0
12/31/2019,20826000.0,12040600.0,8785400.0,4264200.0,4521200.0,-482400.0,265800.0,4304600.0,1069400.0,3195200.0,3195200.0,6.406000000000001,6.34,499700.0,505400.0,4521200.0,16304800.0,3195200.0,3184993.7199999997,41000.0,523400.0,-482400.0,4828000.0,5558200.0,12040600.0,730200.0,3195200.0,13400.0,13400.0,5544800.0,0.0,3193.72,39895250.0,28995000.0,10900250.0,21906000.0,10706000.0,2107000.0,-8292000.0,1572250.0,22511250.0,-8292000.0,13912250.0,9645000.0,560641.64,499513.74500000005,61127.895000000004,3729600.0,-1184600.0,-1223400.0,12327000.0,1127500.0,480000.0,-407600.0,172800.0,1746800.0,-1264200.0,-1114600.0,3322000.0
