Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"72,417,000.00","60,553,000.00","11,864,000.00","7,435,000.00","4,429,000.00","-1,747,000.00","10,000.00","2,692,000.00","234,000.00","2,262,000.00","2,262,000.00",1.72,1.72,"1,361,300.00","1,369,500.00","2,780,000.00","67,988,000.00","2,262,000.00","2,262,000.00","103,000.00","1,850,000.00","-1,747,000.00","4,542,000.00","8,806,000.00","60,553,000.00","4,264,000.00","2,262,000.00",--,--,"8,806,000.00",0.00,--,,,,,,,,,,,,,,,,"11,102,000.00","-1,877,000.00","-8,586,000.00","6,030,000.00",--,--,"-3,128,000.00","19,940,000.00","-12,275,000.00","-11,812,000.00","7,974,000.00"
12/31/2023,"68,920,000.00","56,831,000.00","12,089,000.00","6,748,000.00","5,341,000.00","-1,553,000.00","48,000.00","3,836,000.00","456,000.00","3,195,000.00","3,195,000.00",2.24,2.23,"1,426,000.00","1,435,400.00","3,561,000.00","63,579,000.00","3,195,000.00","3,195,000.00","100,000.00","1,653,000.00","-1,553,000.00","5,489,000.00","9,700,000.00","56,831,000.00","4,211,000.00","3,195,000.00",--,--,"9,700,000.00",0.00,--,"161,869,000.00","100,424,000.00","61,445,000.00","102,153,000.00","59,798,000.00","1,412,000.00","-29,300,000.00","1,656,000.00","103,625,000.00","-29,300,000.00","45,239,000.00","37,240,000.00","1,712,717.00","1,326,907.00","385,810.00","7,883,000.00","-3,039,000.00","-4,527,000.00","6,587,000.00","1,527,000.00","1,464,000.00","-3,166,000.00","22,914,000.00","-10,578,000.00","-12,870,000.00","4,717,000.00"
12/31/2022,"67,074,000.00","53,406,000.00","13,668,000.00","6,275,000.00","7,393,000.00","-1,230,000.00","-46,000.00","6,117,000.00","790,000.00","5,197,000.00","5,197,000.00",3.52,3.50,"1,475,500.00","1,485,900.00","5,504,000.00","59,681,000.00","5,197,000.00","5,216,000.00","70,000.00","1,300,000.00","-1,230,000.00","7,417,000.00","11,525,000.00","53,406,000.00","4,108,000.00","5,216,000.00",--,--,"11,525,000.00",0.00,--,"158,864,000.00","84,650,000.00","74,214,000.00","103,326,000.00","72,632,000.00","1,586,000.00","-18,031,000.00","3,329,000.00","104,546,000.00","-18,031,000.00","33,500,000.00","25,694,000.00","1,710,960.00","1,466,240.00","244,720.00","7,168,000.00","-2,829,000.00","-5,859,000.00","6,220,000.00","2,400,000.00","1,263,000.00","-2,775,000.00","1,000.00","-3,000.00","-2,803,000.00","4,393,000.00"
12/31/2021,"64,388,000.00","51,897,000.00","12,491,000.00","5,411,000.00","7,080,000.00","-1,294,000.00","-677,000.00","5,109,000.00","964,000.00","3,864,000.00","3,864,000.00",2.57,2.56,"1,501,600.00","1,508,500.00","5,136,000.00","57,308,000.00","3,864,000.00","4,423,339.00","36,000.00","1,330,000.00","-1,294,000.00","6,439,000.00","10,996,000.00","51,897,000.00","4,557,000.00","3,897,000.00","-649,000.00","-649,000.00","11,645,000.00",0.00,"-122,661.00","161,404,000.00","86,705,000.00","74,699,000.00","104,395,000.00","73,068,000.00","1,657,000.00","-19,884,000.00","6,601,000.00","104,553,000.00","-19,884,000.00","33,142,000.00","23,653,000.00","1,708,065.00","1,493,280.00","214,785.00","7,071,000.00","-1,364,000.00","-6,685,000.00","7,832,000.00","1,124,000.00","1,339,000.00","-2,442,000.00","4,062,000.00","-4,254,000.00","-2,327,000.00","4,629,000.00"
12/31/2020,"56,587,000.00","48,056,000.00","8,531,000.00","7,237,000.00","1,294,000.00","-1,366,000.00","-2,281,000.00","-2,353,000.00","575,000.00","-3,519,000.00","-3,519,000.00",-2.59,-2.59,"1,357,800.00","1,357,800.00","-1,889,000.00","55,293,000.00","-3,519,000.00","-828,410.00","42,000.00","1,408,000.00","-1,366,000.00","-945,000.00","3,211,000.00","48,056,000.00","4,156,000.00","-3,152,000.00","-3,183,000.00","-3,183,000.00","6,394,000.00",0.00,"-859,410.00","162,153,000.00","88,269,000.00","73,884,000.00","103,189,000.00","72,163,000.00","1,516,000.00","-22,661,000.00","7,528,000.00","103,986,000.00","-22,661,000.00","33,339,000.00","23,021,000.00","1,706,173.00","1,519,439.00","186,734.00","3,606,000.00","3,102,000.00","-5,274,000.00","8,802,000.00","1,716,000.00","1,628,000.00","-1,967,000.00","2,004,000.00","-16,082,000.00","-47,000.00","1,639,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
