Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,96307000.0,23137000.0,73170000.0,13588000.0,59582000.0,1080000.0,459000.0,61121000.0,8113000.0,53008000.0,53008000.0,2.15,2.13,24631500.0,24900500.0,59582000.0,36725000.0,53008000.0,53008000.0,1331000.0,251000.0,1080000.0,61372000.0,62974000.0,23137000.0,1602000.0,53008000.0,-1353000.0,-1353000.0,62974000.0,0.0,-284130.0,44972000.0,17826000.0,27146000.0,35914000.0,27146000.0,986000.0,20844000.0,21712000.0,36788750.0,20844000.0,10628750.0,6266250.0,28240341.43,24790341.43,13750288.48,48664000.0,-18156000.0,-27819000.0,8571000.0,13670000.0,222500.0,-1878000.0,4972500.0,-1250000.0,-21364000.0,46786000.0
1/31/2024,60922000.0,16621000.0,44301000.0,11329000.0,32972000.0,609000.0,237000.0,33818000.0,4058000.0,29760000.0,29760000.0,1.21,1.19,24690000.0,24940000.0,32972000.0,27950000.0,29760000.0,29760000.0,866000.0,257000.0,609000.0,34075000.0,35583000.0,16621000.0,1508000.0,29760000.0,-1353000.0,-1353000.0,35583000.0,0.0,-284130.0,65728000.0,22750000.0,42978000.0,51437000.0,42978000.0,1347000.0,37436000.0,33714000.0,52687000.0,37436000.0,11056000.0,2429000.0,24640000.0,24640000.0,13750288.48,28090000.0,-10566000.0,-13633000.0,7280000.0,6549000.0,252000.0,-1069000.0,4972500.0,-1250000.0,-9533000.0,27021000.0
1/31/2023,26974000.0,11618000.0,15356000.0,9779000.0,5577000.0,5000.0,-1401000.0,4181000.0,-187000.0,4368000.0,4368000.0,0.18,0.17,24870000.0,25070000.0,4224000.0,21397000.0,4368000.0,5436870.0,267000.0,262000.0,5000.0,4443000.0,5987000.0,11618000.0,1544000.0,4368000.0,-1353000.0,-1353000.0,7340000.0,0.0,-284130.0,41182000.0,19081000.0,22101000.0,31804000.0,22101000.0,1078000.0,16053000.0,16510000.0,33054000.0,16053000.0,12031000.0,7564000.0,24661365.72,24661365.72,13750288.48,5641000.0,7375000.0,-11617000.0,3389000.0,1404000.0,254000.0,-1833000.0,4972500.0,-1166666.6666666667,-10039000.0,3808000.0
1/31/2022,26914000.0,9439000.0,17475000.0,7434000.0,10041000.0,-207000.0,107000.0,9941000.0,189000.0,9752000.0,9752000.0,0.39,0.39,24960000.0,25350000.0,10041000.0,16873000.0,9752000.0,9752000.0,29000.0,236000.0,-207000.0,10177000.0,11351000.0,9439000.0,1174000.0,9752000.0,-1353000.0,-1353000.0,11351000.0,0.0,-284130.0,44187000.0,17575000.0,26612000.0,37558000.0,26612000.0,885000.0,19924000.0,24494000.0,37558000.0,19924000.0,11831000.0,8956000.0,25060000.0,25060000.0,13750288.48,9108000.0,-9830000.0,1865000.0,1990000.0,396000.0,246000.0,-976000.0,4977000.0,-1000000.0,-13645333.333333334,8132000.0
1/31/2021,16675000.0,6279000.0,10396000.0,5864000.0,4532000.0,-127000.0,4000.0,4409000.0,77000.0,4332000.0,4332000.0,0.18,0.17,24680000.0,25120000.0,4532000.0,12143000.0,4332000.0,4332000.0,57000.0,184000.0,-127000.0,4593000.0,5691000.0,6279000.0,1098000.0,4332000.0,-1353000.0,-1353000.0,5691000.0,0.0,-284130.0,28791000.0,11898000.0,16893000.0,22857000.0,16893000.0,634000.0,9963000.0,12130000.0,23856000.0,9963000.0,7597000.0,6116000.0,38600000.0,24800000.0,13800000.0,5822000.0,-19675000.0,3804000.0,847000.0,249000.0,138000.0,-1128000.0,4968000.0,-1166666.6666666667,-13645333.333333334,4694000.0
1/31/2020,45558400.0,13418800.0,32139600.0,9598800.0,22540800.0,272000.0,-118800.0,22694000.0,2450000.0,20244000.0,20244000.0,0.8220000000000001,0.8099999999999999,24766300.0,25076100.0,22270200.0,23017600.0,20244000.0,20457774.0,510000.0,238000.0,272000.0,22932000.0,24317200.0,13418800.0,1385200.0,20244000.0,-1353000.0,-1353000.0,24587800.0,0.0,-284130.0,44972000.0,17826000.0,27146000.0,35914000.0,27146000.0,986000.0,20844000.0,21712000.0,36788750.0,20844000.0,10628750.0,6266250.0,28240341.43,24790341.43,13700576.96,19465000.0,-10170400.0,-9480000.0,4415400.0,4453600.0,222500.0,-1376800.0,4972500.0,-1166666.6666666667,-13645333.333333334,18088200.0
