Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"33,144,000.00","26,757,000.00","6,387,000.00","5,192,000.00","1,195,000.00","-177,000.00","137,000.00","1,155,000.00","169,000.00","924,000.00","924,000.00",3.02,2.97,"306,237.35","309,274.65","1,223,000.00","31,949,000.00","924,000.00","900,096.97",--,"-177,000.00","1,195,000.00","1,820,000.00","26,757,000.00","625,000.00","924,000.00","28,000.00","28,000.00","1,792,000.00",0.00,"4,096.97",,,,,,,,,,,,,,,"1,031,000.00","-1,618,000.00","321,000.00","1,091,000.00","408,000.00","270,000.00","-305,000.00","4,636,000.00","-3,428,000.00","-582,000.00","726,000.00"
12/31/2023,"31,949,000.00","25,675,000.00","6,274,000.00","5,184,000.00","1,090,000.00","-149,000.00","336,000.00","1,277,000.00","250,000.00","986,000.00","986,000.00",3.20,3.15,"308,430.08","312,550.94","1,117,000.00","30,859,000.00","986,000.00","964,130.00",--,"-149,000.00","1,090,000.00","1,712,000.00","25,675,000.00","622,000.00","986,000.00","27,000.00","27,000.00","1,685,000.00",0.00,"5,130.00","22,548,000.00","13,481,000.00","9,067,000.00","11,071,000.00","8,267,000.00","1,331,000.00","1,057,000.00","1,423,000.00","11,762,000.00","1,057,000.00","4,826,000.00","2,230,000.00","304,889.14","304,889.14","480,000.00","-681,000.00","154,000.00","1,371,000.00","467,000.00","191,000.00","-305,000.00","5,805,000.00","-4,664,000.00","-665,000.00","175,000.00"
12/31/2022,"30,828,000.00","24,239,000.00","6,589,000.00","5,262,000.00","1,327,000.00","-69,000.00","400,000.00","1,658,000.00","234,000.00","1,407,000.00","1,407,000.00",4.36,4.29,"322,813.35","327,696.12","1,512,000.00","29,501,000.00","1,407,000.00","1,249,620.00",--,"-69,000.00","1,327,000.00","1,940,000.00","24,239,000.00","613,000.00","1,407,000.00","183,000.00","183,000.00","1,757,000.00",0.00,"25,620.00","20,513,000.00","11,907,000.00","8,606,000.00","8,939,000.00","7,853,000.00","1,310,000.00","792,000.00","287,000.00","10,036,000.00","792,000.00","3,493,000.00","865,000.00","311,014.16","311,014.16","1,629,000.00","-832,000.00","-1,766,000.00","1,405,000.00","604,000.00","89,000.00","-260,000.00","1,872,000.00","-1,683,000.00","-1,850,000.00","1,369,000.00"
12/31/2021,"27,746,000.00","21,580,000.00","6,166,000.00","4,600,000.00","1,566,000.00","-50,000.00","894,000.00","2,410,000.00","568,000.00","1,837,000.00","1,837,000.00",5.48,5.41,"335,232.84","339,717.40","1,637,000.00","26,180,000.00","1,837,000.00","1,783,040.00","50,352.00","-50,000.00","1,566,000.00","2,092,000.00","21,580,000.00","526,000.00","1,837,000.00","71,000.00","71,000.00","2,021,000.00",0.00,"17,040.00","22,073,491.00","12,714,374.00","9,359,117.00","10,066,316.00","8,528,193.00","1,348,985.00","1,123,591.00","1,663,496.00","11,376,435.00","1,123,591.00","4,197,227.00","417,291.00","332,875.96","332,875.96","2,364,000.00","-1,281,000.00","-490,000.00","2,540,000.00","330,000.00","41,000.00","-210,000.00","597,000.00","-409,000.00","-369,000.00","2,154,000.00"
12/31/2020,"23,826,195.00","19,047,620.00","4,778,575.00","3,807,933.00","970,642.00","-67,753.00","67,080.00","969,969.00","214,101.00","751,989.00","751,989.00",2.24,2.22,"335,196.30","338,392.21","969,759.00","22,855,553.00","751,989.00","811,639.50","67,753.00","-67,753.00","970,642.00","1,472,370.00","19,047,620.00","501,728.00","751,989.00","-76,475.00","-76,475.00","1,548,845.00",0.00,"-16,824.50","18,039,143.00","10,533,483.00","7,505,660.00","8,458,528.00","7,078,326.00","1,325,321.00","1,888,804.00","1,701,648.00","9,849,336.00","1,888,804.00","4,096,331.00","874,822.00","335,561.35","335,561.35","1,830,779.00","-744,085.00","-222,756.00","2,039,247.00","51,681.00","67,463.00","-266,575.00","926,223.00","-1,360,027.00","-50,028.00","1,564,204.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"85,754.00",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
