Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Cash Flow from Discontinued Operation,End Cash Position,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,69411000.0,51022000.0,18389000.0,14070000.0,4319000.0,-260000.0,1134000.0,5193000.0,1064000.0,4653000.0,4653000.0,4.28,4.23,1089000.0,1100500.0,65092000.0,4745000.0,5018448.49,872000.0,1132000.0,-260000.0,6325000.0,8399000.0,51022000.0,2074000.0,4116000.0,-1135000.0,-1135000.0,9534000.0,0.0,-232551.51,201745250.0,166200750.0,35544500.0,69494500.0,6000.0,34229500.0,2526250.0,7023250.0,15627500.0,73006500.0,7018750.0,41303250.0,17507750.0,1093059.43,1093059.43,40.0,6858000.0,670000.0,-7311000.0,310000.0,12256000.0,2035000.0,-1704000.0,11000.0,-1450000.0,-6019000.0,5154000.0
12/31/2023,67954000.0,50392000.0,17562000.0,13988000.0,3574000.0,-379000.0,6998000.0,10191000.0,1162000.0,9186000.0,9186000.0,8.44,8.36,1089000.0,1099000.0,64380000.0,9481000.0,4722056.0,739000.0,1118000.0,-379000.0,11309000.0,13388000.0,50392000.0,2079000.0,9067000.0,4904000.0,4904000.0,8484000.0,0.0,559056.0,163045000.0,134465000.0,28580000.0,47089000.0,6000.0,27378000.0,1973000.0,8298000.0,8922000.0,48342000.0,8298000.0,22937000.0,3997000.0,1088416.0,1088416.0,40.0,5179000.0,3977000.0,-8613000.0,-1396000.0,18360000.0,1067000.0,-1595000.0,11000.0,-3360000.0,-7028000.0,3584000.0
12/31/2022,58099000.0,44272000.0,13827000.0,13551000.0,276000.0,-1003000.0,-74000.0,-799000.0,-3000.0,51000.0,51000.0,0.05,0.05,1096000.0,1096000.0,57823000.0,339000.0,205708.0,474000.0,1477000.0,-1003000.0,678000.0,3580000.0,44272000.0,2902000.0,-863000.0,-1073000.0,-1073000.0,4653000.0,0.0,-4292.0,188851000.0,153939000.0,34912000.0,54016000.0,6000.0,33690000.0,2089000.0,14591000.0,8954000.0,57749000.0,14585000.0,26148000.0,8249000.0,1089107.88,1089107.88,40.0,5916000.0,2270000.0,-5585000.0,-2627000.0,16464000.0,1561000.0,-1174000.0,16000.0,-11202000.0,-1192000.0,4742000.0
12/31/2021,56469000.0,43378000.0,13091000.0,12033000.0,1058000.0,-1205000.0,-5549000.0,-5695000.0,-757000.0,-6573000.0,-6573000.0,-6.16,-6.16,1098000.0,1098000.0,55411000.0,-6337000.0,-325306.0,585000.0,1790000.0,-1205000.0,-3905000.0,-1545000.0,43378000.0,2360000.0,-4868000.0,-4927000.0,-4927000.0,3382000.0,0.0,-384306.0,198874000.0,157262000.0,41612000.0,71133000.0,6000.0,40304000.0,2848000.0,4846000.0,14397000.0,75488000.0,4840000.0,38032000.0,19414000.0,1099027.21,1099027.21,40.0,3481000.0,21379000.0,-45397000.0,-1332000.0,15527000.0,2536000.0,-1113000.0,359000.0,-36510000.0,-107000.0,2368000.0
12/31/2020,75834000.0,57871000.0,17963000.0,17554000.0,409000.0,-3515000.0,9076000.0,5970000.0,-487000.0,5230000.0,5230000.0,4.64,4.64,1094125.0,1095125.0,75425000.0,5704000.0,-1626700.0,835400.0,3515000.0,-3515000.0,9485000.0,12949000.0,57871000.0,3464000.0,6615000.0,11290000.0,11290000.0,1659000.0,0.0,3048300.0,256211000.0,219137000.0,37074000.0,105740000.0,6000.0,35546000.0,3195000.0,358000.0,30237000.0,110447000.0,352000.0,78096000.0,38371000.0,1095686.63,1095686.63,40.0,3568000.0,16671000.0,-19852000.0,-623000.0,36985000.0,2976000.0,-1730000.0,15028000.0,-29632000.0,-3586500.0,1838000.0
12/31/2019,65553400.0,49387000.0,16166400.0,14239200.0,1927200.0,-1272400.0,2317000.0,2972000.0,195800.0,2509400.0,2509400.0,2.25,2.224,1093225.0,1097725.0,63626200.0,2786400.0,1598841.298,1507000.0,1806400.0,-1272400.0,4778400.0,7354200.0,49387000.0,2575800.0,2813400.0,1811800.0,1811800.0,5542400.0,0.0,597241.2980000001,201745250.0,166200750.0,35544500.0,69494500.0,6000.0,34229500.0,2526250.0,7023250.0,15627500.0,73006500.0,7018750.0,41303250.0,17507750.0,1093059.43,1093059.43,40.0,5000400.0,8993400.0,-17351600.0,-1133600.0,19918400.0,2035000.0,-1463200.0,3085000.0,-16430800.0,-3586500.0,3537200.0
