Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"23,180,000.00","18,724,000.00","4,456,000.00","240,000.00","4,216,000.00","-478,000.00","-280,000.00","3,458,000.00","745,000.00","2,692,000.00","2,692,000.00",3.01,3.01,"891,000.00","893,500.00","4,114,000.00","18,964,000.00","2,692,000.00","2,799,484.38","90,000.00","568,000.00","-478,000.00","4,026,000.00","5,072,000.00","18,724,000.00","1,046,000.00","2,692,000.00","-137,000.00","-137,000.00","5,209,000.00",0.00,"-29,515.62",,,,,,,,,,,,,,,,"3,852,000.00","-1,737,000.00","-1,865,000.00","2,355,000.00","511,000.00","450,000.00","-1,485,000.00",--,--,--,"-952,000.00","2,367,000.00"
12/31/2023,"23,018,000.00","18,658,000.00","4,360,000.00","175,000.00","4,185,000.00","-497,000.00","-325,000.00","3,363,000.00","701,000.00","2,638,000.00","2,638,000.00",2.93,2.92,"899,000.00","902,000.00","4,083,000.00","18,833,000.00","2,638,000.00","2,828,872.00","81,000.00","578,000.00","-497,000.00","3,941,000.00","4,939,000.00","18,658,000.00","998,000.00","2,638,000.00","-241,000.00","-241,000.00","5,180,000.00",0.00,"-50,128.00","24,683,000.00","15,250,000.00","9,433,000.00","17,027,000.00","9,391,000.00","1,173,000.00","6,541,000.00","5,935,000.00","17,027,000.00","6,541,000.00","8,809,000.00","5,372,000.00","1,065,051.74","889,051.74","176,000.00","3,458,000.00","-1,659,000.00","-1,671,000.00","2,264,000.00","616,000.00","460,000.00","-1,379,000.00","136,000.00",--,"-305,000.00","-800,000.00","2,079,000.00"
12/31/2022,"20,297,000.00","16,984,000.00","3,313,000.00","240,000.00","3,073,000.00","-463,000.00","-500,000.00","2,110,000.00","515,000.00","1,572,000.00","1,572,000.00",1.74,1.74,"904,000.00","908,000.00","2,707,000.00","17,224,000.00","1,572,000.00","1,903,128.00","29,000.00","492,000.00","-463,000.00","2,602,000.00","3,542,000.00","16,044,000.00","940,000.00","1,572,000.00","-438,000.00","-438,000.00","3,980,000.00",0.00,"-106,872.00","23,255,000.00","15,278,000.00","7,977,000.00","15,876,000.00","7,948,000.00","1,015,000.00","5,119,000.00","5,607,000.00","15,876,000.00","5,119,000.00","8,943,000.00","5,582,000.00","1,066,000.00","902,000.00","164,000.00","2,242,000.00","-967,000.00","-1,798,000.00","2,346,000.00","354,000.00","487,000.00","-1,011,000.00","229,000.00",--,"-1,242,000.00","-250,000.00","1,231,000.00"
12/31/2021,"15,295,000.00","13,279,000.00","2,016,000.00","240,000.00","1,776,000.00","-520,000.00","-4,000.00","1,252,000.00","-216,000.00","1,457,000.00","1,457,000.00",1.63,1.63,"892,000.00","892,000.00","1,800,000.00","13,519,000.00","1,457,000.00","1,435,100.00","9,000.00","529,000.00","-520,000.00","1,781,000.00","2,685,000.00","12,411,000.00","904,000.00","1,457,000.00","30,000.00","30,000.00","2,655,000.00",0.00,"8,100.00","22,321,000.00","15,593,000.00","6,728,000.00","15,840,000.00","6,713,000.00","1,085,000.00","3,870,000.00","5,637,000.00","15,840,000.00","3,870,000.00","10,212,000.00","6,083,000.00","1,066,000.00","896,000.00","170,000.00","1,911,000.00","-534,000.00","-838,000.00","3,044,000.00","214,000.00","517,000.00","-799,000.00","79,000.00",--,"-700,000.00",--,"1,112,000.00"
12/31/2020,"14,445,000.00","12,900,000.00","1,545,000.00","182,000.00","1,363,000.00","-505,000.00","-4,078,000.00","-3,220,000.00","-278,000.00","-2,945,000.00","-2,945,000.00",-3.34,-3.34,"881,000.00","881,000.00","-2,436,000.00","13,082,000.00","-2,945,000.00","680,838.00","38,000.00","543,000.00","-505,000.00","-2,677,000.00","-1,619,000.00","11,842,000.00","1,058,000.00","-2,945,000.00","-3,967,000.00","-3,967,000.00","2,348,000.00",0.00,"-341,162.00","20,680,000.00","15,697,000.00","4,983,000.00","14,106,000.00","4,974,000.00","1,009,000.00","2,170,000.00","5,054,000.00","14,801,000.00","2,170,000.00","10,836,000.00","7,264,000.00","1,066,000.00","885,000.00","181,000.00","1,881,000.00","-486,000.00","-1,007,000.00","2,563,000.00","300,000.00","509,000.00","-728,000.00","87,000.00","994,000.00","-1,654,000.00","-100,000.00","1,153,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
