Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,55121000.0,32292000.0,22829000.0,22320000.0,509000.0,489000.0,-985000.0,13000.0,-866000.0,975000.0,975000.0,0.24,0.24,4233000.0,4255000.0,-456000.0,54612000.0,975000.0,1753150.0,1331000.0,1023000.0,489000.0,1036000.0,11116000.0,32292000.0,10080000.0,975000.0,-985000.0,-985000.0,12101000.0,0.0,-206850.0,173793000.0,76373000.0,97420000.0,133877750.0,95860500.0,61855750.0,21764750.0,137309500.0,61855750.0,41449000.0,34220250.0,4124250.0,4124250.0,11517000.0,-24440000.0,15861000.0,11287000.0,2656000.0,940000.0,-24101000.0,1032000.0,9202000.0,-5320000.0,-8322000.0,-12584000.0
12/31/2023,54228000.0,32517000.0,21711000.0,21680000.0,31000.0,629000.0,102000.0,762000.0,-913000.0,1689000.0,1689000.0,0.4,0.4,4190000.0,4212000.0,93000.0,54197000.0,1689000.0,1608420.0,1335000.0,878000.0,629000.0,1640000.0,11242000.0,32517000.0,9602000.0,1689000.0,102000.0,102000.0,11140000.0,0.0,21420.0,191572000.0,81607000.0,109965000.0,152568000.0,105590000.0,73410000.0,15216000.0,154868000.0,73410000.0,49278000.0,42199000.0,4228000.0,4228000.0,11471000.0,-24041000.0,8505000.0,7079000.0,2621000.0,613000.0,-25750000.0,1032000.0,11391000.0,-4463000.0,-8322000.0,-14279000.0
12/31/2022,63054000.0,36188000.0,26866000.0,24530000.0,2336000.0,166000.0,5266000.0,7768000.0,-249000.0,8014000.0,8014000.0,1.95,1.94,4108000.0,4123000.0,2334000.0,60718000.0,8014000.0,3853860.0,589000.0,496000.0,166000.0,8264000.0,21299000.0,36188000.0,13035000.0,8014000.0,5266000.0,5266000.0,16033000.0,0.0,1105860.0,182103000.0,78817000.0,103286000.0,139107000.0,101423000.0,67814000.0,18252000.0,143430000.0,67814000.0,42007000.0,30863000.0,4137000.0,4137000.0,15433000.0,-10231000.0,1115000.0,11144000.0,4282000.0,459000.0,-25050000.0,1032000.0,10493000.0,-5329000.0,-8322000.0,-9617000.0
12/31/2021,79024000.0,35209000.0,43815000.0,21733000.0,22082000.0,-482000.0,103000.0,21703000.0,1835000.0,19868000.0,19868000.0,4.89,4.86,4059000.0,4090000.0,19456000.0,56942000.0,19868000.0,19773755.0,144000.0,597000.0,-482000.0,22300000.0,34092000.0,35209000.0,11792000.0,19868000.0,103000.0,103000.0,33989000.0,0.0,8755.0,168406000.0,73015000.0,95391000.0,128901000.0,95391000.0,61158000.0,31096000.0,133501000.0,61158000.0,38110000.0,33283000.0,4070000.0,4070000.0,29456000.0,-24283000.0,-6211000.0,4827000.0,2263000.0,545000.0,-20329000.0,1032000.0,4974000.0,-2500000.0,-2415000.0,9127000.0
12/31/2020,77867000.0,34255000.0,43612000.0,19736000.0,23876000.0,-504000.0,1706000.0,25078000.0,4179000.0,20899000.0,20899000.0,4.98,4.94,4199000.0,4232000.0,23678000.0,53991000.0,20899000.0,19477902.0,272000.0,629000.0,-504000.0,25707000.0,37946000.0,34255000.0,12239000.0,20899000.0,1706000.0,1706000.0,36240000.0,0.0,284902.0,153091000.0,72053000.0,81038000.0,114935000.0,81038000.0,45041000.0,22495000.0,117439000.0,45041000.0,36401000.0,30536000.0,4062000.0,4062000.0,35864000.0,-21524000.0,-12669000.0,5865000.0,2436000.0,594000.0,-14453000.0,1032000.0,10247000.0,-4525000.0,-14229000.0,21411000.0
12/31/2019,65858800.0,34092200.0,31766600.0,21999800.0,9766800.0,59600.0,1238400.0,11064800.0,797200.0,10289000.0,10289000.0,2.492,2.476,4157800.0,4182400.0,9021000.0,56092000.0,10289000.0,9293417.4,734200.0,724600.0,59600.0,11789400.0,23139000.0,34092200.0,11349600.0,10289000.0,1238400.0,1238400.0,21900600.0,0.0,242817.4,173793000.0,76373000.0,97420000.0,133877750.0,95860500.0,61855750.0,21764750.0,137309500.0,61855750.0,41449000.0,34220250.0,4124250.0,4124250.0,20748200.0,-20903800.0,1320200.0,8040400.0,2851600.0,630200.0,-21936600.0,1032000.0,9261400.0,-4427400.0,-8322000.0,-1188400.0
