Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,178093000.0,157271000.0,20822000.0,9282000.0,11540000.0,-172000.0,590000.0,11959000.0,1142000.0,11003000.0,11003000.0,8.96,8.9,1241500.0,1248500.0,11542000.0,166553000.0,11078000.0,11147647.04,704000.0,876000.0,-172000.0,12835000.0,25261000.0,157271000.0,12426000.0,11078000.0,-77000.0,-77000.0,25338000.0,0.0,-7352.96,254253250.0,190232500.0,64020750.0,136046500.0,59213000.0,963750.0,54196000.0,6290000.0,173141250.0,54196000.0,114892000.0,94412000.0,1375000.0,1375000.0,19381000.0,-16826000.0,-3403000.0,25905000.0,1072000.0,4120500.0,-25934000.0,895000.0,54098000.0,-44767000.0,-11592000.0,-6553000.0
12/31/2023,171842000.0,152704000.0,19138000.0,9840000.0,9298000.0,198000.0,908000.0,10403000.0,563000.0,10022000.0,10022000.0,7.35,7.32,1364000.0,1369000.0,9298000.0,162544000.0,10127000.0,10199842.0,1109000.0,911000.0,198000.0,11314000.0,23202000.0,152704000.0,11888000.0,10127000.0,-77000.0,-77000.0,23279000.0,0.0,-4158.0,273064000.0,204757000.0,68307000.0,147059000.0,64286000.0,907000.0,59445000.0,7173000.0,186027000.0,59445000.0,122648000.0,102888000.0,1200000.0,1200000.0,20930000.0,-14663000.0,-6353000.0,21917000.0,1726000.0,5515000.0,-24610000.0,895000.0,50963000.0,-44675000.0,-11115000.0,-3680000.0
12/31/2022,156735000.0,135754000.0,20981000.0,10667000.0,10314000.0,-527000.0,1809000.0,11597000.0,1888000.0,8915000.0,8915000.0,6.17,6.13,1445000.0,1454000.0,10315000.0,146421000.0,9934000.0,10131532.0,460000.0,987000.0,-527000.0,12584000.0,23874000.0,135754000.0,11290000.0,9934000.0,-236000.0,-236000.0,24110000.0,0.0,-38468.0,264037000.0,191753000.0,72284000.0,143713000.0,67792000.0,967000.0,62858000.0,9278000.0,182491000.0,62858000.0,115666000.0,95546000.0,1400000.0,1400000.0,16043000.0,-17882000.0,383000.0,21948000.0,1191000.0,3606000.0,-21187000.0,895000.0,45813000.0,-39606000.0,-2500000.0,-5144000.0
12/31/2021,127004000.0,109126000.0,17878000.0,8554000.0,9324000.0,-804000.0,4196000.0,12716000.0,2771000.0,9837000.0,9837000.0,6.78,6.7,1451000.0,1468000.0,9324000.0,117680000.0,10019000.0,9572478.0,146000.0,950000.0,-804000.0,13666000.0,25717000.0,109126000.0,12051000.0,10019000.0,571000.0,571000.0,25146000.0,0.0,124478.0,244718000.0,178903000.0,65815000.0,135403000.0,59744000.0,1012000.0,54671000.0,7695000.0,169123000.0,54671000.0,110391000.0,89312000.0,1500000.0,1500000.0,15188000.0,-16355000.0,1744000.0,23542000.0,652000.0,3403000.0,-22111000.0,1736000.0,45300000.0,-47806000.0,-6324250.0,-6923000.0
12/31/2020,122485000.0,108813000.0,13672000.0,7038000.0,6634000.0,-857000.0,2318000.0,8095000.0,1774000.0,6247000.0,6247000.0,4.36,4.33,1433000.0,1442000.0,6634000.0,115851000.0,6427000.0,6220035.0,241000.0,1098000.0,-857000.0,9193000.0,22008000.0,108813000.0,12815000.0,6427000.0,265000.0,265000.0,21743000.0,0.0,58035.0,235194000.0,185517000.0,49677000.0,118011000.0,45030000.0,969000.0,39810000.0,1014000.0,154924000.0,39810000.0,110863000.0,89902000.0,1400000.0,1400000.0,16670000.0,-21826000.0,5552000.0,23117000.0,719000.0,3958000.0,-20533000.0,492000.0,78527000.0,-72663000.0,-90000.0,-3863000.0
12/31/2019,151231800.0,132733600.0,18498200.0,9076200.0,9422000.0,-432400.0,1964200.0,10954000.0,1627600.0,9204800.0,9204800.0,6.724000000000001,6.675999999999999,1386900.0,1396300.0,9422600.0,141809800.0,9517000.0,9454306.808,532000.0,964400.0,-432400.0,11918400.0,24012400.0,132733600.0,12094000.0,9517000.0,89200.0,89200.0,23923200.0,0.0,26506.808,254253250.0,190232500.0,64020750.0,136046500.0,59213000.0,963750.0,54196000.0,6290000.0,173141250.0,54196000.0,114892000.0,94412000.0,1375000.0,1375000.0,17642400.0,-17510400.0,-415400.0,23285800.0,1072000.0,4120500.0,-22875000.0,457000.0,54940200.0,-49903400.0,-6324250.0,-5232600.0
