Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"19,989,000.00","8,057,000.00","11,932,000.00","7,591,000.00","4,341,000.00","-238,000.00","-182,000.00","3,921,000.00","919,000.00","2,840,000.00","2,840,000.00",3.45,3.43,"822,850.00","825,600.00","4,240,000.00","15,648,000.00","2,840,000.00","2,867,562.36",--,--,"-238,000.00","3,935,000.00","4,536,000.00","8,057,000.00","601,000.00","2,840,000.00","-36,000.00","-36,000.00","4,572,000.00",0.00,"-8,437.64",,,,,,,,,,,,,,,,"3,959,000.00","-608,000.00","-3,044,000.00","1,126,000.00","992,000.00","312,000.00","-601,000.00",--,"-500,000.00","-1,566,000.00","3,358,000.00"
12/31/2023,"19,457,000.00","8,131,000.00","11,326,000.00","7,241,000.00","4,085,000.00","-232,000.00","-461,000.00","3,392,000.00","937,000.00","2,300,000.00","2,300,000.00",2.78,2.77,"827,400.00","829,200.00","3,984,000.00","15,372,000.00","2,300,000.00","2,326,064.00","55,000.00","287,000.00","-232,000.00","3,679,000.00","4,246,000.00","7,636,000.00","567,000.00","2,300,000.00","-36,000.00","-36,000.00","4,282,000.00",0.00,"-9,936.00","16,393,000.00","15,436,000.00","957,000.00","8,828,000.00","609,000.00","515,000.00","-4,688,000.00","538,000.00","9,158,000.00","-4,688,000.00","9,064,000.00","7,583,000.00","1,465,706.36","821,412.77","644,293.59","3,745,000.00","-742,000.00","-2,793,000.00","966,000.00","937,000.00","280,000.00","-705,000.00","1,495,000.00","-903,000.00","-1,128,000.00","3,040,000.00"
12/31/2022,"17,967,000.00","7,719,000.00","10,248,000.00","6,631,000.00","3,617,000.00","-153,000.00","-804,000.00","2,660,000.00","693,000.00","1,785,000.00","1,785,000.00",2.13,2.13,"836,400.00","838,800.00","2,893,000.00","14,350,000.00","1,785,000.00","2,280,869.00","14,000.00","167,000.00","-153,000.00","2,827,000.00","3,372,000.00","7,254,000.00","545,000.00","1,785,000.00","-671,000.00","-671,000.00","4,043,000.00",0.00,"-175,131.00","15,731,000.00","14,925,000.00","806,000.00","9,142,000.00","401,000.00","505,000.00","-4,871,000.00","1,109,000.00","9,167,000.00","-4,871,000.00","9,271,000.00","7,991,000.00","1,465,706.36","830,212.61","635,493.75","2,556,000.00","-1,601,000.00","-952,000.00","775,000.00","945,000.00","151,000.00","-696,000.00","1,513,000.00","-406,000.00","-1,308,000.00","1,860,000.00"
12/31/2021,"17,421,000.00","7,046,000.00","10,375,000.00","6,465,000.00","3,910,000.00","-100,000.00","-723,000.00","3,087,000.00","749,000.00","2,166,000.00","2,166,000.00",2.56,2.55,"845,000.00","848,300.00","3,332,000.00","13,511,000.00","2,166,000.00","2,648,966.00","17,000.00","117,000.00","-100,000.00","3,204,000.00","3,760,000.00","6,579,000.00","556,000.00","2,166,000.00","-638,000.00","-638,000.00","4,398,000.00",0.00,"-155,034.00","15,040,000.00","14,069,000.00","971,000.00","7,803,000.00","609,000.00","588,000.00","-5,137,000.00","346,000.00","7,854,000.00","-5,137,000.00","7,833,000.00","6,413,000.00","1,465,706.36","840,480.28","625,226.08","3,325,000.00","-592,000.00","-2,774,000.00","832,000.00","890,000.00","194,000.00","-567,000.00","699,000.00","-703,000.00","-1,320,000.00","2,758,000.00"
12/31/2020,"16,471,000.00","6,454,000.00","10,017,000.00","6,142,000.00","3,875,000.00","-164,000.00","-64,000.00","3,647,000.00","787,000.00","2,695,000.00","2,695,000.00",3.15,3.14,"856,800.00","859,300.00","3,885,000.00","12,596,000.00","2,695,000.00","2,696,568.00","19,000.00","183,000.00","-164,000.00","3,830,000.00","4,369,000.00","6,003,000.00","539,000.00","2,695,000.00","-2,000.00","-2,000.00","4,371,000.00",0.00,-432.00,"15,920,000.00","14,819,000.00","1,101,000.00","8,077,000.00","743,000.00","613,000.00","-5,975,000.00","-66,000.00","8,344,000.00","-5,975,000.00","8,214,000.00","6,713,000.00","1,465,706.36","849,893.60","615,812.76","3,719,000.00","-779,000.00","-2,919,000.00","888,000.00","845,000.00","188,000.00","-410,000.00",--,"-1,085,000.00","-1,476,000.00","3,309,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
