Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,2675907.0,573327.0,2102580.0,756421.0,1346159.0,-416709.0,-379219.0,550231.0,41347.0,514319.0,514319.0,4.76,4.75,107973.0,108442.0,1136119.0,1329748.0,514319.0,712670.84,25167.0,421414.0,-416709.0,971645.0,1464648.0,573327.0,493003.0,514319.0,-214468.0,-214468.0,1679116.0,0.0,-16116.16,9930799.75,15044739.0,-5113939.25,6830209.75,-5138745.75,2248098.25,-7936612.25,-309179.75,7008996.0,-7936612.25,14395840.0,11890718.5,108705.5,108705.5,1466338.0,-416418.0,-1010265.0,295164.0,26637.0,388364.0,-231959.0,2519815.0,-2836750.0,-300029.0,1234379.0
12/31/2023,2711584.0,612622.0,2098962.0,984245.0,1114717.0,-438209.0,-128005.0,548503.0,51088.0,501812.0,501812.0,4.64,4.61,108204.0,108907.0,923659.0,1596867.0,501812.0,675074.71,18305.0,436241.0,-438209.0,984744.0,1701053.0,612622.0,716309.0,501812.0,-191058.0,-191058.0,1892111.0,0.0,-17795.29,10178441.0,15314276.0,-5135835.0,6510288.0,-5170882.0,2139150.0,-7626479.0,-878992.0,7153433.0,-7626479.0,14463465.0,12115768.0,108050.0,108050.0,1544393.0,-468246.0,-1017218.0,250946.0,25581.0,396593.0,-236698.0,190000.0,-730000.0,-100010.0,1307695.0
12/31/2022,2633454.0,668650.0,1964804.0,969429.0,995375.0,-409595.0,-59937.0,525843.0,66044.0,461429.0,461429.0,4.27,4.22,107957.0,109386.0,925408.0,1638079.0,461429.0,522990.51,10133.0,399893.0,-409595.0,925736.0,1633312.0,668650.0,707576.0,461429.0,-70404.0,-70404.0,1703716.0,0.0,-8842.49,10585041.0,15829621.0,-5244580.0,7567847.0,-5276315.0,2302993.0,-8052787.0,-214031.0,7591847.0,-8052787.0,15171155.0,12724454.0,107997.0,107997.0,1285700.0,-1393654.0,-135474.0,189283.0,32320.0,347659.0,-214443.0,1814885.0,-1245000.0,-431666.0,1071257.0
12/31/2021,2308834.0,545484.0,1763350.0,920190.0,843160.0,-416145.0,-174451.0,252564.0,14940.0,237624.0,237624.0,2.17,2.14,109328.0,111177.0,782495.0,1465674.0,237624.0,331865.79,3448.0,400004.0,-416145.0,652568.0,1352729.0,545484.0,700161.0,237624.0,-100167.0,-100167.0,1452896.0,0.0,-5925.21,9801699.0,15067853.0,-5266154.0,6995290.0,-5283404.0,2219850.0,-8086651.0,-1885.0,7019290.0,-8086651.0,14522544.0,11935416.0,108956.0,108956.0,1189896.0,-1423260.0,339264.0,435626.0,25568.0,360515.0,-133694.0,6344378.0,-5170909.0,-582578.0,1056202.0
12/31/2020,2083138.0,476528.0,1606610.0,916237.0,690373.0,-409821.0,-298301.0,-17749.0,-41796.0,24104.0,24104.0,0.22,0.21,111532.0,113465.0,633694.0,1392765.0,24104.0,79687.66,2981.0,392744.0,-409821.0,374995.0,1096965.0,476528.0,721970.0,24104.0,-76142.0,-76142.0,1173107.0,0.0,-20558.34,9158018.0,13967206.0,-4809188.0,6247414.0,-4824382.0,2330400.0,-7980532.0,-141811.0,6271414.0,-7980532.0,13426196.0,10787236.0,109819.0,109819.0,1126033.0,-446366.0,-469017.0,342808.0,20275.0,351886.0,-128566.0,3710379.0,-2964143.0,-859335.0,997467.0
12/31/2019,2482583.4,575322.2,1907261.2,909304.4,997956.8,-418095.8,-207982.6,371878.4,26324.6,347857.6,347857.6,3.2119999999999997,3.186,108998.8,110275.4,880275.0,1484626.6,347857.6,464457.90199999994,12006.8,410059.2,-418095.8,781937.6,1449741.4,575322.2,667803.8,347857.6,-130447.8,-130447.8,1580189.2,0.0,-13847.497999999998,9930799.75,15044739.0,-5113939.25,6830209.75,-5138745.75,2248098.25,-7936612.25,-309179.75,7008996.0,-7936612.25,14395840.0,11890718.5,108705.5,108705.5,1322472.0,-829588.8,-458542.0,302765.4,26076.2,369003.4,-189072.0,2915891.4,-2589360.4,-454723.6,1133400.0
