Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"42,346,000.00","25,085,000.00","17,261,000.00","9,790,000.00","7,471,000.00","-337,000.00","-275,000.00","6,859,000.00","594,000.00","-79,000.00","6,220,000.00","6,220,000.00",16.19,16.12,"384,000.00","385,500.00","7,201,000.00","34,875,000.00","6,220,000.00","6,466,617.58","1,129,000.00","1,466,000.00","-337,000.00","8,325,000.00","11,644,000.00","25,085,000.00","3,319,000.00","6,220,000.00","-270,000.00","-270,000.00","11,914,000.00",0.00,"-23,382.42",,,,,,,,,,,,,,,"9,348,000.00","-3,840,000.00","-1,509,000.00","7,153,000.00",--,--,"-1,385,000.00","7,146,000.00","-5,276,000.00","-3,000,000.00","7,963,000.00"
12/31/2023,"42,857,000.00","25,757,000.00","17,100,000.00","9,782,000.00","7,318,000.00","-496,000.00","-524,000.00","6,298,000.00","284,000.00","-59,000.00","5,995,000.00","5,995,000.00",15.52,15.45,"386,000.00","388,000.00","6,859,000.00","35,539,000.00","5,995,000.00","6,433,345.00","879,000.00","1,375,000.00","-496,000.00","7,673,000.00","11,079,000.00","25,757,000.00","3,406,000.00","5,995,000.00","-459,000.00","-459,000.00","11,538,000.00",0.00,"-20,655.00","98,726,000.00","51,884,000.00","46,842,000.00","78,043,000.00","46,735,000.00","-13,955,000.00","10,577,000.00","81,652,000.00","-13,955,000.00","34,917,000.00","26,840,000.00","442,188.63","386,647.34","55,541.29","8,406,000.00","-5,142,000.00","-3,622,000.00","8,097,000.00","1,482,000.00","1,385,000.00","-1,479,000.00","7,562,000.00","-7,717,000.00","-3,000,000.00","6,927,000.00"
12/31/2022,"44,915,000.00","25,944,000.00","18,971,000.00","10,464,000.00","8,507,000.00","-454,000.00","-218,000.00","7,835,000.00","703,000.00","-172,000.00","6,950,000.00","6,950,000.00",17.75,17.63,"392,000.00","394,000.00","8,393,000.00","36,408,000.00","6,950,000.00","7,053,740.00","272,000.00","726,000.00","-454,000.00","8,561,000.00","11,942,000.00","25,944,000.00","3,381,000.00","6,950,000.00","-114,000.00","-114,000.00","12,056,000.00",0.00,"-10,260.00","97,154,000.00","53,006,000.00","44,148,000.00","72,887,000.00","43,978,000.00","-14,660,000.00","8,219,000.00","78,466,000.00","-14,660,000.00","34,488,000.00","25,964,000.00","440,668.11","390,510.84","50,157.28","9,154,000.00","-2,159,000.00","-2,810,000.00","8,537,000.00","1,234,000.00","667,000.00","-2,243,000.00","4,719,000.00","-4,065,000.00","-3,000,000.00","6,911,000.00"
12/31/2021,"39,211,000.00","19,573,000.00","19,638,000.00","9,413,000.00","10,225,000.00","-493,000.00","-891,000.00","8,841,000.00","1,109,000.00","-4,000.00","7,725,000.00","7,725,000.00",19.62,19.46,"394,000.00","397,000.00","10,028,000.00","28,986,000.00","7,725,000.00","7,897,375.00","43,000.00","536,000.00","-493,000.00","9,377,000.00","11,969,000.00","19,573,000.00","2,592,000.00","7,725,000.00","-197,000.00","-197,000.00","12,166,000.00",0.00,"-24,625.00","95,123,000.00","54,146,000.00","40,977,000.00","73,126,000.00","40,793,000.00","-21,244,000.00","6,677,000.00","75,663,000.00","-21,244,000.00","34,870,000.00","30,393,000.00","439,154.74","394,434.63","44,720.11","9,312,000.00","-21,932,000.00","6,581,000.00","4,491,000.00","2,182,000.00","555,000.00","-2,523,000.00","20,649,000.00","-11,738,000.00","-2,000,000.00","6,789,000.00"
12/31/2020,"32,218,000.00","16,214,000.00","16,004,000.00","8,111,000.00","7,893,000.00","-488,000.00","-175,000.00","7,230,000.00","850,000.00","-3,000.00","6,375,000.00","6,375,000.00",16.09,15.96,"396,000.00","399,000.00","7,794,000.00","24,325,000.00","6,375,000.00","6,462,318.00","65,000.00","553,000.00","-488,000.00","7,783,000.00","10,108,000.00","16,214,000.00","2,325,000.00","6,375,000.00","-99,000.00","-99,000.00","10,207,000.00",0.00,"-11,682.00","69,052,000.00","34,535,000.00","34,517,000.00","53,614,000.00","34,507,000.00","-4,219,000.00","11,653,000.00","56,242,000.00","-4,219,000.00","21,735,000.00","11,410,000.00","437,088.30","396,670.51","40,417.79","8,289,000.00","-1,510,000.00","959,000.00","10,336,000.00","1,324,000.00","471,000.00","-1,474,000.00","3,847,000.00","-1,097,000.00","-1,500,000.00","6,815,000.00"
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
