Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"2,324,646.00","273,328.00","2,051,318.00","1,447,747.00","603,571.00","-14,123.00","-4,641.00","584,807.00","89,731.00","495,076.00","495,076.00",5.00,4.98,"86,867.25","87,473.25","603,571.00","1,721,075.00","495,076.00","500,336.54","35,311.00","49,434.00","-14,123.00","634,241.00","773,145.00","158,550.00","138,904.00","495,076.00","-6,214.00","-6,214.00","779,359.00",0.00,-953.46,,,,,,,,,,,,,,,,"757,020.00","-73,790.00","-56,481.00","1,104,624.00","121,019.00","48,214.00","-37,117.00",--,--,--,"719,903.00"
12/31/2023,"2,269,949.00","271,298.00","1,998,651.00","1,372,516.00","626,135.00","-27,557.00","-6,440.00","592,138.00","91,726.00","500,412.00","500,412.00",5.76,5.73,"86,833.00","87,386.00","626,135.00","1,643,814.00","500,412.00","505,662.83","19,588.00","47,145.00","-27,557.00","639,283.00","771,787.00","161,306.00","132,504.00","500,412.00","-6,214.00","-6,214.00","778,001.00",0.00,-963.17,"7,322,875.00","1,932,511.00","5,390,364.00","6,144,255.00","5,390,364.00","100,505.00","749,073.00","1,160,273.00","6,144,255.00","749,073.00","854,396.00",--,"95,267.31","86,905.86","8,361.45","717,122.00","-240,042.00","-231,319.00","860,201.00","144,117.00","46,069.00","-25,318.00",--,--,"-196,494.00","691,804.00"
12/31/2022,"2,065,553.00","250,641.00","1,814,912.00","1,222,254.00","592,658.00","-17,009.00",-334.00,"575,315.00","51,605.00","523,710.00","523,710.00",6.02,5.99,"87,051.00","87,490.00","592,658.00","1,472,895.00","523,710.00","523,764.60","5,717.00","22,726.00","-17,009.00","598,041.00","712,604.00","151,800.00","114,563.00","523,710.00",-60.00,-60.00,"712,664.00",0.00,-5.40,"6,687,945.00","1,822,094.00","4,865,851.00","5,619,425.00","4,865,851.00","112,802.00","398,401.00","869,286.00","5,619,425.00","398,401.00","866,376.00","139,183.00","95,267.31","86,949.92","8,317.39","631,003.00","-411,368.00","-245,508.00","614,391.00","115,339.00","20,844.00","-24,370.00",--,--,"-205,571.00","606,633.00"
12/31/2021,"1,906,715.00","257,984.00","1,648,731.00","1,135,460.00","513,271.00","-10,327.00","12,410.00","515,354.00","60,727.00","454,627.00","454,627.00",5.22,5.16,"87,100.00","88,102.00","513,271.00","1,393,444.00","454,627.00","454,627.00","2,078.00","12,405.00","-10,327.00","527,759.00","634,626.00","166,330.00","106,867.00","454,627.00","12,945.00","12,945.00","634,626.00",0.00,--,"6,324,314.00","1,840,266.00","4,484,048.00","5,237,624.00","4,484,048.00","104,378.00","311,658.00","860,082.00","5,237,624.00","311,658.00","857,954.00","85,909.00","95,267.31","87,078.98","8,188.33","549,482.00","-536,813.00","-245,852.00","667,667.00","130,426.00","11,146.00","-23,018.00",--,"-45,000.00","-134,679.00","526,464.00"
12/31/2020,"1,681,297.00","225,264.00","1,456,033.00","959,677.00","496,356.00","-5,915.00","3,484.00","493,925.00","60,038.00","433,887.00","433,887.00",5.05,4.97,"85,840.00","87,288.00","496,356.00","1,184,941.00","433,887.00","430,854.39","5,073.00","10,988.00","-5,915.00","504,913.00","590,188.00","156,588.00","85,275.00","433,887.00","3,454.00","3,454.00","586,734.00",0.00,421.39,"5,940,590.00","1,842,718.00","4,097,872.00","4,895,990.00","4,097,872.00","120,940.00","364,701.00","990,412.00","4,895,990.00","364,701.00","919,058.00",--,"95,266.32","86,572.51","8,693.81","547,310.00","-614,253.00","96,597.00","912,672.00","54,174.00","11,941.00","-35,370.00","375,000.00","-75,000.00","-161,029.00","511,940.00"
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"500,000.00",--,--,--
