Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"84,023,000.00","56,120,000.00","27,903,000.00","17,419,000.00","10,484,000.00","-1,362,000.00",--,"9,122,000.00","2,192,000.00","6,913,000.00","6,913,000.00",12.13,12.11,"572,000.00","574,000.00","10,484,000.00","73,539,000.00","6,930,000.00","6,930,000.00","124,000.00","1,486,000.00","-1,362,000.00","10,608,000.00","12,557,000.00","55,898,000.00","1,949,000.00","6,930,000.00",--,--,"12,557,000.00",0.00,--,,,,,,,,,,,,,,,"9,587,000.00","-1,986,000.00","-6,735,000.00","4,360,000.00",--,--,"-2,007,000.00",--,"-603,000.00","-3,712,000.00","7,580,000.00"
1/31/2024,"86,377,000.00","57,533,000.00","28,844,000.00","17,287,000.00","11,557,000.00","-1,382,000.00",--,"10,175,000.00","2,449,000.00","7,706,000.00","7,706,000.00",13.23,13.20,"582,000.00","584,000.00","11,557,000.00","74,820,000.00","7,726,000.00","7,726,000.00","101,000.00","1,483,000.00","-1,382,000.00","11,658,000.00","13,581,000.00","57,327,000.00","1,923,000.00","7,726,000.00",--,--,"13,581,000.00",0.00,--,"41,795,000.00","56,845,000.00","-15,050,000.00","20,334,000.00","-15,050,000.00","4,224,000.00","-15,050,000.00","3,503,000.00","20,871,000.00","-15,050,000.00","40,145,000.00","35,000,000.00","574,000.00","574,000.00","8,140,000.00","-1,901,000.00","-6,666,000.00","921,000.00","3,700,000.00","1,464,000.00","-1,964,000.00","2,983,000.00","-601,000.00","-6,138,000.00","6,176,000.00"
1/31/2023,"97,059,000.00","64,802,000.00","32,257,000.00","22,098,000.00","10,159,000.00","-1,123,000.00",--,"9,036,000.00","2,599,000.00","6,416,000.00","6,416,000.00",10.20,10.17,"629,000.00","631,000.00","10,159,000.00","86,900,000.00","6,437,000.00","6,437,000.00","37,000.00","1,160,000.00","-1,123,000.00","10,196,000.00","12,177,000.00","64,587,000.00","1,981,000.00","6,437,000.00",--,--,"12,177,000.00",0.00,--,"43,708,000.00","57,962,000.00","-14,254,000.00","18,622,000.00","-14,254,000.00","4,034,000.00","-14,254,000.00","1,931,000.00","19,706,000.00","-14,254,000.00","37,994,000.00","32,612,000.00","601,000.00","601,000.00","8,589,000.00","-1,309,000.00","-7,049,000.00","1,348,000.00","1,720,000.00","976,000.00","-1,829,000.00","9,667,000.00","-867,000.00","-14,124,000.00","6,760,000.00"
1/31/2022,"96,250,000.00","64,194,000.00","32,056,000.00","19,963,000.00","12,093,000.00","-885,000.00",--,"11,208,000.00","2,766,000.00","8,409,000.00","8,409,000.00",12.07,12.04,"696,000.00","699,000.00","12,093,000.00","84,157,000.00","8,442,000.00","8,442,000.00","12,000.00","897,000.00","-885,000.00","12,105,000.00","13,987,000.00","63,974,000.00","1,882,000.00","8,442,000.00",--,--,"13,987,000.00",0.00,--,"44,640,000.00","49,456,000.00","-4,816,000.00","19,043,000.00","-4,816,000.00","4,657,000.00","-4,816,000.00","392,000.00","19,911,000.00","-4,816,000.00","29,384,000.00","23,594,000.00","670,000.00","670,000.00","10,113,000.00","-1,646,000.00","-12,016,000.00","1,133,000.00","2,735,000.00","837,000.00","-1,853,000.00","4,972,000.00","-2,118,000.00","-13,012,000.00","8,260,000.00"
1/31/2021,"89,597,000.00","60,025,000.00","29,572,000.00","19,925,000.00","9,647,000.00","-848,000.00","-1,060,000.00","7,739,000.00","1,904,000.00","5,811,000.00","5,811,000.00",7.77,7.75,"748,000.00","750,000.00","9,647,000.00","79,950,000.00","5,835,000.00","6,634,240.00","24,000.00","872,000.00","-848,000.00","8,611,000.00","10,205,000.00","59,830,000.00","1,594,000.00","5,835,000.00","-1,060,000.00","-1,060,000.00","11,265,000.00",0.00,"-260,760.00","46,735,000.00","45,298,000.00","1,437,000.00","22,105,000.00","1,437,000.00","4,431,000.00","1,437,000.00","3,596,000.00","23,217,000.00","1,437,000.00","26,211,000.00","17,090,000.00","731,000.00","731,000.00","11,049,000.00","-1,894,000.00","-5,191,000.00","4,690,000.00","1,588,000.00","824,000.00","-1,791,000.00","7,929,000.00","-5,618,000.00","-4,971,000.00","9,258,000.00"
1/31/2020,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
