Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"9,957,000.00","6,150,000.00","3,807,000.00","2,132,000.00","1,675,000.00","-439,000.00","-367,000.00","869,000.00","208,000.00","-76,000.00","770,000.00","770,000.00",1.36,1.36,"577,500.00","578,500.00","1,545,000.00","8,282,000.00","770,000.00","678,883.77",--,"531,000.00","-439,000.00","1,400,000.00","4,046,000.00","6,150,000.00","2,646,000.00","580,000.00","-130,000.00","-130,000.00","4,176,000.00",0.00,"-31,116.23",,,,,,,,,,,,,,,,"4,320,000.00","8,232,000.00","-12,816,000.00","3,046,000.00","468,000.00","624,000.00","-1,136,000.00","62,811,000.00","-71,413,000.00","-3,029,000.00","3,184,000.00"
12/31/2023,"9,821,000.00","6,145,000.00","3,676,000.00","2,096,000.00","1,580,000.00","-621,000.00","-296,000.00","663,000.00","157,000.00",--,"-6,654,000.00","-6,654,000.00",-11.26,-11.26,"591,000.00","591,000.00","1,467,000.00","8,241,000.00","-6,654,000.00","584,880.00","92,000.00","713,000.00","-621,000.00","1,376,000.00","4,051,000.00","6,145,000.00","2,675,000.00","499,000.00","-113,000.00","-113,000.00","4,164,000.00",0.00,"-27,120.00","55,105,000.00","36,006,000.00","19,099,000.00","32,063,000.00","19,093,000.00","263,000.00","-1,816,000.00","-4,530,000.00","38,171,000.00","-1,816,000.00","19,341,000.00","18,638,000.00","631,000.00","583,000.00","48,000.00","4,335,000.00","-1,352,000.00","-3,493,000.00","4,414,000.00","402,000.00","696,000.00","-1,122,000.00","93,119,000.00","-94,513,000.00","-522,000.00","3,213,000.00"
12/31/2022,"9,719,000.00","6,216,000.00","3,503,000.00","2,182,000.00","1,321,000.00","-281,000.00","-99,000.00","941,000.00","325,000.00",--,"-16,720,000.00","-16,720,000.00",-27.68,-27.68,"604,000.00","604,000.00","1,218,000.00","8,398,000.00","-16,720,000.00","670,950.00","17,000.00","298,000.00","-281,000.00","1,239,000.00","5,085,000.00","6,216,000.00","3,846,000.00","604,000.00","-103,000.00","-103,000.00","5,188,000.00",0.00,"-36,050.00","63,278,000.00","35,872,000.00","27,406,000.00","41,424,000.00","27,218,000.00","318,000.00","5,879,000.00","-3,406,000.00","47,309,000.00","5,879,000.00","20,409,000.00","19,635,000.00","630,000.00","591,000.00","39,000.00","3,939,000.00","-373,000.00","-2,573,000.00","4,813,000.00","963,000.00","417,000.00","-1,390,000.00","75,335,000.00","-74,410,000.00","-1,938,000.00","2,549,000.00"
12/31/2021,"9,339,000.00","5,990,000.00","3,349,000.00","2,115,000.00","1,234,000.00","-212,000.00","-303,000.00","719,000.00","403,000.00","6,000.00","417,000.00","417,000.00",0.68,0.67,"616,000.00","621,000.00","1,040,000.00","8,105,000.00","417,000.00","456,620.00","2,000.00","214,000.00","-212,000.00","933,000.00","4,948,000.00","5,990,000.00","4,015,000.00","315,000.00","-194,000.00","-194,000.00","5,142,000.00",0.00,"-52,380.00","82,931,000.00","35,399,000.00","47,532,000.00","62,172,000.00","47,347,000.00","524,000.00","-20,821,000.00","-3,758,000.00","67,700,000.00","-20,821,000.00","20,877,000.00","18,343,000.00","625,000.00","609,000.00","16,000.00","4,810,000.00","-1,771,000.00","-2,538,000.00","4,283,000.00","440,000.00","491,000.00","-1,251,000.00","54,073,000.00","-53,440,000.00","-2,114,000.00","3,559,000.00"
12/31/2020,"12,552,000.00","8,348,000.00","4,204,000.00","3,516,000.00","688,000.00","-334,000.00","-88,000.00","266,000.00","96,000.00","-6,000.00","158,000.00","158,000.00",0.26,0.25,"619,000.00","627,000.00","552,000.00","11,864,000.00","158,000.00","244,917.29","5,000.00","339,000.00","-334,000.00","605,000.00","4,319,000.00","8,348,000.00","3,714,000.00","158,000.00","-136,000.00","-136,000.00","4,455,000.00",0.00,"-49,082.71","83,842,000.00","34,355,000.00","49,487,000.00","65,251,000.00","49,300,000.00","605,000.00","-21,266,000.00","-2,463,000.00","69,315,000.00","-21,266,000.00","20,620,000.00","18,056,000.00","621,000.00","620,000.00","1,000.00","4,442,000.00","-914,000.00","-2,751,000.00","4,030,000.00","282,000.00","428,000.00","-1,129,000.00","47,695,000.00","-49,067,000.00","-112,000.00","3,313,000.00"
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
