Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"53,815,000.00","15,439,000.00","38,376,000.00","21,673,000.00","16,703,000.00","-3,036,000.00","-1,132,000.00","12,535,000.00","1,559,000.00","10,976,000.00","10,976,000.00",3.99,3.88,"2,752,250.00","2,830,000.00","16,048,000.00","37,112,000.00","10,976,000.00","11,943,569.21","448,000.00","3,484,000.00","-3,036,000.00","16,019,000.00","22,111,000.00","12,218,000.00","6,092,000.00","10,976,000.00","-1,105,000.00","-1,105,000.00","23,216,000.00",0.00,"-137,430.79",,,,,,,,,,,,,,"19,126,000.00","-8,563,000.00","-11,611,000.00","10,565,000.00",--,--,"-7,855,000.00","613,000.00","5,627,000.00","-9,964,000.00","-3,033,000.00","11,271,000.00"
5/31/2024,"52,961,000.00","15,143,000.00","37,818,000.00","21,747,000.00","16,071,000.00","-3,063,000.00","-1,267,000.00","11,741,000.00","1,274,000.00","10,467,000.00","10,467,000.00",3.82,3.71,"2,744,000.00","2,823,000.00","15,353,000.00","36,890,000.00","10,467,000.00","11,579,859.00","451,000.00","3,514,000.00","-3,063,000.00","15,255,000.00","21,394,000.00","12,014,000.00","6,139,000.00","10,467,000.00","-1,249,000.00","-1,249,000.00","22,643,000.00",0.00,"-136,141.00","140,976,000.00","131,737,000.00","9,239,000.00","84,968,000.00","8,704,000.00","-60,416,000.00","-8,990,000.00","95,573,000.00","-60,416,000.00","86,869,000.00","76,415,000.00","2,755,000.00","2,755,000.00","18,673,000.00","-7,360,000.00","-10,554,000.00","10,454,000.00","3,560,000.00","3,655,000.00","-6,866,000.00","742,000.00",--,"-3,500,000.00","-3,242,000.00","11,807,000.00"
5/31/2023,"49,954,000.00","13,564,000.00","36,390,000.00","22,617,000.00","13,773,000.00","-3,220,000.00","-1,427,000.00","9,126,000.00","623,000.00","8,503,000.00","8,503,000.00",3.15,3.07,"2,696,000.00","2,766,000.00","13,093,000.00","36,181,000.00","8,503,000.00","9,673,592.00","285,000.00","3,505,000.00","-3,220,000.00","12,631,000.00","18,739,000.00","11,038,000.00","6,108,000.00","8,503,000.00","-1,256,000.00","-1,256,000.00","19,995,000.00",0.00,"-85,408.00","134,384,000.00","132,828,000.00","1,556,000.00","87,493,000.00","1,073,000.00","-71,025,000.00","-2,086,000.00","91,554,000.00","-71,025,000.00","90,481,000.00","80,716,000.00","2,713,000.00","2,713,000.00","17,165,000.00","-36,484,000.00","7,910,000.00","9,765,000.00","3,009,000.00","3,250,000.00","-8,695,000.00","1,192,000.00","33,494,000.00","-21,050,000.00","-2,503,000.00","8,470,000.00"
5/31/2022,"42,440,000.00","8,877,000.00","33,563,000.00","17,733,000.00","15,830,000.00","-2,661,000.00","-5,520,000.00","7,649,000.00","932,000.00","6,717,000.00","6,717,000.00",2.49,2.41,"2,700,000.00","2,786,000.00","10,926,000.00","26,610,000.00","6,717,000.00","11,326,500.00","94,000.00","2,755,000.00","-2,661,000.00","10,404,000.00","13,526,000.00","6,905,000.00","3,122,000.00","6,717,000.00","-5,250,000.00","-5,250,000.00","18,776,000.00",0.00,"-640,500.00","109,297,000.00","115,065,000.00","-5,768,000.00","65,913,000.00","-6,220,000.00","-51,471,000.00","12,122,000.00","69,662,000.00","-51,471,000.00","75,882,000.00","54,499,000.00","2,665,000.00","2,665,000.00","9,539,000.00","11,220,000.00","-29,126,000.00","21,383,000.00","2,567,000.00","2,735,000.00","-4,511,000.00","482,000.00",--,"-8,250,000.00","-17,341,000.00","5,028,000.00"
5/31/2021,"40,479,000.00","7,855,000.00","32,624,000.00","16,842,000.00","15,782,000.00","-2,395,000.00","-388,000.00","12,999,000.00","-747,000.00","13,746,000.00","13,746,000.00",4.67,4.55,"2,945,000.00","3,022,000.00","15,213,000.00","24,697,000.00","13,746,000.00","14,051,870.00","101,000.00","2,496,000.00","-2,395,000.00","15,495,000.00","18,411,000.00","6,318,000.00","2,916,000.00","13,746,000.00","-419,000.00","-419,000.00","18,830,000.00",0.00,"-113,130.00","131,107,000.00","125,155,000.00","5,952,000.00","81,233,000.00","5,238,000.00","-41,127,000.00","31,403,000.00","89,483,000.00","-41,127,000.00","84,245,000.00","54,147,000.00","2,814,000.00","2,814,000.00","15,887,000.00","-13,098,000.00","-10,378,000.00","30,098,000.00","3,189,000.00","2,408,000.00","-2,135,000.00","1,786,000.00","14,934,000.00","-2,631,000.00","-21,600,000.00","13,752,000.00"
5/31/2020,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
