Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,16092000.0,6540000.0,9552000.0,3717000.0,5835000.0,-443000.0,618000.0,6010000.0,698000.0,5278000.0,1000.0,5279000.0,5.81,5.77,910000.0,917000.0,5959000.0,10257000.0,5312000.0,5202401.33,443000.0,-443000.0,6453000.0,7853000.0,6540000.0,1400000.0,5312000.0,124000.0,124000.0,7729000.0,0.0,14401.33,25895500.0,12397000.0,13498500.0,21585500.0,13498500.0,308750.0,8991000.0,10450750.0,22122750.0,8991000.0,8782250.0,5186250.0,1740953.9849999999,914588.5375,826365.4475,6449000.0,-5334000.0,-1814000.0,2740000.0,-4955000.0,426000.0,2980000.0,-300000.0,-185000.0,1494000.0
12/31/2023,17519000.0,6500000.0,11019000.0,3688000.0,7331000.0,-353000.0,440000.0,7418000.0,908000.0,6476000.0,1000.0,6477000.0,7.17,7.07,908000.0,916000.0,7331000.0,10188000.0,6510000.0,6510000.0,353000.0,-353000.0,7771000.0,9009000.0,6500000.0,1238000.0,6510000.0,-137750.0,-137750.0,9009000.0,0.0,-14829.6675,32348000.0,15451000.0,16897000.0,27521000.0,16897000.0,308750.0,12312000.0,11802000.0,28120000.0,12312000.0,11223000.0,8259000.0,1741000.0,909000.0,832000.0,6420000.0,-4362000.0,-2144000.0,2964000.0,-5071000.0,263000.0,3000000.0,-500000.0,-293000.0,1349000.0
12/31/2022,20028000.0,6257000.0,13771000.0,3374000.0,10397000.0,-214000.0,-151000.0,10032000.0,1283000.0,8709000.0,1000.0,8710000.0,9.55,9.41,916000.0,926000.0,10140000.0,9631000.0,8749000.0,8973104.0,214000.0,-214000.0,10246000.0,11225000.0,6257000.0,979000.0,8749000.0,-257000.0,-257000.0,11482000.0,0.0,-32896.0,27207000.0,12630000.0,14577000.0,22812000.0,14577000.0,344000.0,10063000.0,11036000.0,23312000.0,10063000.0,8735000.0,5685000.0,1741000.0,906000.0,835000.0,8720000.0,-3583000.0,-6718000.0,3050000.0,-2797000.0,241000.0,1494000.0,-500000.0,-3615000.0,5923000.0
12/31/2021,18344000.0,5968000.0,12376000.0,3220000.0,9156000.0,-184000.0,-53000.0,8919000.0,1150000.0,7736000.0,1000.0,7736000.0,8.42,8.26,923000.0,936000.0,8960000.0,9188000.0,7769000.0,7939716.0,184000.0,-184000.0,9103000.0,10057000.0,5968000.0,954000.0,7769000.0,-196000.0,-196000.0,10253000.0,0.0,-25284.0,24676000.0,11343000.0,13333000.0,20574000.0,13333000.0,383000.0,8886000.0,11116000.0,21074000.0,8886000.0,8124000.0,3110000.0,1741000.0,924000.0,817000.0,8756000.0,-4095000.0,-3137000.0,4631000.0,-2462000.0,377000.0,1495000.0,-550000.0,-527000.0,6294000.0
12/31/2020,14461000.0,5192000.0,9269000.0,3153000.0,6116000.0,-190000.0,91000.0,6017000.0,422000.0,5568000.0,1000.0,5568000.0,6.07,5.97,921000.0,933000.0,5894000.0,8345000.0,5595000.0,5801460.0,190000.0,-190000.0,6207000.0,7199000.0,5192000.0,992000.0,5595000.0,-222000.0,-222000.0,7421000.0,0.0,-15540.0,19351000.0,10164000.0,9187000.0,15435000.0,9187000.0,249000.0,4703000.0,7849000.0,15985000.0,4703000.0,7047000.0,3691000.0,1740815.94,919354.15,821461.79,6139000.0,-922000.0,-4547000.0,3107000.0,-649000.0,470000.0,1498000.0,-500000.0,-2553000.0,5490000.0
12/31/2019,17288800.0,6091400.0,11197400.0,3430400.0,7767000.0,-276800.0,189000.0,7679200.0,892200.0,6753400.0,1000.0,6754000.0,7.404000000000001,7.295999999999999,915600.0,925600.0,7656800.0,9521800.0,6787000.0,6885336.266,276800.0,-276800.0,7956000.0,9068600.0,6091400.0,1112600.0,6787000.0,-137750.0,-137750.0,9178800.0,0.0,-14829.6675,25895500.0,12397000.0,13498500.0,21585500.0,13498500.0,259000.0,8991000.0,10450750.0,22122750.0,8991000.0,8782250.0,5186250.0,1740953.9849999999,914588.5375,826365.4475,7296800.0,-3659200.0,-3672000.0,3298400.0,-3186800.0,355400.0,2093400.0,-470000.0,-1434600.0,4110000.0
