Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,4161501.0,478178.0,3683323.0,2498797.0,1184526.0,-5411.0,108653.0,1287768.0,232385.0,1055383.0,1055383.0,3.91,3.86,269707.0,272975.0,1173266.0,2976975.0,1055383.0,965357.69,34234.0,39645.0,-5411.0,1327413.0,1492059.0,335199.0,164646.0,1055383.0,109848.0,109848.0,1382211.0,0.0,19822.69,4785911.5,1940142.25,2845769.25,3256326.75,2845769.25,118933.0,1406801.0,542686.0,3368648.0,1406801.0,641811.75,329159.5,275029.5,54130.0,1077202.0,-1040360.0,163447.0,1074214.0,389282.0,38650.0,-134648.0,188727.0,700000.0,-328333.3333333333,-724336.0,942554.0
12/31/2023,4089986.0,435041.0,3654945.0,2392707.0,1262238.0,-6548.0,26236.0,1281926.0,240782.0,1041144.0,1041144.0,3.86,3.82,269381.0,272748.0,1251225.0,2827748.0,1041144.0,1017636.6,29637.0,36185.0,-6548.0,1318111.0,1463854.0,307460.0,145743.0,1041144.0,28950.0,28950.0,1434904.0,0.0,5442.6,5669491.0,2265220.0,3404271.0,3704042.0,3404271.0,115358.0,1531583.0,385350.0,4053327.0,1531583.0,764414.0,329159.0,271706.0,57453.0,1349176.0,-412249.0,-803573.0,1008152.0,253700.0,34934.0,-102503.0,132957.0,50000.0,-150000.0,-836530.0,1246673.0
12/31/2022,3561718.0,371623.0,3190095.0,2116354.0,1073741.0,-12835.0,-15543.0,1045363.0,196411.0,848952.0,848952.0,3.13,3.09,271198.0,275011.0,1073686.0,2487977.0,848952.0,860874.6,10099.0,22934.0,-12835.0,1068297.0,1203727.0,254663.0,135430.0,848952.0,-14683.0,-14683.0,1218410.0,0.0,-2760.4,5137071.0,2391958.0,2745113.0,3393191.0,2745113.0,139337.0,1016228.0,359071.0,3493191.0,1016228.0,887415.0,329160.0,272675.0,56485.0,1241894.0,-738634.0,-657049.0,882325.0,233235.0,21122.0,-124215.0,105331.0,885000.0,-485000.0,-1161955.0,1117679.0
12/31/2021,2988244.0,307006.0,2681238.0,1903197.0,778041.0,-14346.0,4740.0,768435.0,72480.0,695955.0,695955.0,2.54,2.5,273504.0,278858.0,779089.0,2210203.0,695955.0,691424.8,2634.0,16980.0,-14346.0,785415.0,916117.0,195944.0,130702.0,695955.0,5002.0,5002.0,911115.0,0.0,471.8,4386299.0,1645624.0,2740675.0,3088263.0,2740675.0,107121.0,1579052.0,744544.0,3088263.0,1579052.0,454709.0,329159.0,276796.0,52363.0,1100958.0,-292954.0,-643792.0,1088940.0,146424.0,15950.0,-66881.0,87772.0,496250.0,-328333.3333333333,-730279.0,1034077.0
12/31/2020,2682891.0,305498.0,2377393.0,1722626.0,654767.0,-16932.0,-5087.0,632748.0,42104.0,590644.0,590644.0,2.16,2.11,273728.0,279641.0,645552.0,2028124.0,590644.0,595177.45,3817.0,20749.0,-16932.0,653497.0,803633.0,173371.0,150136.0,590644.0,-4859.0,-4859.0,808492.0,0.0,-325.55,3950785.0,1457767.0,2493018.0,2839811.0,2493018.0,113916.0,1500341.0,681779.0,2839811.0,1500341.0,460709.0,329160.0,278941.0,50219.0,904922.0,-292158.0,-415289.0,928432.0,105917.0,19778.0,-94813.0,74803.0,350000.0,-350000.0,-490092.0,810109.0
12/31/2019,3496868.0,379469.2,3117398.8,2126736.2,990662.6,-11214.4,23799.8,1003248.0,156832.4,846415.6,846415.6,3.1199999999999997,3.0759999999999996,271503.6,275846.6,984563.6,2506205.4,846415.6,826094.2280000001,16084.2,27298.6,-11214.4,1030546.6,1175878.0,253327.4,145331.4,846415.6,24851.6,24851.6,1151026.4,0.0,4530.228,4785911.5,1940142.25,2845769.25,3256326.75,2845769.25,118933.0,1406801.0,542686.0,3368648.0,1406801.0,641811.75,329159.5,275029.5,54130.0,1134830.4,-555271.0,-471251.2,996412.6,225711.6,26086.8,-104612.0,117918.0,496250.0,-328333.3333333333,-788638.4,1030218.4
