Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"92,054,000.00","41,939,000.00","50,115,000.00","36,725,000.00","13,390,000.00","-854,000.00","-684,000.00","11,852,000.00","2,265,000.00","9,519,000.00","9,519,000.00",6.92,6.89,"1,374,500.00","1,381,000.00","12,463,000.00","78,664,000.00","9,519,000.00","10,268,843.82",--,"854,000.00","-854,000.00","12,706,000.00","16,365,000.00","41,939,000.00","3,659,000.00","9,519,000.00","-927,000.00","-927,000.00","17,292,000.00",0.00,"-177,156.18",,,,,,,,,,,,,,,,"12,738,000.00","-5,526,000.00","-6,599,000.00","6,855,000.00",--,--,"-5,706,000.00","10,372,000.00","-8,882,000.00","-1,008,000.00","7,032,000.00"
12/31/2023,"91,471,000.00","41,881,000.00","49,590,000.00","36,677,000.00","12,913,000.00","-819,000.00","-677,000.00","11,417,000.00","2,262,000.00","9,074,000.00","9,074,000.00",6.60,6.56,"1,374,000.00","1,383,000.00","11,986,000.00","78,558,000.00","9,074,000.00","9,817,454.00",--,"819,000.00","-819,000.00","12,236,000.00","15,754,000.00","41,881,000.00","3,518,000.00","9,074,000.00","-927,000.00","-927,000.00","16,681,000.00",0.00,"-183,546.00","100,495,000.00","81,858,000.00","18,637,000.00","56,098,000.00","18,503,000.00","556,000.00","-14,154,000.00","-4,697,000.00","62,608,000.00","-14,154,000.00","44,661,000.00","34,394,000.00","1,867,000.00","1,374,000.00","493,000.00","13,442,000.00","-5,495,000.00","-3,009,000.00","9,761,000.00","2,532,000.00","1,401,000.00","-5,518,000.00","10,910,000.00","-6,140,000.00","-1,000,000.00","7,924,000.00"
12/31/2022,"86,392,000.00","40,576,000.00","45,816,000.00","34,459,000.00","11,357,000.00","-939,000.00","287,000.00","10,705,000.00","1,727,000.00","8,910,000.00","8,910,000.00",6.47,6.42,"1,377,000.00","1,387,000.00","11,512,000.00","75,035,000.00","8,910,000.00","8,779,955.00",--,"939,000.00","-939,000.00","11,644,000.00","14,924,000.00","40,576,000.00","3,280,000.00","8,910,000.00","155,000.00","155,000.00","14,769,000.00",0.00,"24,955.00","92,187,000.00","74,914,000.00","17,273,000.00","52,806,000.00","17,149,000.00","483,000.00","-16,639,000.00","-5,246,000.00","56,220,000.00","-16,639,000.00","39,554,000.00","34,117,000.00","1,867,000.00","1,377,000.00","490,000.00","10,811,000.00","-2,430,000.00","-8,523,000.00","5,100,000.00","2,766,000.00","1,043,000.00","-5,207,000.00","5,346,000.00","-6,156,000.00","-1,500,000.00","5,604,000.00"
12/31/2021,"79,474,000.00","37,075,000.00","42,399,000.00","31,237,000.00","11,162,000.00","-1,863,000.00","522,000.00","9,821,000.00","2,142,000.00","7,618,000.00","7,618,000.00",5.51,5.49,"1,383,000.00","1,389,000.00","11,162,000.00","68,312,000.00","7,618,000.00","7,618,000.00",--,"1,863,000.00","-1,863,000.00","11,684,000.00","14,899,000.00","37,075,000.00","3,215,000.00","7,618,000.00",--,--,"14,899,000.00",0.00,--,"92,377,000.00","76,226,000.00","16,151,000.00","52,069,000.00","16,043,000.00","446,000.00","-21,003,000.00","-4,437,000.00","56,377,000.00","-21,003,000.00","40,780,000.00","34,738,000.00","1,867,000.00","1,383,000.00","484,000.00","11,616,000.00","-3,269,000.00","-10,780,000.00","5,707,000.00","1,933,000.00","1,184,000.00","-4,625,000.00","4,564,000.00","-8,696,000.00","-106,000.00","6,991,000.00"
12/31/2020,"70,372,000.00","31,797,000.00","38,575,000.00","28,453,000.00","10,122,000.00","-1,128,000.00","75,000.00","9,069,000.00","1,894,000.00","7,120,000.00","7,120,000.00",5.16,5.12,"1,380,000.00","1,392,000.00","10,080,000.00","60,250,000.00","7,120,000.00","7,153,222.00",--,"1,128,000.00","-1,128,000.00","10,197,000.00","13,223,000.00","31,797,000.00","3,026,000.00","7,120,000.00","-42,000.00","-42,000.00","13,265,000.00",0.00,"-8,778.00","92,918,000.00","79,366,000.00","13,552,000.00","53,824,000.00","13,454,000.00","460,000.00","-24,618,000.00","-371,000.00","57,604,000.00","-24,618,000.00","44,610,000.00","35,965,000.00","1,867,000.00","1,380,000.00","487,000.00","10,613,000.00","-11,619,000.00","3,819,000.00","8,254,000.00","1,770,000.00","1,156,000.00","-4,240,000.00","17,886,000.00","-6,593,000.00","-2,000,000.00","6,373,000.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"200,000.00",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
