Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Free Cash Flow
TTM,23813905.0,18066315.0,5747590.0,4789770.0,957820.0,-110960.0,66256.0,913116.0,210317.0,255685.0,255685.0,1.12,1.1,229301.3,231744.01,966368.0,22856085.0,524004.0,517793.52,228735.0,339695.0,-110960.0,1252811.0,1788232.0,18066315.0,535421.0,524004.0,8069.0,8069.0,1780163.0,0.0,1858.52,15131626.75,14444978.5,686648.25,4825983.25,-359785.0,1730467.25,-4239596.5,-211093.0,5424255.0,-4239596.5,7514507.25,968830.25,227222.1225,226814.0975,408.02,1124899.0,-831004.0,-803771.0,6626766.0,65267.25,157262.5,-576717.0,449630.0,75146.0,-493745.0,548182.0
12/31/2023,22749073.0,17292016.0,5457057.0,4404481.0,1052576.0,-112426.0,-45606.0,894544.0,160227.0,315842.0,315842.0,1.38,1.37,228628.39,230977.33,1066203.0,21696497.0,563280.0,567563.37,237818.0,350244.0,-112426.0,1244788.0,1761585.0,17292016.0,516797.0,563280.0,-5218.0,-5218.0,1766803.0,0.0,-934.63,19074045.0,17593179.0,1480866.0,5441878.0,-17148.0,1844512.0,-4247584.0,-382149.0,6576264.0,-4247584.0,8437924.0,361546.0,233711.18,233303.15,408.02,1370794.0,-695805.0,-87281.0,6238956.0,175148.0,57367.0,-475257.0,449630.0,1061026.0,-730643.0,895537.0
12/31/2022,16681254.0,12337524.0,4343730.0,3642694.0,701036.0,-200863.0,5274.0,505447.0,96254.0,149216.0,149216.0,0.66,0.64,224809.56,231556.87,732118.0,15980218.0,295986.0,270460.37,77620.0,278483.0,-200863.0,783930.0,1233906.0,12337524.0,449976.0,295986.0,31530.0,31530.0,1202376.0,0.0,6004.37,16460841.0,15697278.0,763563.0,4915898.0,-367569.0,1794757.0,-4316283.0,-143793.0,5535930.0,-4316283.0,7698256.0,297042.0,231671.65,231263.62,408.02,1832063.0,-784691.0,-143340.0,5612374.0,43859.0,180878.0,-353286.0,449630.0,122251.0,-45792.0,1478777.0
12/31/2021,6268447.0,4355989.0,1912458.0,2322527.0,-410069.0,-275815.0,74617.0,-611267.0,-2481.0,-670675.0,-670675.0,-3.09,-3.09,217190.86,217190.86,-417858.0,6678516.0,-650904.0,-726385.39,6625.0,282440.0,-275815.0,-328827.0,87450.0,4355989.0,416277.0,-650904.0,75789.0,75789.0,11661.0,0.0,307.61,14402318.0,14038851.0,363467.0,4562833.0,-582651.0,1729779.0,-4568886.0,-171629.0,5148087.0,-4568886.0,7460517.0,846009.0,225082.6,224674.58,408.02,1780568.0,-566962.0,1171332.0,4887792.0,15911.0,224402.0,-159834.0,449630.0,903827.0,-109705.0,1620734.0
12/31/2020,1861178.0,1402400.0,458778.0,2111467.0,-1652689.0,-215095.0,11119.0,-1856665.0,-28875.0,-1723355.0,-1723355.0,-8.12,-8.12,212270.94,212270.94,-1653192.0,3513867.0,-1724535.0,-1722339.68,11737.0,226832.0,-215095.0,-1629833.0,-1144808.0,1402400.0,485025.0,-1724535.0,-2230.0,-2230.0,-1142578.0,0.0,-34.68,10589303.0,10450606.0,138697.0,4383324.0,-471772.0,1552821.0,-3825633.0,-146801.0,4436739.0,-3825633.0,6461332.0,2370724.0,218423.06,218015.04,408.02,-1083388.0,-224062.0,1350082.0,2546439.0,26151.0,166403.0,-222609.0,449630.0,1607365.0,-30987.0,-1305997.0
12/31/2019,14274771.4,10690848.8,3583922.6,3454187.8,129734.8,-183031.8,22332.0,-30965.0,87088.4,-334657.4,-334657.4,-1.6099999999999999,-1.6199999999999997,222440.21000000002,224748.002,138727.8,14145036.6,-198433.8,-218581.56199999992,112507.0,295538.8,-183031.8,264573.8,745273.0,10690848.8,480699.2,-198433.8,21588.0,21588.0,723685.0,0.0,1440.2379999999998,15131626.75,14444978.5,686648.25,4825983.25,-359785.0,1730467.25,-4239596.5,-211093.0,5424255.0,-4239596.5,7514507.25,968830.25,227222.1225,226814.0975,408.02,1004987.2,-620504.8,297404.4,5182465.4,65267.25,157262.5,-357540.6,449630.0,753923.0,-282174.4,647446.6
