Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,"3,836,600.00","1,471,000.00","2,365,600.00","1,899,100.00","466,500.00","-186,500.00","-10,600.00","269,400.00","29,700.00","239,700.00","239,700.00",0.97,0.96,"247,475.00","248,775.00","421,000.00","3,370,100.00","239,700.00","268,883.96","186,500.00","-186,500.00","455,900.00","724,900.00","1,320,600.00","269,000.00","239,700.00","-32,800.00","-32,800.00","757,700.00",0.00,"-3,616.04",,,,,,,,,,,,,,,"622,200.00","-2,043,900.00","645,900.00","262,300.00",--,--,"-42,400.00","4,700.00","3,271,200.00","-2,325,300.00","-275,000.00","579,800.00"
12/31/2023,"3,798,700.00","1,465,900.00","2,332,800.00","1,838,400.00","494,400.00","-161,000.00","23,600.00","357,000.00","45,700.00","311,300.00","311,300.00",--,--,--,--,"448,800.00","3,304,300.00","311,300.00","343,040.80","161,000.00","-161,000.00","518,000.00","768,600.00","1,318,900.00","250,600.00","311,300.00","-36,400.00","-36,400.00","805,000.00",0.00,"-4,659.20","9,539,300.00","5,039,200.00","4,500,100.00","7,036,300.00","4,500,100.00","121,900.00","-2,094,000.00","1,600.00","7,566,700.00","-2,094,000.00","3,188,500.00","2,836,800.00","246,500.00","246,500.00","597,100.00","-2,068,100.00","1,431,500.00","238,900.00","168,000.00","133,700.00","-42,000.00","6,700.00","3,847,100.00","-2,292,900.00","-100,000.00","555,100.00"
12/31/2022,"3,676,300.00","1,570,700.00","2,105,600.00","1,564,500.00","541,100.00","-71,100.00","99,100.00","569,100.00","119,400.00","449,700.00","449,700.00",1.81,1.80,"248,600.00","250,200.00","510,900.00","3,135,200.00","449,700.00","395,348.00","71,100.00","-71,100.00","640,200.00","812,000.00","1,445,500.00","171,800.00","449,700.00","68,800.00","68,800.00","743,200.00",0.00,"14,448.00","7,269,000.00","3,218,800.00","4,050,200.00","5,270,200.00","4,050,200.00","105,100.00","-585,800.00","56,100.00","5,570,200.00","-585,800.00","1,625,100.00","1,249,000.00","246,900.00","246,900.00","391,200.00","-226,300.00","-199,000.00","271,000.00","197,300.00","73,100.00","-43,200.00",--,"814,800.00","-590,200.00","-408,300.00","348,000.00"
12/31/2021,"3,659,100.00","1,624,400.00","2,034,700.00","1,463,400.00","571,300.00","-65,400.00","68,700.00","574,600.00","81,800.00","492,800.00","492,800.00",1.96,1.94,"251,400.00","254,300.00","561,000.00","3,087,800.00","492,800.00","466,116.20","65,400.00","-65,400.00","640,000.00","819,900.00","1,495,400.00","179,900.00","492,800.00","31,100.00","31,100.00","788,800.00",0.00,"4,416.20","7,099,600.00","3,154,900.00","3,944,700.00","5,237,900.00","3,944,700.00","121,400.00","-543,400.00","262,000.00","5,237,900.00","-543,400.00","1,414,600.00","967,500.00","250,900.00","250,900.00","750,500.00","-203,500.00","-447,700.00","325,700.00","98,300.00","61,800.00","-46,100.00",--,"198,900.00","-449,900.00","-195,100.00","704,400.00"
12/31/2020,"3,147,700.00","1,392,800.00","1,754,900.00","1,309,300.00","445,600.00","-77,600.00","27,000.00","395,000.00","4,400.00","389,900.00","389,900.00",1.56,1.55,"250,500.00","252,300.00","419,800.00","2,702,100.00","389,900.00","402,460.30","77,600.00","-77,600.00","472,600.00","670,100.00","1,260,800.00","197,500.00","389,900.00","-12,700.00","-12,700.00","682,800.00",0.00,-139.70,"6,876,900.00","3,278,300.00","3,598,600.00","4,888,300.00","3,596,900.00","109,200.00","-859,700.00","-29,900.00","5,144,100.00","-859,700.00","1,656,400.00","1,309,500.00","250,800.00","250,800.00","672,000.00","-231,800.00","-400,300.00","237,700.00","59,000.00","71,800.00","-56,800.00","10,000.00","1,173,800.00","-1,486,000.00","-81,600.00","615,200.00"
12/31/2019,--,--,--,--,--,--,--,--,--,--,--,2.05,2.03,"250,800.00","252,900.00",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"29,100.00",--,--,--,--
