Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,6587100.0,2412900.0,4174200.0,2298600.0,1875600.0,-204000.0,7800.0,1679400.0,309600.0,1369800.0,1369800.0,2.54,2.51,539900.0,545850.0,1887000.0,4711500.0,1369800.0,1363030.12,8900.0,205800.0,-204000.0,1885200.0,2730500.0,2144500.0,845300.0,1369800.0,8300.0,8300.0,2722200.0,0.0,1530.12,16230450.0,10129625.0,6100825.0,12428500.0,6100825.0,34425.0,-4319650.0,308375.0,13358625.0,-4319650.0,7292225.0,6970025.0,575593.9600000001,545920.3025,29673.655,2276600.0,-376700.0,-1856000.0,315100.0,101300.0,355200.0,-246900.0,79900.0,19293200.0,-19181500.0,-914500.0,2029700.0
3/31/2024,7634400.0,2638700.0,4995700.0,2437000.0,2558700.0,-190700.0,-2100.0,2365900.0,459000.0,1906900.0,1906900.0,3.52,3.48,542000.0,548000.0,2571000.0,5075700.0,1906900.0,1906819.4,7600.0,191000.0,-190700.0,2556900.0,3436400.0,2364600.0,879500.0,1906900.0,100.0,100.0,3436300.0,0.0,19.4,15873200.0,9215400.0,6657800.0,11658200.0,6657800.0,32600.0,-2799400.0,493600.0,12657600.0,-2799400.0,6032400.0,5680100.0,577806.66,536663.69,41142.97,2892700.0,-392100.0,-2414900.0,319700.0,517100.0,191200.0,-285100.0,82100.0,17054800.0,-17594100.0,-982100.0,2607600.0
3/31/2023,8438700.0,2740800.0,5697900.0,2585900.0,3112000.0,-201800.0,-500.0,2909700.0,672000.0,2237700.0,2237700.0,4.07,4.02,550400.0,557300.0,3116000.0,5326700.0,2237700.0,2241006.91,2100.0,194400.0,-201800.0,3104100.0,4102500.0,2412300.0,998400.0,2237700.0,-4300.0,-4300.0,4106800.0,0.0,-993.09,16370300.0,9856700.0,6513600.0,11555300.0,6513600.0,31500.0,-3529000.0,-49300.0,12953500.0,-3529000.0,6471400.0,6205900.0,577805.62,545459.81,32345.81,3621000.0,-599500.0,-3104900.0,234000.0,482600.0,181500.0,-486200.0,82300.0,5935000.0,-7405300.0,-945800.0,3134800.0
3/31/2022,6820900.0,2371300.0,4449600.0,2570500.0,1879100.0,-256500.0,-140100.0,1482500.0,197000.0,1285500.0,1285500.0,2.33,2.27,552300.0,565900.0,1849600.0,4941800.0,1285500.0,1409410.93,500.0,245500.0,-256500.0,1728000.0,2871500.0,2090300.0,1143500.0,1285500.0,-142900.0,-142900.0,3014400.0,0.0,-18989.07,16199500.0,10304700.0,5894800.0,13582200.0,5894800.0,33800.0,-4821900.0,1053600.0,13582200.0,-4821900.0,7721200.0,7370000.0,577805.4,554500.52,23304.87,2842700.0,-477700.0,-2327600.0,317400.0,141400.0,207800.0,-370100.0,70500.0,5173000.0,-6549000.0,-425600.0,2472600.0
3/31/2021,5438400.0,2059600.0,3378800.0,2379000.0,999800.0,-355200.0,-305100.0,339500.0,-9900.0,349400.0,349400.0,0.68,0.65,519200.0,541200.0,998100.0,4438600.0,349400.0,569349.0,1700.0,339800.0,-355200.0,679300.0,1832600.0,1838600.0,1153300.0,349400.0,-301300.0,-301300.0,2133900.0,0.0,-81351.0,16478800.0,11141700.0,5337100.0,12918300.0,5337100.0,39800.0,-6128300.0,-264400.0,14241200.0,-6128300.0,8943900.0,8624100.0,568958.16,547057.19,21900.97,1916500.0,-173300.0,-1864200.0,280000.0,87300.0,265400.0,-92600.0,60300.0,7543800.0,-8958400.0,-817000.0,1823900.0
3/31/2020,6983900.0,2444660.0,4539240.0,2454200.0,2085040.0,-241640.0,-88000.0,1755400.0,325540.0,1429860.0,1429860.0,2.628,2.586,540760.0,551650.0,2084340.0,4898860.0,1429860.0,1497923.2719999999,4160.0,235300.0,-241640.0,1990700.0,2994700.0,2170060.0,1004000.0,1429860.0,-88020.0,-88020.0,3082720.0,0.0,-19956.728,16230450.0,10129625.0,6100825.0,12428500.0,6100825.0,34425.0,-4319650.0,308375.0,13358625.0,-4319650.0,7292225.0,6970025.0,575593.9600000001,545920.3025,29673.655,2709900.0,-403860.0,-2313520.0,293240.0,265940.0,240220.0,-296180.0,75020.0,10999960.0,-11937660.0,-817000.0,2413720.0
