Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,2708245.0,1211698.0,1496547.0,1219667.0,276880.0,-16771.0,-56916.0,203193.0,5855.0,169433.0,169433.0,1.41,1.41,123527.0,123600.0,276227.0,2431365.0,169433.0,234155.62,82411.0,99182.0,-16771.0,302375.0,731352.0,1211698.0,428977.0,197338.0,-37910.0,-37910.0,769262.0,0.0,-1092.38,12663847.25,6130759.25,6533088.0,9955726.75,6533088.0,193069.5,-2136058.5,1277117.5,10350224.0,-2136058.5,4010205.5,3223916.75,122014.25,122014.25,469312.0,123373.0,-667171.0,1258836.0,302474.0,72051.0,-86348.0,25635.0,1980358.3333333333,-484173.0,-145892.0,382964.0
12/31/2023,2750571.0,1210880.0,1539691.0,1239129.0,300562.0,-26682.0,-90904.0,182976.0,3473.0,693094.0,693094.0,5.56,5.55,124704.0,124812.0,300562.0,2450009.0,693094.0,250034.94,72131.0,98813.0,-26682.0,281789.0,713558.0,1210880.0,431769.0,179503.0,-71898.0,-71898.0,785456.0,0.0,-1366.06,13564665.0,5691926.0,7872739.0,11050509.0,7872739.0,165653.0,-1683132.0,1550628.0,11772381.0,-1683132.0,4065295.0,2986479.0,123426.0,123426.0,91272.0,1313524.0,-947121.0,914373.0,359800.0,94008.0,-81368.0,25635.0,1980358.3333333333,-523808.0,-388882.0,9904.0
12/31/2022,3311822.0,1321992.0,1989830.0,1247131.0,742699.0,-100366.0,9504.0,651837.0,139161.0,569179.0,569179.0,4.59,4.58,126300.0,126426.0,742699.0,2569123.0,569179.0,531291.7,3589.0,103955.0,-100366.0,755792.0,1182792.0,1321992.0,427000.0,512676.0,-23654.0,-23654.0,1206446.0,0.0,-5038.3,14129855.0,6746979.0,7382876.0,11306223.0,7382876.0,201185.0,-2476066.0,1744075.0,11777152.0,-2476066.0,4595461.0,3939918.0,126300.0,126300.0,679810.0,-132851.0,-661803.0,470746.0,323077.0,97934.0,-85632.0,14114.0,240000.0,-797876.0,-80638.0,594178.0
12/31/2021,3827808.0,1393821.0,2433987.0,1175530.0,1258457.0,-99887.0,45012.0,1203582.0,314146.0,943157.0,943157.0,7.39,7.39,126241.0,126241.0,1258457.0,2569351.0,943157.0,883799.72,2241.0,102128.0,-99887.0,1305710.0,1617153.0,1393821.0,311443.0,889436.0,7627.0,7627.0,1609526.0,0.0,1990.72,15000554.0,7859309.0,7141245.0,12120982.0,7141245.0,176708.0,-3307721.0,1227036.0,12125222.0,-3307721.0,5160685.0,4380657.0,126241.0,126241.0,1410750.0,-4112758.0,2941657.0,619337.0,364565.0,54120.0,-86020.0,25120.0,4986377.0,-1898738.0,-73072.0,1324730.0
12/31/2020,2663230.0,933051.0,1730179.0,862906.0,867273.0,-48702.0,-18499.0,800072.0,169512.0,727887.0,727887.0,6.5,6.49,112090.0,112090.0,867273.0,1795957.0,727887.0,630532.42,1010.0,49712.0,-48702.0,849784.0,1051432.0,933051.0,201648.0,630560.0,35.0,35.0,1051397.0,0.0,7.42,7960315.0,4224823.0,3735492.0,5345193.0,3735492.0,228732.0,-1077315.0,586731.0,5726141.0,-1077315.0,2219381.0,1588613.0,112090.0,112090.0,892177.0,-504498.0,-202872.0,402614.0,162454.0,42142.0,-63634.0,37671.0,714698.0,-902168.0,-6944.0,828543.0
12/31/2019,3052335.2,1214288.4,1838046.8,1148872.6,689174.2,-58481.6,-22360.6,608332.0,126429.4,620550.0,620550.0,5.09,5.0840000000000005,122572.4,122633.8,689043.6,2363161.0,620550.0,505962.88,32276.4,90758.0,-58481.6,699090.0,1059257.4,1214288.4,360167.4,481902.6,-25160.0,-25160.0,1084417.4,0.0,-1099.7199999999998,12663847.25,6130759.25,6533088.0,9955726.75,6533088.0,193069.5,-2136058.5,1277117.5,10350224.0,-2136058.5,4010205.5,3223916.75,122014.25,122014.25,708664.2,-662642.0,92538.0,733181.2,302474.0,72051.0,-80600.4,25635.0,1980358.3333333333,-921352.6,-139085.6,628063.8
