Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,4988000.0,3381000.0,1607000.0,6242000.0,-4635000.0,411000.0,-108000.0,-4332000.0,1535000.0,-5867000.0,-5867000.0,-15.35,-15.35,382000.0,382000.0,-4635000.0,9623000.0,-5867000.0,-5790370.0,439000.0,28000.0,411000.0,-4304000.0,-3776000.0,3381000.0,528000.0,-5867000.0,-97000.0,-97000.0,-3679000.0,0.0,-20370.0,19072500.0,6651750.0,12420750.0,12420750.0,12420750.0,899000.0,12396750.0,6167500.0,12420750.0,12396750.0,899000.0,392196.92,392196.92,-3241000.0,2018000.0,-119000.0,2480000.0,1070000.0,21750.0,-738000.0,68000.0,1000.0,-73107.5,1000.0,-3979000.0
12/31/2023,6754000.0,4693000.0,2061000.0,6300000.0,-4239000.0,383000.0,-86000.0,-3942000.0,772000.0,-4714000.0,-4714000.0,-12.33,-12.33,382000.0,382000.0,-4239000.0,10993000.0,-4714000.0,-4657120.0,421000.0,38000.0,383000.0,-3904000.0,-3283000.0,4693000.0,621000.0,-4714000.0,-72000.0,-72000.0,-3211000.0,0.0,-15120.0,18426000.0,4572000.0,13854000.0,13854000.0,13854000.0,1243000.0,13758000.0,7310000.0,13854000.0,13758000.0,1243000.0,382000.0,382000.0,-3118000.0,4206000.0,-1377000.0,2928000.0,1070000.0,39000.0,-707000.0,46000.0,1000.0,-73107.5,-1153000.0,-3825000.0
12/31/2022,18875000.0,5416000.0,13459000.0,4039000.0,9420000.0,171000.0,-16000.0,9575000.0,1213000.0,8362000.0,8362000.0,21.26,20.12,394000.0,416000.0,9420000.0,9455000.0,8362000.0,8379460.0,200000.0,29000.0,171000.0,9604000.0,9952000.0,5416000.0,348000.0,8362000.0,-20000.0,-20000.0,9972000.0,0.0,-2540.0,25858000.0,6735000.0,19123000.0,19123000.0,19123000.0,1200000.0,19123000.0,8508000.0,19123000.0,19123000.0,1200000.0,385000.0,385000.0,4981000.0,-5176000.0,-3448000.0,3217000.0,2729000.0,25000.0,-400000.0,65000.0,1000.0,-73107.5,-3329000.0,4581000.0
12/31/2021,17736000.0,2617000.0,15119000.0,1823000.0,13296000.0,18000.0,-29000.0,13285000.0,1083000.0,12202000.0,12202000.0,30.31,28.29,403000.0,431000.0,13296000.0,4440000.0,12202000.0,12202000.0,18000.0,18000.0,18000.0,13296000.0,13528000.0,2617000.0,232000.0,12202000.0,1000.0,1000.0,13528000.0,0.0,-12676.666666666666,24669000.0,10524000.0,14145000.0,14145000.0,14145000.0,916000.0,14145000.0,6943000.0,14145000.0,14145000.0,916000.0,403000.0,403000.0,13620000.0,-8523000.0,-873000.0,6860000.0,480000.0,14000.0,-284000.0,124000.0,1000.0,-140000.0,-857000.0,13336000.0
12/31/2020,274000.0,8000.0,266000.0,1029000.0,-763000.0,25000.0,-6000.0,-744000.0,3000.0,-747000.0,-747000.0,-1.96,-1.96,381333.06,381333.06,-763000.0,1037000.0,-747000.0,-747000.0,25000.0,9886.0,25000.0,-763000.0,-732000.0,8000.0,31000.0,-747000.0,1301.0,1301.0,-732000.0,0.0,-12676.666666666666,7337000.0,4776000.0,2561000.0,2561000.0,2561000.0,237000.0,2561000.0,1909000.0,2561000.0,2561000.0,237000.0,398787.68,398787.68,2027000.0,-1672000.0,2033000.0,2636000.0,1000.0,9000.0,-68000.0,1853000.0,1000.0,-6215.0,-1334500.0,1959000.0
12/31/2019,9725400.0,3223000.0,6502400.0,3886600.0,2615800.0,201600.0,-49000.0,2768400.0,921200.0,1847200.0,1847200.0,4.386,3.754,388466.612,398466.612,2615800.0,7109600.0,1847200.0,1877394.0,220600.0,24577.2,201600.0,2785800.0,3137800.0,3223000.0,352000.0,1847200.0,-37339.8,-37339.8,3175600.0,0.0,-12676.666666666666,19072500.0,6651750.0,12420750.0,12420750.0,12420750.0,899000.0,12396750.0,6167500.0,12420750.0,12396750.0,899000.0,392196.92,392196.92,2853800.0,-1829400.0,-756800.0,3624200.0,1070000.0,21750.0,-439400.0,431200.0,1000.0,-73107.5,-1334500.0,2414400.0
