Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Earnings from Equity Interest Net of Tax,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Normalized EBITDA,Tax Rate for Calcs,Tax Effect of Unusual Items,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Cash Flow from Discontinued Operation,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow
TTM,19780000.0,7723000.0,12057000.0,6670000.0,5387000.0,-1088000.0,65000.0,4364000.0,823000.0,-22000.0,3451000.0,3451000.0,5.79,5.75,594500.0,598300.0,5558000.0,14393000.0,3451000.0,3312248.63,34000.0,1122000.0,-1088000.0,5486000.0,8581000.0,7723000.0,3095000.0,3451000.0,171000.0,171000.0,8410000.0,0.0,32248.63,81406750.0,49497750.0,31909000.0,51521500.0,30991750.0,889000.0,-18949000.0,875500.0,51777500.0,-18949000.0,21674750.0,19824000.0,785400.0,635775.0,149625.0,5326000.0,-1662000.0,-3720000.0,133000.0,2800000.0,687500.0,725750.0,-1477000.0,106000.0,5596000.0,-3494000.0,-5454000.0,3849000.0
12/31/2023,19093000.0,7670000.0,11423000.0,6576000.0,4847000.0,-976000.0,27000.0,3898000.0,754000.0,-15000.0,3068000.0,3068000.0,5.02,4.98,611700.0,615900.0,5014000.0,14246000.0,3068000.0,2933231.0,28000.0,1004000.0,-976000.0,4902000.0,8023000.0,7670000.0,3121000.0,3068000.0,167000.0,167000.0,7856000.0,0.0,32231.0,90890000.0,60221000.0,30669000.0,51568000.0,29857000.0,1083000.0,-18558000.0,1259000.0,52010000.0,-18558000.0,23236000.0,20949000.0,784000.0,594000.0,190000.0,5162000.0,-1068000.0,-4356000.0,133000.0,2963000.0,1219000.0,879000.0,-1388000.0,101000.0,5567000.0,-3015000.0,-4827000.0,3774000.0
12/31/2022,17737000.0,7992000.0,9745000.0,6059000.0,3686000.0,-733000.0,-40000.0,2913000.0,551000.0,220000.0,2530000.0,2530000.0,4.02,3.91,630000.0,647900.0,3740000.0,14051000.0,2530000.0,2486206.0,13000.0,746000.0,-733000.0,3659000.0,6828000.0,7992000.0,3169000.0,2530000.0,54000.0,54000.0,6774000.0,0.0,10206.0,83869000.0,52181000.0,31688000.0,51239000.0,30828000.0,933000.0,-18398000.0,1086000.0,51437000.0,-18398000.0,21542000.0,19707000.0,784000.0,630000.0,154000.0,4618000.0,-2112000.0,-2478000.0,133000.0,3192000.0,709000.0,703000.0,-1479000.0,149000.0,1624000.0,-3315000.0,-2677000.0,3139000.0
12/31/2021,16226000.0,8128000.0,8098000.0,5810000.0,2288000.0,-693000.0,71000.0,1666000.0,363000.0,100000.0,1334000.0,1334000.0,2.05,1.99,650000.0,671600.0,2288000.0,13938000.0,1334000.0,1334000.0,3000.0,696000.0,-693000.0,2362000.0,5558000.0,8128000.0,3196000.0,1334000.0,214000.0,214000.0,5558000.0,0.0,38043.4075,76249000.0,44299000.0,31950000.0,51153000.0,30952000.0,796000.0,-19490000.0,575000.0,51393000.0,-19490000.0,21237000.0,19606000.0,784000.0,650000.0,134000.0,4034000.0,-1630000.0,-1741000.0,133000.0,3205000.0,666000.0,648000.0,-1160000.0,140000.0,6435000.0,-7881000.0,-2786000.0,2874000.0
12/31/2020,14852000.0,7812000.0,7040000.0,5652000.0,1388000.0,-709000.0,492000.0,1171000.0,196000.0,70750.0,958000.0,958000.0,1.43,1.4,669100.0,683400.0,1852000.0,13464000.0,958000.0,571488.0,7000.0,716000.0,-709000.0,1887000.0,5097000.0,7812000.0,3210000.0,958000.0,464000.0,464000.0,4633000.0,0.0,77488.0,74619000.0,41290000.0,33329000.0,52126000.0,32330000.0,744000.0,-19350000.0,582000.0,52270000.0,-19350000.0,20684000.0,19034000.0,789600.0,669100.0,120500.0,4147000.0,-341000.0,-3431000.0,133000.0,2569000.0,156000.0,673000.0,-900000.0,133000.0,8897000.0,-10918000.0,-1826000.0,3247000.0
12/31/2019,17537600.0,7865000.0,9672600.0,6153400.0,3519200.0,-839800.0,123000.0,2802400.0,537400.0,70750.0,2268200.0,2268200.0,3.662,3.6059999999999994,631060.0,643420.0,3690400.0,14018400.0,2268200.0,2127434.726,17000.0,856800.0,-839800.0,3659200.0,6817400.0,7865000.0,3158200.0,2268200.0,214000.0,214000.0,6646200.0,0.0,38043.4075,81406750.0,49497750.0,31909000.0,51521500.0,30991750.0,889000.0,-18949000.0,875500.0,51777500.0,-18949000.0,21674750.0,19824000.0,785400.0,635775.0,149625.0,4657400.0,-1362600.0,-3145200.0,133000.0,2945800.0,687500.0,725750.0,-1280800.0,125800.0,5623800.0,-5724600.0,-3514000.0,3376600.0
