Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,100.13281899095597,100.15940890247961,98.97168110482816,99.99986267089844,1212400,0.0,0.0
2020-01-03 00:00:00-05:00,99.13123549909974,100.24805928831614,99.06919010872329,100.00874328613281,1047100,0.0,0.0
2020-01-06 00:00:00-05:00,99.57440439857969,100.3455456496037,99.30849851930337,100.30123138427734,1214800,0.0,0.0
2020-01-07 00:00:00-05:00,99.87579267208599,100.15056416487182,99.41488499749934,99.44147491455078,1641000,0.0,0.0
2020-01-08 00:00:00-05:00,99.76056859581834,100.89511681938336,99.66306772387689,99.71624755859375,1748900,0.0,0.0
2020-01-09 00:00:00-05:00,100.15941190228475,100.96600864233608,99.91123037071189,100.85077667236328,1462000,0.0,0.0
2020-01-10 00:00:00-05:00,101.01031444491618,101.18759178292785,100.31894973276813,100.55826568603516,1431200,0.0,0.0
2020-01-13 00:00:00-05:00,100.58487826906502,101.48010360848434,100.55828159232696,101.47124481201172,1526100,0.0,0.0
2020-01-14 00:00:00-05:00,101.35602788699794,101.3914833654745,100.54943772958944,100.8685302734375,1899100,0.0,0.0
2020-01-15 00:00:00-05:00,100.70896347268489,101.60418876257876,100.203734841653,101.27623748779297,1692500,0.0,0.0
2020-01-16 00:00:00-05:00,101.52441882795137,102.96033497979181,101.28509608809145,102.95146942138672,1902900,0.0,0.0
2020-01-17 00:00:00-05:00,103.17306755901556,104.25443582976855,102.6855632525482,104.19239044189453,1725700,0.0,0.0
2020-01-21 00:00:00-05:00,103.83783898718922,104.83056515987529,103.7580624840613,104.41397857666016,1314100,0.0,0.0
2020-01-22 00:00:00-05:00,104.80397411241182,105.20284309885618,104.22783452917426,104.28102111816406,1274100,0.0,0.0
2020-01-23 00:00:00-05:00,103.7580620000336,104.9369310870388,102.90715095779792,104.72420501708984,1502400,0.0,0.0
2020-01-24 00:00:00-05:00,104.80396866329764,105.25601745278844,104.13033502055619,104.83942413330078,2152200,0.0,0.0
2020-01-27 00:00:00-05:00,103.70486808765284,104.52918910448814,103.31486471035129,103.33259582519531,1135200,0.0,0.0
2020-01-28 00:00:00-05:00,103.59852750310561,104.72421689086573,103.59852750310561,104.18353271484375,1496500,0.0,0.0
2020-01-29 00:00:00-05:00,105.0344301243251,105.22943183608213,104.29874430721982,104.91033935546875,1878800,0.0,0.0
2020-01-30 00:00:00-05:00,104.22782654508441,106.34624856039386,104.21010219173874,106.25760650634766,1289400,0.0,0.0
2020-01-31 00:00:00-05:00,105.66374918327787,106.46148038221573,104.83056251300505,105.06988525390625,1754500,0.0,0.0
2020-02-03 00:00:00-05:00,105.4776211055002,106.42603305838819,105.30035049769393,105.52194213867188,1439300,0.0,0.0
2020-02-04 00:00:00-05:00,106.50580692622077,107.39217346816693,106.28421529073424,106.31966400146484,1848200,0.0,0.0
2020-02-05 00:00:00-05:00,107.312393074335,110.74263390184632,107.312393074335,110.50331115722656,2718400,0.0,0.0
2020-02-06 00:00:00-05:00,110.59193544129039,111.17694052548401,109.72330013513753,109.81193542480469,1506700,0.0,0.0
2020-02-07 00:00:00-05:00,109.79422528257436,110.58309095886183,109.56376808966026,110.29058837890625,1331600,0.0,0.0
2020-02-10 00:00:00-05:00,110.21082527244118,110.64514979697219,109.26241323382911,109.86514282226562,1534300,0.0,0.0
2020-02-11 00:00:00-05:00,109.82080812041349,111.15922339742819,109.66126188366711,110.88444519042969,1739600,0.0,0.0
2020-02-12 00:00:00-05:00,111.01739917093666,111.01739917093666,108.97875360693371,109.71443939208984,1549100,0.0,0.0
2020-02-13 00:00:00-05:00,109.599218293397,110.7249007648702,109.20034931378673,110.69831085205078,1367500,0.0,0.0
2020-02-14 00:00:00-05:00,110.73375904237223,111.31875737325385,110.48557752245644,111.30103302001953,1110900,0.0,0.0
2020-02-18 00:00:00-05:00,111.15037115408086,111.61127880298372,110.00695744749986,110.17536926269531,1663700,0.0,0.0
2020-02-19 00:00:00-05:00,110.44129216448509,110.7958402056314,109.7765171232513,110.13993072509766,1414600,0.0,0.0
2020-02-20 00:00:00-05:00,109.90058985363262,110.33491434478569,109.06740987073637,109.43081665039062,2146100,0.0,0.0
2020-02-21 00:00:00-05:00,109.28012165179257,109.9360309386309,108.9521636271537,109.57262420654297,1477700,0.0,0.0
2020-02-24 00:00:00-05:00,107.64922623818924,108.46468869034672,106.52354357547613,106.84263610839844,1745600,0.0,0.0
2020-02-25 00:00:00-05:00,107.02875534207212,107.07307637224142,103.82897172211312,103.97965240478516,2046400,0.0,0.0
2020-02-26 00:00:00-05:00,104.55579430515427,105.48648185984607,102.57033518591034,102.5792007446289,2479000,0.0,0.0
2020-02-27 00:00:00-05:00,101.56874314703659,101.95874660618219,97.38509857026509,97.42941284179688,2366900,0.0,0.0
2020-02-28 00:00:00-05:00,94.9353376592536,96.11111749210528,91.66631430222691,93.75064849853516,4179800,0.54,0.0
2020-03-02 00:00:00-05:00,93.1627538754184,100.44012519200705,93.1627538754184,100.35995483398438,2794600,0.0,0.0
2020-03-03 00:00:00-05:00,100.1461667545884,101.17052185790685,96.2001777117992,97.2690658569336,2810300,0.0,0.0
2020-03-04 00:00:00-05:00,99.16637028778585,102.33741160919762,98.1331056618992,101.99893188476562,1905900,0.0,0.0
2020-03-05 00:00:00-05:00,99.0060158382731,99.84330904536549,95.34506415192484,96.60991668701172,2459900,0.0,0.0
2020-03-06 00:00:00-05:00,92.82426748397484,95.9418659778637,92.55704883342246,95.43414306640625,3277500,0.0,0.0
2020-03-09 00:00:00-04:00,88.69123429043313,89.21677592200042,83.74761048321464,85.16389465332031,2527100,0.0,0.0
2020-03-10 00:00:00-04:00,88.50419589736042,89.25241650912632,84.24644684589796,88.41512298583984,2511100,0.0,0.0
2020-03-11 00:00:00-04:00,85.73395711469233,86.11697662350527,80.6567280870095,82.63417053222656,2662000,0.0,0.0
2020-03-12 00:00:00-04:00,76.63949525432632,80.505314933572,74.57297266355968,74.64423370361328,4397700,0.0,0.0
2020-03-13 00:00:00-04:00,79.68581532455681,82.89248664708416,74.02069304323425,82.63417053222656,3606000,0.0,0.0
2020-03-16 00:00:00-04:00,69.47792588570508,80.64783940129074,69.47792588570508,75.6953125,3607500,0.0,0.0
2020-03-17 00:00:00-04:00,77.63710076763313,80.74578943725155,75.95359159801659,78.33187866210938,2917900,0.0,0.0
2020-03-18 00:00:00-04:00,72.72021963933838,74.59968692217817,57.12331602895673,67.29560089111328,3617400,0.0,0.0
2020-03-19 00:00:00-04:00,66.0307510218173,69.94111076043768,63.002231410694456,66.52957153320312,2475800,0.0,0.0
2020-03-20 00:00:00-04:00,68.0170954021236,70.06580579691345,63.028938940343714,65.79914855957031,3911100,0.0,0.0
2020-03-23 00:00:00-04:00,63.90184647965541,67.62514931963435,61.336511271544296,65.22905731201172,3181100,0.0,0.0
2020-03-24 00:00:00-04:00,69.56699592766053,70.52899956979559,67.42921232152486,69.40666198730469,3197500,0.0,0.0
2020-03-25 00:00:00-04:00,69.35321674894132,77.23628710075324,66.8146017944021,73.93163299560547,3539600,0.0,0.0
2020-03-26 00:00:00-04:00,74.02961406922722,80.62111031576046,73.9405411731578,79.7214584350586,3563500,0.0,0.0
2020-03-27 00:00:00-04:00,76.70183854037991,82.47384623417969,75.82890788517429,78.79508209228516,2662500,0.0,0.0
2020-03-30 00:00:00-04:00,78.63475026002502,84.8788573615987,76.14067522818003,84.29987335205078,2745400,0.0,0.0
2020-03-31 00:00:00-04:00,83.19533996811676,83.89902726649663,81.244611973821,81.70780181884766,2534900,0.0,0.0
2020-04-01 00:00:00-04:00,77.04029995892682,79.09791930202826,76.02485427618043,76.96013641357422,2684000,0.0,0.0
2020-04-02 00:00:00-04:00,76.84433871155224,79.92631318947781,74.85798709824083,76.41678619384766,2580000,0.0,0.0
2020-04-03 00:00:00-04:00,75.79326609690494,77.48567798353396,74.59967456584742,76.5682144165039,3264300,0.0,0.0
