Model,Scaler,Parameters,Mean Accuracy,Mean Recall,Mean Precision,Mean F1 Score
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.49230769230769234,0.5,0.24615384615384617,0.3297702220937591
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.48391608391608393,0.5,0.24195804195804196,0.32603824627129513
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.765034965034965,0.7627876933269004,0.7675966886918244,0.7630514825210499
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.7594405594405594,0.7588268220295408,0.7606089042698123,0.7585854099346854
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.8538461538461538,0.8528655729314238,0.8546813488066874,0.8533043252167568
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8,0.8040898795380909,0.8322654790976232,0.790806794849061
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8475524475524476,0.8463712828953565,0.8491847140300907,0.8467690342003772
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8454545454545453,0.8445906352695708,0.8459499415874643,0.8448880924759052
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.8671328671328672,0.8664180220510215,0.8678760667903271,0.8666958986986071
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8629370629370628,0.8621610778215679,0.8635096568810997,0.8624795780709931
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8734265734265735,0.8728528525900844,0.8754098698067508,0.8728827320445077
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8734265734265735,0.8728528525900844,0.8754098698067508,0.8728827320445077
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9153846153846154,0.9143233421302386,0.9180765230447925,0.9148715405978438
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8853146853146854,0.88436618525563,0.8885350924188289,0.8846435826731639
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8811188811188811,0.8804648348503935,0.8847273477890274,0.8804366064738185
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.879020979020979,0.8784867563420249,0.882952959767046,0.8783218111886057
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9405594405594406,0.940005742146918,0.9431404884838066,0.9402730197247525
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.886013986013986,0.8852065433304495,0.8899632252557111,0.885269591610783
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9076923076923077,0.906657793920948,0.9108080355428895,0.9070806386255885
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8846153846153847,0.8838211166765664,0.8887803930545811,0.8838416429483293
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.941958041958042,0.9418798149707343,0.9435711515188906,0.9417616343182349
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8853146853146854,0.8846261714009847,0.8894741974085945,0.8845740277344152
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9272727272727274,0.9258504002324145,0.9311204294992843,0.9267207629741462
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8853146853146854,0.8846261714009847,0.8894741974085945,0.8845740277344152
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.6755244755244755,0.6751671898662096,0.6772316409877369,0.6738958788291024
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5076923076923077,0.5,0.25384615384615383,0.3366080076085599
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.6622377622377622,0.6623309273623514,0.6648900032282705,0.6604726740508438
Logistic Regression,No Scaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.5076923076923077,0.5,0.25384615384615383,0.3366080076085599
Logistic Regression,No Scaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.7412587412587414,0.7419526473711627,0.7440379393017793,0.7402663275412419
