Model,Scaler,Parameters,Mean Accuracy,Mean Recall,Mean Precision,Mean F1 Score
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.47804878048780486,0.5,0.23902439024390243,0.3232541488077748
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.5219512195121951,0.5,0.26097560975609757,0.3427883011552366
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.7651567944250871,0.7621725013239999,0.765235269337573,0.7629233719273494
Logistic Regression,StandardScaler,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.7560975609756098,0.7503170059132513,0.7706842721707905,0.7486461546309964
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.7672473867595819,0.7690765107980925,0.7180415780028042,0.7345470788039246
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.7707317073170732,0.7670129301450187,0.7194086278288986,0.7350863561598041
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8376306620209059,0.8360195416278036,0.837940232658694,0.836626011051932
Logistic Regression,StandardScaler,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8432055749128919,0.8410701422853177,0.8441867475288983,0.8419715706730265
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.8529616724738676,0.8521270578010386,0.8528746937476044,0.8522313166563975
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8494773519163763,0.8481995200254581,0.8493403495803463,0.8486422341189819
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8585365853658535,0.856519652144498,0.861245326215697,0.8572765096018541
Logistic Regression,StandardScaler,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8613240418118465,0.8591197435644652,0.8645007018385588,0.8600276977341512
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9463414634146343,0.9450356421744293,0.9486796764464831,0.9459707959603086
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.894773519163763,0.8920256503905998,0.9012316484445355,0.893288723964298
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.8905923344947736,0.887462245047781,0.8993141292220284,0.8887487600769466
Logistic Regression,StandardScaler,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8843205574912891,0.8813331103750199,0.8925570255504109,0.8824495457329524
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9533101045296167,0.9521182994821139,0.9556901102481168,0.9529891539611182
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.89198606271777,0.8888067553919645,0.9009797701898392,0.8899955823003787
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9324041811846691,0.9300907303921047,0.9376482406154132,0.9316258689890388
Logistic Regression,StandardScaler,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.8898954703832753,0.8866797612953305,0.8993856465608093,0.8878071777550822
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.9484320557491289,0.9470355964727164,0.9507795306357494,0.9480373492565871
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l1', 'classifier__solver': 'saga'}",0.8905923344947736,0.887384663946046,0.900122684510648,0.8885044826041518
Logistic Regression,StandardScaler,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9435540069686411,0.9423966735928907,0.945936010801432,0.9431785824449506
